,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
119,Women's Strawweight,KO/TKO  Punch,1,0:42,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/357cf8a9b6737625,http://ufcstats.com/event-details/2c104b7e59a72629,Weili Zhang,Jessica Andrade
120,Welterweight,KO/TKO  Punches,3,4:51,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/55480808b1fa1f9c,http://ufcstats.com/event-details/2c104b7e59a72629,Jingliang Li,Elizeu Zaleski dos Santos
121,Flyweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/b07188063c49b755,http://ufcstats.com/event-details/2c104b7e59a72629,Kai Kara-France,Mark De La Rosa
122,Welterweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/676561d9690ce31d,http://ufcstats.com/event-details/2c104b7e59a72629,Kenan Song,Derrick Krantz
123,Women's Flyweight,S-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/5f900e4437e079b3,http://ufcstats.com/event-details/2c104b7e59a72629,Mizuki Inoue,Yanan Wu
124,Middleweight,SUB  Anaconda Choke,2,4:39,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/8182dbc752c71137,http://ufcstats.com/event-details/2c104b7e59a72629,Anthony Hernandez,Jun Yong Park
125,Bantamweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/09b91014bd88f815,http://ufcstats.com/event-details/2c104b7e59a72629,Su Mudaerji,Andre Soukhamthath
126,Light Heavyweight,SUB  Guillotine Choke,3,1:59,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/5ff390f7bbf2bec8,http://ufcstats.com/event-details/2c104b7e59a72629,Da Un Jung,Khadis Ibragimov
127,Lightweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/060dfbc982c6c4ef,http://ufcstats.com/event-details/2c104b7e59a72629,Damir Ismagulov,Thiago Moises
128,Bantamweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/2e001d8c2f6106fc,http://ufcstats.com/event-details/2c104b7e59a72629,Heili Alateng,Danaa Batgerel
129,Women's Bantamweight,S-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/a072be4f806d360f,http://ufcstats.com/event-details/2c104b7e59a72629,Karol Rosa,Lara Procopio
130,Heavyweight,KO/TKO  Punches,4,4:09,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/6921344f8e706d0f,http://ufcstats.com/event-details/70167689d6a01793,Stipe Miocic,Daniel Cormier
131,Welterweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/f2ce79565c0820dd,http://ufcstats.com/event-details/70167689d6a01793,Nate Diaz,Anthony Pettis
132,Middleweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/3e16a71836e85212,http://ufcstats.com/event-details/70167689d6a01793,Paulo Costa,Yoel Romero
133,Featherweight,KO/TKO  Punch,1,4:14,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/ea43a5fe4ff9a3c4,http://ufcstats.com/event-details/70167689d6a01793,Sodiq Yusuff,Gabriel Benitez
134,Middleweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/2eb56023c4a54504,http://ufcstats.com/event-details/70167689d6a01793,Derek Brunson,Ian Heinisch
135,Lightweight,KO/TKO  Punch,1,4:15,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/2671de30a1736f51,http://ufcstats.com/event-details/70167689d6a01793,Khama Worthy,Devonte Smith
136,Bantamweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/fba7d6a42f137938,http://ufcstats.com/event-details/70167689d6a01793,Cory Sandhagen,Raphael Assuncao
137,Lightweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/25e1d17d072227c6,http://ufcstats.com/event-details/70167689d6a01793,Drakkar Klose,Christos Giagos
138,Catch Weight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/29de6ddc42a2e674,http://ufcstats.com/event-details/70167689d6a01793,Casey Kenney,Manny Bermudez
139,Women's Strawweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/8ebd6e9d41a51e31,http://ufcstats.com/event-details/70167689d6a01793,Hannah Cifers,Jodie Esquibel
140,Bantamweight,S-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/445d0d44091b902a,http://ufcstats.com/event-details/70167689d6a01793,Kyung Ho Kang,Brandon Davis
141,Women's Flyweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/51f955029dbf6978,http://ufcstats.com/event-details/70167689d6a01793,Sabina Mazo,Shana Dobson
142,Women's Flyweight,U-DEC,5,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/9d80bd1f92d23dfa,http://ufcstats.com/event-details/e5d03e4d966126bd,Valentina Shevchenko,Liz Carmouche
143,Welterweight,S-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/7feadf01c5920285,http://ufcstats.com/event-details/e5d03e4d966126bd,Vicente Luque,Mike Perry
144,Featherweight,U-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/aef94727eb3897df,http://ufcstats.com/event-details/e5d03e4d966126bd,Eduardo Garagorri,Humberto Bandenay
145,Light Heavyweight,KO/TKO  Punch,2,4:31,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/f7cce33f6563dd72,http://ufcstats.com/event-details/e5d03e4d966126bd,Volkan Oezdemir,Ilir Latifi
146,Middleweight,SUB  Arm Triangle,2,4:26,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/8da94b2c1c0443d4,http://ufcstats.com/event-details/e5d03e4d966126bd,Rodolfo Vieira,Oskar Piechota
147,Featherweight,S-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/4dd3035430a5ed43,http://ufcstats.com/event-details/e5d03e4d966126bd,Enrique Barzola,Bobby Moffett
148,Welterweight,U-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/1019f2a9c012e949,http://ufcstats.com/event-details/e5d03e4d966126bd,Gilbert Burns,Aleksei Kunchenko
149,Heavyweight,SUB  Arm Triangle,1,4:12,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/1d8a86d37c7ef3d3,http://ufcstats.com/event-details/e5d03e4d966126bd,Ciryl Gane,Raphael Pessoa
150,Women's Strawweight,U-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/d93b589bcec80ffe,http://ufcstats.com/event-details/e5d03e4d966126bd,Marina Rodriguez,Tecia Torres
151,Flyweight,KO/TKO,1,2:56,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/cb4dd24535ef2d94,http://ufcstats.com/event-details/e5d03e4d966126bd,Rogerio Bontorin,Raulian Paiva
152,Bantamweight,S-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/4c489b3c9d14cbc9,http://ufcstats.com/event-details/e5d03e4d966126bd,Chris Gutierrez,Geraldo de Freitas
153,Lightweight,U-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/975159720cfd0103,http://ufcstats.com/event-details/e5d03e4d966126bd,Alex Da Silva,Kazula Vargas
154,Women's Flyweight,SUB  Armbar,1,1:09,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/494042bf96730bc0,http://ufcstats.com/event-details/e5d03e4d966126bd,Veronica Macedo,Polyana Viana
155,Welterweight,U-DEC,5,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/e139628170777bef,http://ufcstats.com/event-details/03da33a102d9a45f,Colby Covington,Robbie Lawler
156,Lightweight,SUB  Guillotine Choke,1,0:58,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/e96d929f8207a3e0,http://ufcstats.com/event-details/03da33a102d9a45f,Jim Miller,Clay Guida
157,Lightweight,KO/TKO  Punch,2,0:36,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/dbbd17b6995f014b,http://ufcstats.com/event-details/03da33a102d9a45f,Nasrat Haqparast,Joaquim Silva
158,Middleweight,SUB  Guillotine Choke,3,1:49,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/dc49373c52eedaa3,http://ufcstats.com/event-details/03da33a102d9a45f,Gerald Meerschaert,Trevin Giles
159,Lightweight,KO/TKO,2,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/1d9f862a47540785,http://ufcstats.com/event-details/03da33a102d9a45f,Scott Holtzman,Dong Hyun Ma
160,Light Heavyweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/cd6b799ec79c489a,http://ufcstats.com/event-details/03da33a102d9a45f,Kennedy Nzechukwu,Darko Stosic
161,Welterweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/f4bd11655adeb078,http://ufcstats.com/event-details/03da33a102d9a45f,Mickey Gall,Salim Touahri
162,Women's Flyweight,SUB  Rear Naked Choke,2,1:20,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/326de7f7ec9e7035,http://ufcstats.com/event-details/03da33a102d9a45f,Antonina Shevchenko,Lucie Pudilova
163,Flyweight,SUB  Triangle Choke,1,1:23,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/60162c95d921d1ae,http://ufcstats.com/event-details/03da33a102d9a45f,Matt Schnell,Jordan Espinosa
164,Women's Flyweight,KO/TKO  Knee,3,1:46,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/e3acb789f7dcd34c,http://ufcstats.com/event-details/03da33a102d9a45f,Lauren Murphy,Mara Romero Borella
165,Welterweight,SUB  Neck Crank,1,2:35,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/f6ab2eec90980ac0,http://ufcstats.com/event-details/03da33a102d9a45f,Claudio Silva,Cole Williams
166,Women's Flyweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/94560d1dc6248347,http://ufcstats.com/event-details/03da33a102d9a45f,Miranda Granger,Hannah Goldy
167,Featherweight,U-DEC,5,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/c4704eab5e2f51b8,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Max Holloway,Frankie Edgar
168,Women's Featherweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/240e9389cca3bd18,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Cris Cyborg,Felicia Spencer
169,Welterweight,KO/TKO  Punches,2,2:39,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/e186bd5e556f1b5e,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Geoff Neal,Niko Price
170,Lightweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/7ed98f8d1ffae082,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Arman Tsarukyan,Olivier Aubin-Mercier
171,Middleweight,S-DEC,3,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/dbca9f6bb7290c0d,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Krzysztof Jotko,Marc-Andre Barriault
172,Women's Flyweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/dfa2fda311df08cf,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Viviane Araujo,Alexis Davis
173,Featherweight,KO/TKO  Kick,3,4:09,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/10b31e991c2d0d4e,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Hakeem Dawodu,Yoshinori Horie
174,Featherweight,SUB  Rear Naked Choke,3,3:17,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/25c4013fc187762a,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Gavin Tucker,SeungWoo Choi
175,Flyweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/bc1787883f9328be,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Deiveson Figueiredo,Alexandre Pantoja
176,Women's Flyweight,KO/TKO  Elbows,2,4:13,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/68c77a11b2d308dd,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Gillian Robertson,Sarah Frota
177,Welterweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/d47fd8fc3886f86c,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Erik Koch,Kyle Stewart
178,Welterweight,U-DEC,5,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/816662e622987a14,http://ufcstats.com/event-details/9e0f28d1f639ad73,Leon Edwards,Rafael Dos Anjos
179,Heavyweight,KO/TKO  Punch,1,0:12,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/15ce105716441c54,http://ufcstats.com/event-details/9e0f28d1f639ad73,Walt Harris,Aleksei Oleinik
180,Heavyweight,KO/TKO  Punches,1,0:45,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/88b1d4f951070f83,http://ufcstats.com/event-details/9e0f28d1f639ad73,Greg Hardy,Juan Adams
181,Lightweight,KO/TKO  Punch,1,2:33,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/9d6b46a3cf5ec494,http://ufcstats.com/event-details/9e0f28d1f639ad73,Dan Hooker,James Vick
182,Lightweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/c92308bbd6107b11,http://ufcstats.com/event-details/9e0f28d1f639ad73,Alexander Hernandez,Francisco Trinaldo
183,Heavyweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/f065dc596a08a258,http://ufcstats.com/event-details/9e0f28d1f639ad73,Andrei Arlovski,Ben Rothwell
184,Featherweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/96d33e46267d4eaf,http://ufcstats.com/event-details/9e0f28d1f639ad73,Alex Caceres,Steven Peterson
185,Women's Bantamweight,S-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/017e0b7e864b0aa3,http://ufcstats.com/event-details/9e0f28d1f639ad73,Raquel Pennington,Irene Aldana
186,Light Heavyweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/f711b3ec6bc3c407,http://ufcstats.com/event-details/9e0f28d1f639ad73,Klidson Abreu,Sam Alvey
187,Women's Flyweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/dd51d1aed9536da6,http://ufcstats.com/event-details/9e0f28d1f639ad73,Jennifer Maia,Roxanne Modafferi
188,Bantamweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/bc01ce748a5723df,http://ufcstats.com/event-details/9e0f28d1f639ad73,Ray Borg,Gabriel Silva
189,Bantamweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/24bcade0007c2246,http://ufcstats.com/event-details/9e0f28d1f639ad73,Mario Bautista,Jinsoo Son
190,Bantamweight,S-DEC,3,5:00,"San Antonio, Texas, USA",2019-07-20,http://ufcstats.com/fight-details/c5259566abc552b1,http://ufcstats.com/event-details/9e0f28d1f639ad73,Felipe Colares,Domingo Pilarte
191,Women's Bantamweight,KO/TKO  Punch,1,0:16,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/edc87836fd998929,http://ufcstats.com/event-details/2f8f3c69522db931,Germaine de Randamie,Aspen Ladd
192,Bantamweight,KO/TKO  Punch,1,0:46,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/75b1533cc3cafae9,http://ufcstats.com/event-details/2f8f3c69522db931,Urijah Faber,Ricky Simon
193,Featherweight,KO/TKO  Punches,1,4:25,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/138cb102906573f2,http://ufcstats.com/event-details/2f8f3c69522db931,Josh Emmett,Mirsad Bektic
194,Middleweight,S-DEC,3,5:00,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/a7cf716f5d73b558,http://ufcstats.com/event-details/2f8f3c69522db931,Karl Roberson,Wellington Turman
195,Middleweight,U-DEC,3,5:00,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/9b0de83b4e504bf6,http://ufcstats.com/event-details/2f8f3c69522db931,Marvin Vettori,Cezar Ferreira
196,Featherweight,KO/TKO  Punch,1,3:07,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/b436dda934059631,http://ufcstats.com/event-details/2f8f3c69522db931,Andre Fili,Sheymon Moraes
197,Women's Bantamweight,U-DEC,3,5:00,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/60be02c5566c8348,http://ufcstats.com/event-details/2f8f3c69522db931,Julianna Pena,Nicco Montano
198,Featherweight,U-DEC,3,5:00,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/37a8c442fb38db75,http://ufcstats.com/event-details/2f8f3c69522db931,Ryan Hall,Darren Elkins
199,Bantamweight,KO/TKO  Knee,3,3:54,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/ad63c30e22e63344,http://ufcstats.com/event-details/2f8f3c69522db931,Jonathan Martinez,Liu Pingyuan
200,Women's Strawweight,U-DEC,3,5:00,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/2d42ef44ad2470e1,http://ufcstats.com/event-details/2f8f3c69522db931,Brianna Van Buren,Livinha Souza
201,Bantamweight,U-DEC,3,5:00,"Sacramento, California, USA",2019-07-13,http://ufcstats.com/fight-details/358468724d7d4322,http://ufcstats.com/event-details/2f8f3c69522db931,Benito Lopez,Vince Morales
202,Light Heavyweight,S-DEC,5,5:00,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/8fcdfee81cc604e3,http://ufcstats.com/event-details/6c9383ffab2725a5,Jon Jones,Thiago Santos
203,Women's Bantamweight,KO/TKO  Kick,1,4:10,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/69c06be4f87ccdab,http://ufcstats.com/event-details/6c9383ffab2725a5,Amanda Nunes,Holly Holm
204,Welterweight,KO/TKO  Flying Knee,1,0:05,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/70af72a72b31fe4d,http://ufcstats.com/event-details/6c9383ffab2725a5,Jorge Masvidal,Ben Askren
205,Light Heavyweight,KO/TKO  Punch,2,1:39,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/531d9676d767da66,http://ufcstats.com/event-details/6c9383ffab2725a5,Jan Blachowicz,Luke Rockhold
206,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/feaffeb1af7e82ef,http://ufcstats.com/event-details/6c9383ffab2725a5,Michael Chiesa,Diego Sanchez
207,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/c48af5eafb532d0a,http://ufcstats.com/event-details/6c9383ffab2725a5,Arnold Allen,Gilbert Melendez
208,Bantamweight,SUB  Rear Naked Choke,2,3:25,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/7dc551f8153bd053,http://ufcstats.com/event-details/6c9383ffab2725a5,Marlon Vera,Nohelin Hernandez
209,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/7fe0cec2b0f1c146,http://ufcstats.com/event-details/6c9383ffab2725a5,Claudia Gadelha,Randa Markos
210,Bantamweight,KO/TKO  Punch,1,2:04,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/00f4b6184f6315d0,http://ufcstats.com/event-details/6c9383ffab2725a5,Song Yadong,Alejandro Perez
211,Middleweight,SUB  Rear Naked Choke,1,1:12,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/e9f00c16810e0e61,http://ufcstats.com/event-details/6c9383ffab2725a5,Edmen Shahbazyan,Jack Marshman
212,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/f6a03399c7a721cd,http://ufcstats.com/event-details/6c9383ffab2725a5,Chance Rencountre,Ismail Naurdiev
213,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2019-07-06,http://ufcstats.com/fight-details/934b44ddcb3d95e6,http://ufcstats.com/event-details/6c9383ffab2725a5,Julia Avila,Pannie Kianzad
214,Heavyweight,KO/TKO  Punch,1,1:11,"Minneapolis, Minnesota, USA",2019-06-29,http://ufcstats.com/fight-details/4e71dbef18157288,http://ufcstats.com/event-details/c0c1bc0766df4c00,Francis Ngannou,Junior Dos Santos
215,Flyweight,KO/TKO  Punches,2,4:47,"Minneapolis, Minnesota, USA",2019-06-29,http://ufcstats.com/fight-details/2418af6da44fd361,http://ufcstats.com/event-details/c0c1bc0766df4c00,Joseph Benavidez,Jussier Formiga
216,Welterweight,M-DEC,3,5:00,"Minneapolis, Minnesota, USA",2019-06-29,http://ufcstats.com/fight-details/5fcf65d4de66c970,http://ufcstats.com/event-details/c0c1bc0766df4c00,Demian Maia,Anthony Rocco Martin
217,Lightweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA",2019-06-29,http://ufcstats.com/fight-details/2b01da1699f0305f,http://ufcstats.com/event-details/c0c1bc0766df4c00,Vinc Pichel,Roosevelt Roberts
218,Lightweight,KO/TKO  Punches,1,1:07,"Minneapolis, Minnesota, USA",2019-06-29,http://ufcstats.com/fight-details/966bf043577f8b6a,http://ufcstats.com/event-details/c0c1bc0766df4c00,Drew Dober,Polo Reyes
