,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
1390,Light Heavyweight,SUB  Armbar,2,1:59,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/01f396a7372dc8ff,http://ufcstats.com/event-details/32541eb5d12668b4,Paul Craig,Henrique da Silva
1391,Featherweight,U-DEC,3,5:00,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/4b35edc671de861f,http://ufcstats.com/event-details/32541eb5d12668b4,Mizuto Hirota,Cole Miller
1392,Welterweight,U-DEC,3,5:00,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/677588ea237aa5c0,http://ufcstats.com/event-details/32541eb5d12668b4,Colby Covington,Bryan Barberena
1393,Welterweight,U-DEC,3,5:00,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/30f6cf4253b13b76,http://ufcstats.com/event-details/32541eb5d12668b4,Alex Morono,James Moontasri
1394,Lightweight,U-DEC,3,5:00,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/7979888b1fb5eb39,http://ufcstats.com/event-details/32541eb5d12668b4,Josh Emmett,Scott Holtzman
1395,Women's Bantamweight,U-DEC,3,5:00,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/d77ace7aadb2383e,http://ufcstats.com/event-details/32541eb5d12668b4,Leslie Smith,Irene Aldana
1396,Bantamweight,KO/TKO  Punches,1,3:04,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/ca6d4239726931f9,http://ufcstats.com/event-details/32541eb5d12668b4,Eddie Wineland,Takeya Mizugaki
1397,Flyweight,U-DEC,3,5:00,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/88c712be47805d63,http://ufcstats.com/event-details/32541eb5d12668b4,Hector Sandoval,Fredy Serrano
1398,Welterweight,S-DEC,3,5:00,"Sacramento, California, USA",2016-12-17,http://ufcstats.com/fight-details/1ca4274019680d23,http://ufcstats.com/event-details/32541eb5d12668b4,Sultan Aliev,Bojan Velickovic
1399,Featherweight,KO/TKO  Punches,3,4:50,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/977a758d869f9e7a,http://ufcstats.com/event-details/6e3282d57d2467a0,Max Holloway,Anthony Pettis
1400,Welterweight,KO/TKO  Kick,3,0:34,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/96404a3b32791c8d,http://ufcstats.com/event-details/6e3282d57d2467a0,Donald Cerrone,Matt Brown
1401,Featherweight,U-DEC,3,5:00,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/5f0aa841c21f7d30,http://ufcstats.com/event-details/6e3282d57d2467a0,Cub Swanson,Dooho Choi
1402,Middleweight,KO/TKO  Punches,3,2:45,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/07b98dbf5d2c62a2,http://ufcstats.com/event-details/6e3282d57d2467a0,Kelvin Gastelum,Tim Kennedy
1403,Welterweight,U-DEC,3,5:00,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/761a215d51a0442e,http://ufcstats.com/event-details/6e3282d57d2467a0,Emil Meek,Jordan Mein
1404,Light Heavyweight,SUB  Guillotine Choke,1,4:38,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/0af90a49f0ca1879,http://ufcstats.com/event-details/6e3282d57d2467a0,Misha Cirkunov,Nikita Krylov
1405,Lightweight,SUB  Rear Naked Choke,2,2:57,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/04f27a78e4ffce47,http://ufcstats.com/event-details/6e3282d57d2467a0,Olivier Aubin-Mercier,Drew Dober
1406,Women's Strawweight,S-DEC,3,5:00,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/ca9804845b010845,http://ufcstats.com/event-details/6e3282d57d2467a0,Viviane Pereira,Valerie Letourneau
1407,Bantamweight,U-DEC,3,5:00,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/b121f30d7fc9ea6c,http://ufcstats.com/event-details/6e3282d57d2467a0,Matthew Lopez,Mitch Gagnon
1408,Lightweight,KO/TKO  Kick,1,1:40,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/071d488ec8ccf254,http://ufcstats.com/event-details/6e3282d57d2467a0,Lando Vannata,John Makdessi
1409,Lightweight,U-DEC,3,5:00,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/8b983e834df0c6c4,http://ufcstats.com/event-details/6e3282d57d2467a0,Rustam Khabilov,Jason Saggo
1410,Flyweight,S-DEC,3,5:00,"Toronto, Ontario, Canada",2016-12-10,http://ufcstats.com/fight-details/d573e571d8349b5d,http://ufcstats.com/event-details/6e3282d57d2467a0,Dustin Ortiz,Zach Makovsky
1411,Heavyweight,KO/TKO  Punches,4,3:42,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/cb1e57b5f8c92922,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Derrick Lewis,Shamil Abdurakhimov
1412,Heavyweight,SUB  Kimura,1,1:57,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/0769ab47fcf0bf6b,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Francis Ngannou,Anthony Hamilton
1413,Light Heavyweight,KO/TKO  Punches,2,2:36,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/14e7bb7a9d49450d,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Corey Anderson,Sean O'Connell
1414,Light Heavyweight,KO/TKO  Punches,2,2:54,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/25cd989ac5569629,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Gian Villante,Saparbeg Safarov
1415,Women's Strawweight,U-DEC,3,5:00,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/9555d8941df4a998,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Justine Kish,Ashley Yoder
1416,Welterweight,KO/TKO  Knee,2,1:25,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/02e3699be1d8daa2,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Randy Brown,Brian Camozzi
1417,Middleweight,SUB  Anaconda Choke,1,4:12,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/85feac6924abb35b,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Gerald Meerschaert,Joe Gigliotti
1418,Middleweight,U-DEC,3,5:00,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/0b26d635106aea1c,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Andrew Sanchez,Trevor Smith
1419,Featherweight,U-DEC,3,5:00,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/4bf0be780f2d09be,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Shane Burgos,Tiago Trator
1420,Lightweight,U-DEC,3,5:00,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/a71febed166b7d42,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Marc Diakiese,Frankie Perez
1421,Middleweight,U-DEC,3,5:00,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/770312f3ca8506b6,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Ryan Janes,Keith Berish
1422,Women's Strawweight,U-DEC,3,5:00,"Albany, New York, USA",2016-12-09,http://ufcstats.com/fight-details/87b6c507a7684ec2,http://ufcstats.com/event-details/7139cd2ae4bf6a29,Juliana Lima,JJ Aldrich
1423,Flyweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/02822c35ffef5a50,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Demetrious Johnson,Tim Elliott
1424,Flyweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/5e1370a92ce8abb0,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Joseph Benavidez,Henry Cejudo
1425,Welterweight,KO/TKO  Punches,1,4:05,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/27ff7028ec8c2161,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Jorge Masvidal,Jake Ellenberger
1426,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/9cad47cdd6351e50,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Jared Cannonier,Ion Cutelaba
1427,Women's Bantamweight,SUB  Arm Triangle,2,2:52,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/a716172939767cab,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Sara McMann,Alexis Davis
1428,Flyweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/36830f6eb3c847f5,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Brandon Moreno,Ryan Benoit
1429,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/019983faebec6d64,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Ryan Hall,Gray Maynard
1430,Bantamweight,KO/TKO  Punch,1,3:47,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/63b35df1276b3d64,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Rob Font,Matt Schnell
1431,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/c5d48ca7c22f857e,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Dong Hyun Ma,Brendan O'Reilly
1432,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/5ae45d20a60dc109,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Jamie Moyle,Kailin Curran
1433,Middleweight,KO/TKO  Elbow,2,3:27,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/163fbb2185730846,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Anthony Smith,Elvis Mutapcic
1434,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-12-03,http://ufcstats.com/fight-details/fe132ef2ab8ae9d2,http://ufcstats.com/event-details/bd4389b71fdc0ce2,Devin Clark,Josh Stansbury
1435,Middleweight,KO/TKO  Kick,1,4:07,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/6d04fbef6b8e4551,http://ufcstats.com/event-details/73e09f837f3b5ecc,Robert Whittaker,Derek Brunson
1436,Lightweight,S-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/0d33d43bee65d98f,http://ufcstats.com/event-details/73e09f837f3b5ecc,Andrew Holbrook,Jake Matthews
1437,Welterweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/450760216f5643ca,http://ufcstats.com/event-details/73e09f837f3b5ecc,Omari Akhmedov,Kyle Noke
1438,Lightweight,KO/TKO  Punches,2,2:06,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/2cab927474cb6e62,http://ufcstats.com/event-details/73e09f837f3b5ecc,Alexander Volkanovski,Yusuke Kasuya
1439,Light Heavyweight,SUB  Rear Naked Choke,1,4:07,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/d1c519260c0ddf3a,http://ufcstats.com/event-details/73e09f837f3b5ecc,Tyson Pedro,Khalil Rountree Jr.
1440,Women's Strawweight,S-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/314aea77cd24210f,http://ufcstats.com/event-details/73e09f837f3b5ecc,Danielle Taylor,Seohee Ham
1441,Middleweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/71854cfe738d6ee1,http://ufcstats.com/event-details/73e09f837f3b5ecc,Daniel Kelly,Chris Camozzi
1442,Lightweight,S-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/64bc223daa594bcc,http://ufcstats.com/event-details/73e09f837f3b5ecc,Damien Brown,Jon Tuck
1443,Welterweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/2c0a58ef0324e18b,http://ufcstats.com/event-details/73e09f837f3b5ecc,Jonathan Meunier,Richard Walsh
1444,Flyweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/291d91378a96d1e8,http://ufcstats.com/event-details/73e09f837f3b5ecc,Ben Nguyen,Geane Herrera
1445,Featherweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/4f60a7e7b848bc6d,http://ufcstats.com/event-details/73e09f837f3b5ecc,Jason Knight,Dan Hooker
1446,Featherweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/2e209dc450b7ebe3,http://ufcstats.com/event-details/73e09f837f3b5ecc,Marlon Vera,Ning Guangyou
1447,Flyweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia",2016-11-26,http://ufcstats.com/fight-details/0da0dc2c7eb29f58,http://ufcstats.com/event-details/73e09f837f3b5ecc,Jenel Lausa,Yao Zhikui
1448,Light Heavyweight,KO/TKO  Punches,3,3:51,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/106088694fa0c682,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Ryan Bader,Rogerio Nogueira
1449,Bantamweight,KO/TKO  Punches,2,1:37,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/ac656cebef8cf0a4,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Thomas Almeida,Albert Morales
1450,Women's Strawweight,U-DEC,3,5:00,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/4c05732d411d6412,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Claudia Gadelha,Cortney Casey
1451,Middleweight,U-DEC,3,5:00,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/3e1bd51261cb61df,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Krzysztof Jotko,Thales Leites
1452,Welterweight,U-DEC,3,5:00,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/939cc30f07131724,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Kamaru Usman,Warlley Alves
1453,Welterweight,S-DEC,3,5:00,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/edcf1d6a1bd8acc7,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Sergio Moraes,Zak Ottow
1454,Middleweight,SUB  Arm Triangle,2,2:11,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/13d2b7aef67cb6ea,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Cezar Ferreira,Jack Hermansson
1455,Light Heavyweight,SUB  Guillotine Choke,1,1:07,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/a5e240bcd7731725,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Gadzhimurad Antigulov,Marcos Rogerio de Lima
1456,Bantamweight,KO/TKO  Punch,2,0:46,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/02b39d683f027517,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Johnny Eduardo,Manvel Gamburyan
1457,Heavyweight,SUB  Guillotine Choke,3,2:12,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/9e75fbe17a35f272,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Luis Henrique,Christian Colombo
1458,Bantamweight,SUB  Guillotine Choke,2,1:55,"Sao Paulo, Sao Paulo, Brazil",2016-11-19,http://ufcstats.com/fight-details/30a2c7e5b90e6d74,http://ufcstats.com/event-details/5cde96e0a1a1fffe,Pedro Munhoz,Justin Scoggins
1459,Middleweight,KO/TKO  Punches,1,4:37,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/b5268a0c2df32a24,http://ufcstats.com/event-details/6810d8d2dd557cf9,Gegard Mousasi,Uriah Hall
1460,Lightweight,S-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/6b5fe10e6e7d160a,http://ufcstats.com/event-details/6810d8d2dd557cf9,Stevie Ray,Ross Pearson
1461,Heavyweight,S-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/689116759885e4a5,http://ufcstats.com/event-details/6810d8d2dd557cf9,Alexander Volkov,Tim Johnson
1462,Featherweight,U-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/e4795ab9bdd6fb38,http://ufcstats.com/event-details/6810d8d2dd557cf9,Artem Lobov,Teruto Ishihara
1463,Middleweight,KO/TKO  Punch,2,3:40,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/f1afa75c8d492550,http://ufcstats.com/event-details/6810d8d2dd557cf9,Jack Marshman,Magnus Cedenblad
1464,Flyweight,U-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/ad0bac98558900af,http://ufcstats.com/event-details/6810d8d2dd557cf9,Kyoji Horiguchi,Ali Bagautinov
1465,Lightweight,SUB  Rear Naked Choke,2,4:31,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/dad034faf3d62cb9,http://ufcstats.com/event-details/6810d8d2dd557cf9,Kevin Lee,Magomed Mustafaev
1466,Women's Strawweight,U-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/24411c5356903d11,http://ufcstats.com/event-details/6810d8d2dd557cf9,Amanda Cooper,Anna Elmose
1467,Heavyweight,SUB  Rear Naked Choke,1,2:16,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/8eaa23d64c20b0f1,http://ufcstats.com/event-details/6810d8d2dd557cf9,Justin Ledet,Mark Godbeer
1468,Welterweight,SUB  Armbar,2,4:02,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/1b52e24d09700dd9,http://ufcstats.com/event-details/6810d8d2dd557cf9,Zak Cummings,Alexander Yakovlev
1469,Women's Bantamweight,KO/TKO  Elbows,3,3:03,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/7fce3efc5d2add6e,http://ufcstats.com/event-details/6810d8d2dd557cf9,Marion Reneau,Milana Dudieva
1470,Bantamweight,U-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/a337e11f80a75b7d,http://ufcstats.com/event-details/6810d8d2dd557cf9,Brett Johns,Kwan Ho Kwak
1471,Welterweight,KO/TKO  Punch,1,0:53,"Belfast, Northern Ireland, United Kingdom",2016-11-19,http://ufcstats.com/fight-details/bd6909a463a1de2b,http://ufcstats.com/event-details/6810d8d2dd557cf9,Abdul Razak Alhassan,Charlie Ward
1472,Lightweight,KO/TKO  Punches,2,3:04,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/1d7015553debd1c8,http://ufcstats.com/event-details/4956f60b7fa57c1a,Conor McGregor,Eddie Alvarez
1473,Women's Strawweight,U-DEC,5,5:00,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/4403857f545ede75,http://ufcstats.com/event-details/4956f60b7fa57c1a,Joanna Jedrzejczyk,Karolina Kowalkiewicz
1474,Middleweight,KO/TKO  Flying Knee,3,0:24,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/f37d18b5c35145bf,http://ufcstats.com/event-details/4956f60b7fa57c1a,Yoel Romero,Chris Weidman
1475,Women's Bantamweight,U-DEC,3,5:00,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/9ebfd601c43b89b3,http://ufcstats.com/event-details/4956f60b7fa57c1a,Raquel Pennington,Miesha Tate
1476,Featherweight,U-DEC,3,5:00,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/9c4cbd0546d03f6b,http://ufcstats.com/event-details/4956f60b7fa57c1a,Frankie Edgar,Jeremy Stephens
1477,Lightweight,SUB  Kimura,3,2:31,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/c26806c2d554e50c,http://ufcstats.com/event-details/4956f60b7fa57c1a,Khabib Nurmagomedov,Michael Johnson
1478,Middleweight,KO/TKO  Punches,1,3:22,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/8172d8d996335d0a,http://ufcstats.com/event-details/4956f60b7fa57c1a,Tim Boetsch,Rafael Natal
1479,Welterweight,KO/TKO  Punches,1,1:19,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/14477908199435e1,http://ufcstats.com/event-details/4956f60b7fa57c1a,Vicente Luque,Belal Muhammad
1480,Catch Weight,U-DEC,3,5:00,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/ef80a6eea892c296,http://ufcstats.com/event-details/4956f60b7fa57c1a,Jim Miller,Thiago Alves
1481,Women's Bantamweight,S-DEC,3,5:00,"New York City, New York, USA",2016-11-12,http://ufcstats.com/fight-details/706228ddb6076b3f,http://ufcstats.com/event-details/4956f60b7fa57c1a,Liz Carmouche,Katlyn Chookagian
1482,Lightweight,U-DEC,5,5:00,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/9220acccebf14a46,http://ufcstats.com/event-details/6083f497c22cc075,Tony Ferguson,Rafael Dos Anjos
1483,Lightweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/c5a8e0098d1024ce,http://ufcstats.com/event-details/6083f497c22cc075,Diego Sanchez,Marcin Held
1484,Featherweight,SUB  Guillotine Choke,2,2:13,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/e322eae035f7c00f,http://ufcstats.com/event-details/6083f497c22cc075,Ricardo Lamas,Charles Oliveira
1485,Lightweight,KO/TKO  Punch,2,1:55,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/43a941e005a2d463,http://ufcstats.com/event-details/6083f497c22cc075,Martin Bravo,Claudio Puelles
1486,Lightweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/00494c77d2a88f8c,http://ufcstats.com/event-details/6083f497c22cc075,Beneil Dariush,Rashid Magomedov
1487,Women's Strawweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/52943c821416dc38,http://ufcstats.com/event-details/6083f497c22cc075,Alexa Grasso,Heather Jo Clark
1488,Bantamweight,S-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/51010081d59b4687,http://ufcstats.com/event-details/6083f497c22cc075,Erik Perez,Felipe Arantes
1489,Catch Weight,SUB  Heel Hook,1,1:37,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/588a39cab19065bc,http://ufcstats.com/event-details/6083f497c22cc075,Joe Soto,Marco Beltran
1490,Welterweight,KO/TKO  Punch,1,0:54,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/23c6a428df1569bc,http://ufcstats.com/event-details/6083f497c22cc075,Max Griffin,Erick Montano
1491,Bantamweight,KO/TKO  Spinning Back Fist,3,2:33,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/29df50b2ea446361,http://ufcstats.com/event-details/6083f497c22cc075,Douglas Silva de Andrade,Henry Briones
1492,Middleweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/2c39797c6574ff29,http://ufcstats.com/event-details/6083f497c22cc075,Sam Alvey,Alex Nicholson
1493,Lightweight,S-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/c1e039419a671b9e,http://ufcstats.com/event-details/6083f497c22cc075,Polo Reyes,Jason Novelli
1494,Featherweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2016-11-05,http://ufcstats.com/fight-details/4fa26e1e88583ab5,http://ufcstats.com/event-details/6083f497c22cc075,Enrique Barzola,Chris Avila
1495,Middleweight,U-DEC,5,5:00,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/eaa63c8fb9379426,http://ufcstats.com/event-details/154a6b3ffae264cd,Michael Bisping,Dan Henderson
1496,Middleweight,KO/TKO  Punches,2,2:43,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/ebc7ec239faf7b0b,http://ufcstats.com/event-details/154a6b3ffae264cd,Gegard Mousasi,Vitor Belfort
1497,Light Heavyweight,KO/TKO  Punch,2,2:38,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/451d7d8c2a6bacb3,http://ufcstats.com/event-details/154a6b3ffae264cd,Jimi Manuwa,Ovince Saint Preux
1498,Heavyweight,SUB  D'Arce Choke,2,1:41,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/17067cf55726c673,http://ufcstats.com/event-details/154a6b3ffae264cd,Stefan Struve,Daniel Omielanczuk
1499,Featherweight,SUB  Rear Naked Choke,1,4:22,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/23253ebb1d86d8b4,http://ufcstats.com/event-details/154a6b3ffae264cd,Mirsad Bektic,Russell Doane
1500,Bantamweight,SUB  Triangle Choke,1,1:59,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/2f9a8807807b80d6,http://ufcstats.com/event-details/154a6b3ffae264cd,Iuri Alcantara,Brad Pickett
1501,Bantamweight,SUB  Armbar,3,2:56,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/3be121d4f5460893,http://ufcstats.com/event-details/154a6b3ffae264cd,Damian Stasiak,Davey Grant
1502,Welterweight,SUB  Rear Naked Choke,3,3:01,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/47dfd70b5780d68a,http://ufcstats.com/event-details/154a6b3ffae264cd,Leon Edwards,Albert Tumenov
1503,Lightweight,KO/TKO  Punches,2,4:40,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/8794b5f9a591daf6,http://ufcstats.com/event-details/154a6b3ffae264cd,Marc Diakiese,Lukasz Sajewski
1504,Welterweight,KO/TKO  Knee,3,4:40,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/85bec51d0bdf511f,http://ufcstats.com/event-details/154a6b3ffae264cd,Mike Perry,Danny Roberts
1505,Lightweight,S-DEC,3,5:00,"Manchester, England, United Kingdom",2016-10-08,http://ufcstats.com/fight-details/87b61c1d72232a84,http://ufcstats.com/event-details/154a6b3ffae264cd,Leonardo Santos,Adriano Martins
1506,Bantamweight,S-DEC,5,5:00,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/8793208907eca67f,http://ufcstats.com/event-details/a196332ee4aa8a82,John Lineker,John Dodson
