,fight,winner,loser,date,cumultime_w,cumulStr_Att_fighter_w,cumulStr_Att_oponent_w,cumulTD_Att_fighter_w,cumulTD_Att_oponent_w,KDPM_w,KDPM_ratio_w,SLPM_w,SLPM_ratio_w,SAPM_w,SAPM_ratio_w,Str_Acc_w,Str_Def_w,TD_Acc_w,TD_Def_w,SubPM_w,PassPM_w,RevPM_w,Head_SLPM_w,Body_SLPM_w,Leg_SLPM_w,Dist_SLPM_w,Clinch_SLPM_w,Ground_SLPM_w,wins_w,losses_w,cumultime_l,cumulStr_Att_fighter_l,cumulStr_Att_oponent_l,cumulTD_Att_fighter_l,cumulTD_Att_oponent_l,KDPM_l,KDPM_ratio_l,SLPM_l,SLPM_ratio_l,SAPM_l,SAPM_ratio_l,Str_Acc_l,Str_Def_l,TD_Acc_l,TD_Def_l,SubPM_l,PassPM_l,RevPM_l,Head_SLPM_l,Body_SLPM_l,Leg_SLPM_l,Dist_SLPM_l,Clinch_SLPM_l,Ground_SLPM_l,wins_l,losses_l,implied_prob_w,implied_prob_l,prev_w,prev_l,bday_w,height_w,weight_w,reach_w,stance_w,bday_l,height_l,weight_l,reach_l,stance_l,age_w,age_l
993,Michael Chiesa vs Kevin Lee,Kevin-Lee,Michael-Chiesa,2017-06-25,55.18333333333334,699.0,883.0,38.0,44.0,0.0,0.0,0.8735725532525033,0.15393096358809724,1.2139124654409448,0.32262731228300545,0.005974133447974239,0.006010972051763304,0.06260442773600668,0.12607323232323234,0.030005940337792136,0.047488633292978595,0.0,0.5351797882556792,0.21930919076374827,0.11908357423307588,0.6460993460932347,0.13023908858641017,0.09723411857285852,8,2,38.45000000000001,444.0,420.0,33.0,22.0,0.0,0.0,1.1426671795130072,0.25396659401860955,1.0482361712293287,0.31181650442156505,0.008532846079783146,0.012548546444643566,0.07748917748917748,0.15064935064935067,0.04924684835909333,0.08017865408139761,0.006584253757139798,0.6328156893764244,0.27896426534199203,0.23088722479459076,0.8363035555258256,0.20534406224918156,0.10101956173800009,7,2,0.5555555555555556,0.45454545454545453,10,9,1992-09-04,69.0,170.0,77.0,Orthodox,1987-12-07,73.0,170.0,75.0,Southpaw,24.0,29.0
994,Anthony Pettis vs Charles Oliveira,Anthony-Pettis,Charles-Oliveira,2016-08-27,48.5,645.0,628.0,37.0,28.0,0.023254381751222453,0.0,1.1920898712696328,0.2627416403349186,0.8007063326090424,0.13810182035009036,0.006910110455949174,0.009379770677678112,0.05315315315315316,0.13839285714285715,0.010096452620736036,0.03627874684426737,0.007150944520588761,0.7261704954452964,0.21091585401108556,0.2550035218132507,0.9634899604321333,0.09957809743747958,0.12902181340001986,5,4,50.28333333333333,591.0,691.0,36.0,33.0,0.0,0.0,1.140738562511805,0.3000703985197861,1.8997101099514067,0.41630494368658505,0.009345708988404968,0.009990760661853575,0.14791666666666667,0.12097162097162097,0.052638936361883264,0.08765569833616864,0.0,0.7004518514087335,0.267194410257663,0.17309230084540855,0.7206393368155296,0.2090949645763375,0.21100426111993775,9,5,0.6535947712418301,0.3508771929824561,9,14,1987-01-27,70.0,170.0,72.0,Orthodox,1989-10-17,70.0,155.0,74.0,Orthodox,29.0,26.0
995,Max Holloway vs Charles Oliveira,Max-Holloway,Charles-Oliveira,2015-08-23,68.23333333333333,1867.0,1754.0,13.0,63.0,0.010589652483410051,0.0,1.8248662008596035,0.24380099685965392,1.5330232638734678,0.19834907857574594,0.0024615259858025906,0.004434519614340527,0.1346153846153846,0.09638447971781307,0.005187820726208438,0.014323746023611857,0.0,1.328485424667115,0.3415562520922141,0.15482452410027395,1.370034332556768,0.3218806321122066,0.13295123619062857,9,3,45.55,564.0,646.0,34.0,33.0,0.0,0.0,1.157150663733127,0.30145767321830347,1.8752422961343531,0.37614051046557884,0.0083850999381002,0.008821786746177207,0.12720588235294117,0.12097162097162097,0.05098873455702246,0.08252408450834317,0.0,0.7333232076872447,0.26029400695402655,0.16353344909185596,0.7067021721260923,0.21751769914495936,0.23293079246207546,8,4,0.684931506849315,0.3225806451612903,12,12,1991-12-04,71.0,145.0,69.0,Orthodox,1989-10-17,70.0,155.0,74.0,Orthodox,23.0,25.0
996,Ricardo Lamas vs Charles Oliveira,Ricardo-Lamas,Charles-Oliveira,2016-11-05,54.53333333333333,695.0,735.0,38.0,24.0,0.009472251247608206,0.0,0.8933684234596607,0.21562481202300637,1.1148334897404375,0.25381689849922584,0.005962360285311228,0.007528980300680847,0.07846889952153109,0.22291666666666665,0.013789912497561818,0.02818389238328008,0.008176420156860254,0.39626163017484967,0.1625631461879947,0.3345436470968163,0.6704766701010956,0.16430049909743774,0.05859125426112746,7,3,54.099999999999994,677.0,778.0,47.0,33.0,0.0,0.0,1.2588261638368063,0.29320008831602506,2.022370047642994,0.410829633614351,0.00886271521151233,0.00937586145892284,0.12103481624758221,0.12097162097162097,0.048925345349292,0.11053000184381526,0.0,0.7624261516025558,0.3306760456082294,0.1657239666260212,0.8005616228108653,0.2330880161018325,0.2251765249241084,9,6,0.49751243781094534,0.5291005291005292,10,15,1982-05-21,68.0,145.0,71.0,Orthodox,1989-10-17,70.0,155.0,74.0,Orthodox,34.0,27.0
997,Jussier Formiga vs Deiveson Figueiredo,Jussier-Formiga,Deiveson-Figueiredo,2019-03-23,69.03333333333333,586.0,761.0,43.0,29.0,0.005966906404943531,0.0,0.5563056624107701,0.15496293904067926,0.6812636710680292,0.290700311595172,0.0075749592596941594,0.010137320506420905,0.1058139534883721,0.2189655172413793,0.019122249750305905,0.07864077494798351,0.002069393667655377,0.3797686061792007,0.1310217375114342,0.04551531872013517,0.32197770842963364,0.11510252325209502,0.11922543072904146,8,4,22.7,176.0,149.0,8.0,19.0,0.007913688042417369,0.0,0.6315820013477987,0.24236620568527173,0.693918199047205,0.22040522116717118,0.010422129953379954,0.011707322319738426,0.15625,0.1156299840510367,0.05003796989953992,0.023741064127252107,0.0,0.3991928848610256,0.17436249529403003,0.05802662119274313,0.3139126647332632,0.08668466676140402,0.23098466985313162,4,0,0.425531914893617,0.591715976331361,12,4,1985-04-14,65.0,125.0,67.0,Orthodox,1987-12-18,65.0,125.0,68.0,Orthodox,33.0,31.0
998,Sergio Pettis vs Jussier Formiga,Jussier-Formiga,Sergio-Pettis,2018-10-06,62.03333333333333,489.0,724.0,43.0,24.0,0.006640227385619588,0.0,0.5499933359920882,0.14558207778250765,0.7166868380650356,0.31383145906158044,0.008445087475798188,0.009946115182144746,0.1058139534883721,0.23958333333333334,0.021280053322344724,0.08751480113770761,0.0023029093421355644,0.3696557521900571,0.13889783746858536,0.041439746333445895,0.2892232163279649,0.12809098638102567,0.13267913328309772,7,4,74.21666666666667,1503.0,1475.0,50.0,43.0,0.005249634712917893,0.0,1.0857278140127078,0.15795105226758255,1.1513646210538901,0.16818473565710731,0.0026510314773158577,0.004691730004429445,0.054190476190476206,0.09189737910668143,0.005774598184209682,0.01347406242982259,0.005774598184209682,0.779290365022042,0.16969316294431236,0.13674428604635325,0.9192478777737679,0.06619247013067855,0.10028746610826109,8,3,0.37037037037037035,0.6493506493506493,11,11,1985-04-14,65.0,125.0,67.0,Orthodox,1993-08-18,66.0,125.0,69.0,Orthodox,33.0,25.0
999,Sergio Pettis vs Rob Font,Rob-Font,Sergio-Pettis,2018-12-15,38.36666666666666,718.0,703.0,14.0,11.0,0.011885590043915668,0.0,1.4777021047371968,0.30268147040412946,1.3786876181226368,0.24766089687896817,0.004512036488097923,0.007008882466079238,0.12142857142857143,0.19696969696969696,0.020852253683693117,0.016197915840823564,0.0,0.9492101360972829,0.3019503009154144,0.22654166772449968,1.2268565447603226,0.14266808658929805,0.10817747338757609,5,3,81.21666666666667,1540.0,1572.0,55.0,43.0,0.004797172866124231,0.0,1.023811136893967,0.15172502272676894,1.104898320274129,0.1742102663412885,0.0029032381798001433,0.004841617942759522,0.056536796536796545,0.09189737910668143,0.005276890152736653,0.01583067045820996,0.005276890152736653,0.7420263248835294,0.15506744399569525,0.12671736801474237,0.8681620473772719,0.060487393698319646,0.0951616958183755,8,4,0.6060606060606061,0.40322580645161293,8,12,1987-06-25,68.0,135.0,71.0,Orthodox,1993-08-18,66.0,125.0,69.0,Orthodox,31.0,25.0
1000,Ben Nguyen vs Jussier Formiga,Jussier-Formiga,Ben-Nguyen,2018-02-10,58.31666666666666,440.0,659.0,39.0,24.0,0.002449679500265382,0.0,0.4604746376395168,0.13281327132427448,0.665474409363608,0.32049557701072756,0.008133244017050109,0.009899945849696083,0.10384615384615384,0.23958333333333334,0.018022538070282805,0.07463735318752718,0.002449679500265382,0.28248492811176096,0.13852265091236918,0.039467058615386706,0.25229117978808663,0.13164079838591886,0.07654265946551138,6,4,21.066666666666666,334.0,293.0,6.0,14.0,0.006781193490054249,0.0,1.1485632946319142,0.7932150308269481,1.2840017087726254,1.2152104224889035,0.006224545706506155,0.010319080925980311,0.05555555555555555,0.2357142857142857,0.045101896878132076,0.045101896878132076,0.01670440625116003,0.7961231828338189,0.18621422428655196,0.16622588751154346,0.8640321068926736,0.13667763876367212,0.1478535489755686,4,1,0.5050505050505051,0.5,10,5,1985-04-14,65.0,125.0,67.0,Orthodox,1988-08-03,65.0,125.0,65.0,Switch,32.0,29.0
1001,Wilson Reis vs Ben Nguyen,Wilson-Reis,Ben-Nguyen,2018-12-01,62.51666666666667,781.0,895.0,57.0,60.0,0.004614154174271475,0.0,0.6756242423432238,0.17894938458474455,1.221207374466186,0.38257496878666164,0.005076606369195839,0.007435468763640136,0.04394319131161237,0.06625603864734299,0.017945411149425244,0.06754686299468242,0.009140419697604447,0.38027936972096293,0.12813273527123914,0.16721213735102164,0.4927279597401963,0.0959744068248467,0.08692187577818074,6,5,24.78333333333333,399.0,342.0,6.0,18.0,0.005764242482467096,0.0,1.204302257787181,0.7056425458183787,1.3845679888032831,1.0848479026017694,0.006020238569047567,0.010153421939032063,0.05555555555555555,0.2111111111111111,0.038338128886320745,0.038338128886320745,0.014199306994933608,0.7635828414019686,0.26685256023986353,0.17386685614534872,0.8104512894534447,0.2573140593472088,0.1365369089865274,4,2,0.4347826086956522,0.5649717514124294,11,6,1985-01-06,64.0,125.0,65.0,Southpaw,1988-08-03,65.0,125.0,65.0,Switch,33.0,30.0
1002,Louis Smolka vs Ben Nguyen,Louis-Smolka,Ben-Nguyen,2016-07-13,28.450000000000003,515.0,646.0,35.0,17.0,0.005021340697966357,0.0,1.8577201311568254,0.1264369576071217,2.325419122448116,0.30739143612605824,0.004181299754026853,0.0038170229654846998,0.06249433106575964,0.17058823529411765,0.030346363348579285,0.09803590120824816,0.0271288052314358,1.2524037628473141,0.44473732654622156,0.1605790417632897,1.2943210417172946,0.3605021637442457,0.20289692569528556,4,1,7.566666666666666,67.0,66.0,3.0,2.0,0.0,0.0,0.9605415807416413,1.5271659324522762,0.7672013623166226,0.24989987985582698,0.013690053135682135,0.02095959595959596,0.1111111111111111,1.0,0.10231632798067358,0.10231632798067358,0.0,0.7540268518575727,0.15535656489373179,0.05115816399033679,0.4414316491473877,0.13071851935992412,0.3883914122343295,2,0,0.46511627906976744,0.5555555555555556,5,2,1991-07-16,69.0,135.0,68.0,Orthodox,1988-08-03,65.0,125.0,65.0,Switch,24.0,27.0
1003,Jussier Formiga vs Scott Jorgensen,Jussier-Formiga,Scott-Jorgensen,2014-03-23,15.7,81.0,254.0,13.0,3.0,0.0,0.0,0.31628314757442444,0.06097723932118837,1.021773616238534,0.6114649681528663,0.011866567422122979,0.007999420745483737,0.038461538461538464,0.3333333333333333,0.0,0.0545950864422202,0.0,0.2389426503214998,0.040943772958111156,0.036396724294813464,0.25035057883181444,0.020436663374093125,0.04549590536851684,1,2,41.43333333333334,748.0,909.0,41.0,15.0,0.0,0.0,1.1397727067641064,0.17788063911598512,1.3823267876937366,0.18715917068747714,0.00408203432070746,0.004532969612042752,0.061453849832615974,0.14222222222222222,0.008291054847422681,0.026925748357068097,0.003447879554074244,0.7646401014400824,0.16935834449490955,0.20577426082911426,0.9306541175800978,0.09821686077538715,0.11090172840862143,3,4,0.36363636363636365,0.6493506493506493,3,7,1985-04-14,65.0,125.0,67.0,Orthodox,1982-09-17,65.0,135.0,66.0,Orthodox,28.0,31.0
1004,Scott Jorgensen vs Alejandro Perez,Alejandro-Perez,Scott-Jorgensen,2015-11-21,7.383333333333334,134.0,112.0,2.0,5.0,0.35332221022671506,0.0,1.4418911150680707,0.13544018058690743,0.7352466946146404,0.13544018058690743,0.005912743972445465,0.0148005148005148,0.25,0.25,0.37267080745341613,0.019348597226701063,0.0,1.0742677677607504,0.05804579168010319,0.309577555627217,1.4418911150680707,0.0,0.0,1,1,62.01666666666667,999.0,1168.0,71.0,23.0,0.0023035282374169767,0.0,1.0418812451661075,0.19706398780692638,1.1891967620443202,0.18943794072828468,0.004533800440937202,0.005649159024553723,0.057336477386187405,0.19057971014492753,0.014797665090363404,0.04341649960522866,0.0023035282374169767,0.7145834892462269,0.15926316877391875,0.16803458714596162,0.7843347922843595,0.12090335974251494,0.1366430931392329,4,7,0.4608294930875576,0.5555555555555556,2,11,1989-09-02,66.0,135.0,67.0,Orthodox,1982-09-17,65.0,135.0,66.0,Orthodox,26.0,33.0
1005,Darren Till vs Jorge Masvidal,Jorge-Masvidal,Darren-Till,2019-03-16,95.43333333333332,1514.0,1670.0,46.0,63.0,0.008641739239042306,0.0,1.0404580620673247,0.1480885276296684,1.423008076631253,0.23054718141579603,0.004183839580981684,0.00459963844158105,0.09710144927536232,0.09032501889644746,0.00415814247459375,0.0089815877451225,0.0029938625817075,0.5365577748488578,0.25162704018944176,0.25227324702902526,0.8472909284944458,0.11986574747036875,0.07330138610251022,9,6,35.266666666666666,351.0,557.0,10.0,14.0,0.004050769646232784,0.0,0.7485912279237024,0.13613779807017826,1.1028252328925725,0.16203457584465136,0.006831979739756621,0.006184313942612573,0.21666666666666665,0.2857142857142857,0.0,0.0,0.0,0.3503043579259972,0.0966642995829178,0.3016225704147874,0.42636858964986785,0.21285185782554936,0.10937078044828516,5,1,0.3333333333333333,0.6802721088435374,15,6,1984-11-12,71.0,170.0,74.0,Orthodox,1992-12-24,72.0,170.0,74.0,Southpaw,34.0,26.0
1006,Tyron Woodley vs Darren Till,Tyron-Woodley,Darren-Till,2018-09-08,50.45,658.0,819.0,4.0,44.0,0.056937471680196985,0.0,1.4477538574768936,0.261476628901048,0.9376443833963848,0.28159787285550153,0.007154397711395398,0.00735802308357153,0.125,0.056818181818181816,0.006607201850016517,0.0022024006166721723,0.0,0.8782339349726088,0.3835545325807924,0.18596538992349265,0.5460173313171293,0.3134428270112993,0.5882936991484653,8,2,29.95,345.0,478.0,10.0,10.0,0.004769854519437157,0.0,0.8814797096753223,0.16030471937478974,0.9406332803076847,0.19079864356554385,0.006950796778708909,0.006623811408738442,0.21666666666666665,0.3,0.0,0.0,0.0,0.4124897169568225,0.11382396100025269,0.3551660317182472,0.5020567254864331,0.25063691216408596,0.12878607202480324,5,0,0.47619047619047616,0.5128205128205129,10,5,1982-04-07,69.0,170.0,74.0,Orthodox,1992-12-24,72.0,170.0,74.0,Southpaw,36.0,25.0
1007,Jorge Masvidal vs James Krause,Jorge-Masvidal,James-Krause,2014-09-27,33.983333333333334,464.0,455.0,20.0,28.0,0.013325508727837412,0.0,0.8032424623932013,0.1539255796792272,0.8368723930314692,0.19121930377436697,0.004421055843707379,0.005948754279602438,0.11333333333333333,0.07525510204081633,0.008407482659567015,0.01681496531913403,0.004203741329783507,0.5551397568348365,0.1591098528944242,0.08899285266394055,0.609156076484673,0.10580781798307458,0.08827856792545363,4,1,15.616666666666667,320.0,293.0,3.0,2.0,0.0,0.0,1.146262616635221,0.13950470553992433,1.5220742021354519,0.34367235080674946,0.0028127880715339234,0.005759791067364101,0.6666666666666666,0.25,0.0,0.012806830309498399,0.0,0.5372630171479412,0.21613458595501195,0.39286501353226794,1.0122512656965814,0.061198070014366245,0.07281328092427346,2,1,0.7518796992481203,0.2531645569620253,5,3,1984-11-12,71.0,170.0,74.0,Orthodox,1986-06-04,74.0,170.0,73.0,Orthodox,29.0,28.0
1008,Jorge Masvidal vs Pat Healy,Jorge-Masvidal,Pat-Healy,2014-04-19,19.983333333333334,286.0,263.0,16.0,10.0,0.015512330045564564,0.0,0.736885459995015,0.13521794477854351,0.8298200483424475,0.16765424675601762,0.00383265195578999,0.006011524803445118,0.037500000000000006,0.075,0.007148814488264029,0.007148814488264029,0.007148814488264029,0.5794721493272514,0.12760335164567102,0.02980995902209262,0.5569503967193777,0.05125640248688471,0.1286786607887525,2,1,16.616666666666667,383.0,318.0,21.0,8.0,0.0,0.0,1.2704720165957382,0.18936354518099752,1.3190435729390173,0.1815587280456464,0.003068659294145544,0.005225705057978561,0.03222703222703222,0.1875,0.0,0.03438888092849978,0.0,0.9147551845710015,0.2581356444218917,0.09758118760284493,0.954948558140299,0.169370714509315,0.1461527439461241,0,3,0.7246376811594204,0.28735632183908044,3,3,1984-11-12,71.0,170.0,74.0,Orthodox,1983-07-20,72.0,155.0,74.0,Orthodox,29.0,30.0
1009,Leon Edwards vs Peter Sobotta,Leon-Edwards,Peter-Sobotta,2018-03-17,47.15,453.0,472.0,35.0,45.0,0.0030298439630359036,0.0,0.6584626008039656,0.30208516453915996,1.1487688616594385,0.17039230562171068,0.0074673089496386826,0.008576929587546427,0.04904761904761904,0.07969067969067968,0.016347065102891387,0.0738436389130611,0.006059687926071807,0.44771229165418913,0.1568472712027424,0.0539030379470341,0.46821658452031584,0.09026116550346494,0.09998485078018482,6,2,43.45,515.0,650.0,30.0,7.0,0.023109347801976956,0.0,0.873317863828649,0.24451574392193692,1.098586792679324,0.48249069629341884,0.006269869436437953,0.007784417451395193,0.08841269841269842,0.39999999999999997,0.017665235429663664,0.05834543058314781,0.0032878513891172116,0.578894251493711,0.12742177244732808,0.16700183988760992,0.6823078563326624,0.046061382140359784,0.14494862535562675,4,4,0.6535947712418301,0.3508771929824561,8,8,1991-08-25,74.0,170.0,74.0,Southpaw,1987-01-11,72.0,170.0,75.0,Southpaw,26.0,31.0
1010,Kyle Noke vs Peter Sobotta,Kyle-Noke,Peter-Sobotta,2015-11-14,34.333333333333336,364.0,327.0,12.0,27.0,0.038834951456310676,0.0,1.262453678456564,0.3671498330711078,0.9995834818342257,0.28439294289591815,0.011651228503163089,0.014402005367204937,0.13194444444444445,0.11067019400352734,0.02284408909194746,0.08370726931549319,0.004160887656033287,0.7835522558537978,0.2328422426712126,0.2460591799315536,0.6246140765964024,0.09145794240026107,0.5463816594599004,5,3,30.95,336.0,487.0,25.0,6.0,0.0,0.0,0.5919099383133775,0.17453680794198276,0.9329270439316715,0.2805413965446397,0.005718519709251489,0.006454615191527228,0.08209523809523808,0.3,0.020184081956760688,0.04959964325808635,0.004615739672282483,0.2803866268722105,0.14653017637601848,0.16499313506514843,0.4949794051954453,0.0553888760673898,0.041541657050542344,2,3,0.3846153846153846,0.6134969325153374,8,5,1980-03-18,73.0,170.0,76.0,Southpaw,1987-01-11,72.0,170.0,75.0,Southpaw,35.0,28.0
1011,Leon Edwards vs Vicente Luque,Leon-Edwards,Vicente-Luque,2017-03-18,33.15,300.0,341.0,17.0,38.0,0.004309416074121957,0.0,0.6090307321497472,0.34727767426729367,1.3408798224119702,0.17098411894791984,0.00804034239630735,0.009089479288015368,0.05686274509803921,0.07557354925775978,0.010322554782199107,0.07917299298968246,0.008618832148243914,0.4170111694051503,0.15844620495783288,0.033573357786764076,0.38584306710161703,0.08528635067622756,0.13790131437190262,4,2,16.400000000000002,182.0,124.0,6.0,11.0,0.10728619944427291,0.0,2.0572772336937577,0.5835591689250225,1.1594458005515293,0.18488807940027452,0.013288333777055582,0.023248430886002047,0.13333333333333333,0.11818181818181818,0.02124003627511813,0.05011693952555963,0.0,1.4385045070902565,0.34476967624498406,0.27400305035851713,1.4342276103713458,0.23411770321225714,0.38893192011015454,4,1,0.4587155963302752,0.5586592178770949,6,5,1991-08-25,74.0,170.0,74.0,Southpaw,1991-11-27,71.0,170.0,75.0,Orthodox,25.0,25.0
1012,Albert Tumenov vs Leon Edwards,Leon-Edwards,Albert-Tumenov,2016-10-08,28.133333333333333,228.0,258.0,7.0,38.0,0.0050778605280974946,0.0,0.6042654028436019,0.3914308614441037,1.3532498307379823,0.13038353826268517,0.00960473902048238,0.00963199459646488,0.09523809523809523,0.07557354925775978,0.0050778605280974946,0.05077860528097495,0.010155721056194989,0.4417738659444821,0.13710223425863236,0.02538930264048747,0.35545023696682465,0.08632362897765741,0.16249153689911983,3,2,33.150000000000006,516.0,591.0,20.0,11.0,0.05745888098829274,0.0,1.227281596995983,0.1443125464337768,1.3236816162157783,0.2688736446734011,0.005679060118714788,0.007259889049898484,0.1,0.31168831168831174,0.007097861769142045,0.02839144707656818,0.004309416074121956,0.7430415784178026,0.24549836807182415,0.23874165050635635,0.9653028990311259,0.04481792717086834,0.21716077079398874,5,2,0.3278688524590164,0.684931506849315,5,7,1991-08-25,74.0,170.0,74.0,Southpaw,1991-12-26,71.0,170.0,73.0,Orthodox,25.0,24.0
1013,Albert Tumenov vs Gunnar Nelson,Gunnar-Nelson,Albert-Tumenov,2016-05-08,39.86666666666667,455.0,403.0,8.0,14.0,0.011436589397608889,0.0,0.8282949953505371,0.21168332855243951,0.7132729019301988,0.9263938402734389,0.008571428571428572,0.008085126556442987,0.5625,0.17857142857142858,0.018427241228883885,0.06454906803645478,0.007166746297181079,0.5202015571287457,0.20031526806176864,0.10777817016002271,0.5450893760000076,0.10407218081418364,0.1791334385363458,5,2,28.900000000000002,472.0,550.0,18.0,11.0,0.06590871642774757,0.0,1.1716559006454026,0.1219062750540592,1.3310823831027923,0.28097086064523824,0.0048120849834023755,0.007002854614992912,0.05555555555555555,0.31168831168831174,0.0,0.0,0.004943153732081067,0.6487707745112002,0.2490344093769113,0.27385071675729117,0.9851342331548769,0.0514087988136431,0.1351128686768825,5,1,0.3921568627450981,0.6211180124223602,7,6,1988-07-28,71.0,170.0,72.0,Switch,1991-12-26,71.0,170.0,73.0,Orthodox,27.0,24.0
1014,Dominic Waters vs Leon Edwards,Leon-Edwards,Dominic-Waters,2016-05-08,21.133333333333333,193.0,242.0,4.0,26.0,0.0067598017124831005,0.0,0.6421811626858946,0.1425357209129709,1.7812077512392968,0.16765568816042004,0.00779360731065128,0.006911382668958427,0.0,0.08481262327416172,0.0,0.020279405137449302,0.013519603424966201,0.47318611987381703,0.135196034249662,0.0337990085624155,0.41910770617395227,0.10815682739972961,0.1149166291122127,2,2,10.183333333333334,53.0,104.0,5.0,4.0,0.0,0.0,0.182370820668693,0.02364066193853428,0.942628720282725,0.40790633261991693,0.004627981488074048,0.006610576923076923,0.2,0.125,0.0,0.056114098667290155,0.0,0.16834229600187045,0.014028524666822539,0.0,0.1402852466682254,0.014028524666822539,0.028057049333645077,0,2,0.7142857142857143,0.3003003003003003,4,2,1991-08-25,74.0,170.0,74.0,Southpaw,1989-04-11,73.0,170.0,79.0,Orthodox,24.0,27.0
1015,Pawel Pawlak vs Leon Edwards,Leon-Edwards,Pawel-Pawlak,2015-07-18,7.133333333333334,65.0,84.0,0.0,9.0,0.0,0.0,0.6608811748998664,0.1360637713029137,3.835113484646195,0.14443500424808836,0.00832282471626734,0.0069077013521457965,,0.07407407407407407,0.0,0.02002670226969292,0.04005340453938584,0.5006675567423231,0.16021361815754337,0.0,0.4405874499332443,0.12016021361815753,0.10013351134846461,1,1,14.0,144.0,146.0,4.0,16.0,0.0,0.0,0.5204081632653061,0.15796531378508852,0.6530612244897959,0.20034013605442175,0.005208333333333333,0.00792380607923806,0.1875,0.07045454545454546,0.0,0.05102040816326531,0.0,0.2653061224489796,0.16326530612244897,0.09183673469387754,0.2959183673469387,0.16326530612244897,0.061224489795918366,1,1,0.7518796992481203,0.2347417840375587,2,2,1991-08-25,74.0,170.0,74.0,Southpaw,1989-02-08,72.0,170.0,73.0,Orthodox,23.0,26.0
1016,Nathaniel Wood vs Jose Quinonez,Nathaniel-Wood,Jose-Quinonez,2019-03-16,9.5,202.0,155.0,4.0,0.0,0.01697792869269949,0.0,2.2158769357411123,0.5460925039872407,1.307300509337861,0.1197677401301215,0.004730407251251441,0.00903982661146979,0.16666666666666666,,0.01697792869269949,0.06791171477079797,0.0,1.4045377373051398,0.3673406389874981,0.44399855944847455,1.5918094356124917,0.13170756804033545,0.49235993208828527,2,0,30.566666666666666,466.0,444.0,21.0,10.0,0.01402087552578283,0.06543075245365322,0.8947867835545045,0.18968533846240654,0.7766715291251823,0.17104219921069264,0.004862720886058453,0.006258783193767714,0.11734693877551021,0.12142857142857144,0.034839751306490675,0.08497500318656262,0.004673625175260944,0.5349176450594116,0.1916186321856987,0.16825050630939398,0.6916965259386197,0.06415612740585477,0.1389341302100299,4,1,0.7518796992481203,0.26666666666666666,2,5,1993-05-08,66.0,135.0,69.0,Orthodox,1990-07-28,68.0,135.0,69.0,,25.0,28.0
1017,Claudio Silva vs Danny Roberts,Claudio-Silva,Danny-Roberts,2019-03-16,18.516666666666666,195.0,146.0,12.0,17.0,0.0,0.0,0.7938537659775465,0.27916428006437005,0.6040804396728551,0.11783818267049088,0.007322862639101955,0.010040176085692576,0.05555555555555555,0.07647058823529412,0.01967197246872816,0.1095481187549435,0.0,0.4709885854162644,0.226042635892477,0.09682254466880531,0.48063952415273153,0.08987614628621533,0.22333809553859973,3,0,31.6,511.0,485.0,3.0,30.0,0.02548146679957357,0.0,1.2126537715577548,0.20621317955644095,1.2335638777988354,0.37420886075949367,0.005496157838753741,0.006813532773627454,0.0,0.12571428571428572,0.015958953354103574,0.04181735985533454,0.0,0.8206127922643959,0.22511172958172843,0.1669292497116306,0.7027530829988451,0.22289119282624398,0.2870094957326657,5,2,0.591715976331361,0.425531914893617,3,7,1982-09-06,71.0,170.0,71.0,Southpaw,1987-07-14,73.0,170.0,74.0,Southpaw,36.0,31.0
1018,Nordine Taleb vs Danny Roberts,Nordine-Taleb,Danny-Roberts,2017-12-16,42.75,592.0,538.0,22.0,15.0,0.003341687552213868,0.0,0.9689497054533439,0.43921089117117024,0.8784203517660956,0.16731784880235917,0.005518138897487219,0.007986058617387071,0.12272727272727274,0.1388888888888889,0.0,0.03341687552213868,0.0,0.5756337643289751,0.2610394250265633,0.13227651609780566,0.6668547037475789,0.12164387388621607,0.18045112781954886,5,2,21.416666666666668,410.0,404.0,1.0,24.0,0.01637364496440795,0.0,1.3567077096620748,0.20457299014405905,1.213996990488441,0.2027237354085603,0.0040031592104702845,0.0059493112092639825,0.0,0.09047619047619047,0.016876845905020862,0.03501945525291829,0.0,0.9549032570444558,0.2709031444246369,0.13090130819298207,0.8323616454436468,0.3222025471028249,0.20214351711560302,3,1,0.5747126436781609,0.4081632653061224,7,4,1981-06-10,73.0,170.0,74.0,Orthodox,1987-07-14,73.0,170.0,74.0,Southpaw,36.0,30.0
