,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,Ashlee Evans-Smith Andrea Lee,0  0,66 of 225  111 of 209,29%  53%,71 of 230  118 of 216,2 of 10  0 of 2,20%  0%,0  0,2  0,0  0,66 of 225  111 of 209,38 of 178  47 of 132,20 of 36  34 of 46,8 of 11  30 of 31,56 of 214  98 of 190,8 of 9  11 of 17,2 of 2  2 of 2
0,Scott Holtzman Nik Lentz,0  0,54 of 122  71 of 122,44%  58%,86 of 157  79 of 130,0 of 0  5 of 19,0%  26%,0  1,0  2,0  0,54 of 122  71 of 122,39 of 99  39 of 88,13 of 21  16 of 18,2 of 2  16 of 16,40 of 107  55 of 105,7 of 8  16 of 17,7 of 7  0 of 0
0,Renan Barao Luke Sanders,0  1,40 of 78  39 of 75,51%  52%,41 of 79  41 of 78,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,40 of 78  39 of 75,10 of 33  26 of 58,27 of 41  6 of 8,3 of 4  7 of 9,34 of 72  34 of 70,6 of 6  2 of 2,0 of 0  3 of 3
0,Alexandra Albu Emily Whitmire,0  0,2 of 5  3 of 5,40%  60%,2 of 6  8 of 11,0 of 0  1 of 1,0%  100%,0  1,0  2,0  0,2 of 5  3 of 5,2 of 5  2 of 4,0 of 0  0 of 0,0 of 0  1 of 1,2 of 5  3 of 5,0 of 0  0 of 0,0 of 0  0 of 0
0,Israel Adesanya Anderson Silva,0  0,65 of 132  31 of 72,49%  43%,65 of 132  34 of 75,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,65 of 132  31 of 72,27 of 79  16 of 49,9 of 22  8 of 12,29 of 31  7 of 11,63 of 129  26 of 67,2 of 3  5 of 5,0 of 0  0 of 0
0,Lando Vannata Marcos Mariano,0  0,20 of 40  3 of 9,50%  33%,39 of 64  4 of 11,1 of 1  0 of 0,100%  0%,1  0,2  0,0  0,20 of 40  3 of 9,18 of 37  2 of 7,0 of 1  0 of 0,2 of 2  1 of 2,2 of 4  1 of 7,0 of 0  0 of 0,18 of 36  2 of 2
0,Rani Yahya Ricky Simon,0  2,47 of 186  54 of 137,25%  39%,52 of 195  66 of 150,0 of 9  4 of 5,0%  80%,0  0,0  2,0  0,47 of 186  54 of 137,29 of 159  40 of 116,10 of 14  9 of 16,8 of 13  5 of 5,47 of 186  38 of 114,0 of 0  0 of 0,0 of 0  16 of 23
0,Montana De La Rosa Nadia Kassem,0  0,21 of 35  5 of 7,60%  71%,79 of 101  15 of 20,2 of 3  0 of 0,66%  0%,3  0,7  0,0  0,21 of 35  5 of 7,20 of 34  1 of 3,1 of 1  1 of 1,0 of 0  3 of 3,7 of 19  3 of 4,0 of 0  1 of 1,14 of 16  1 of 2
0,Jimmy Crute Sam Alvey,1  0,14 of 32  3 of 14,43%  21%,17 of 36  3 of 14,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,14 of 32  3 of 14,7 of 23  3 of 14,2 of 3  0 of 0,5 of 6  0 of 0,9 of 23  3 of 14,0 of 0  0 of 0,5 of 9  0 of 0
0,Devonte Smith Dong Hyun Ma,1  0,19 of 43  1 of 9,44%  11%,19 of 43  1 of 9,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,19 of 43  1 of 9,14 of 34  0 of 4,1 of 4  0 of 1,4 of 5  1 of 4,15 of 38  1 of 9,0 of 0  0 of 0,4 of 5  0 of 0
0,Shane Young Austin Arnett,1  0,120 of 308  77 of 209,38%  36%,121 of 309  78 of 210,0 of 2  0 of 0,0%  0%,0  0,0  0,0  0,120 of 308  77 of 209,69 of 237  72 of 201,32 of 46  3 of 6,19 of 25  2 of 2,119 of 307  76 of 208,1 of 1  1 of 1,0 of 0  0 of 0
0,Kai Kara-France Raulian Paiva,0  0,58 of 168  67 of 184,34%  36%,60 of 170  71 of 188,2 of 7  0 of 4,28%  0%,0  1,0  1,0  0,58 of 168  67 of 184,33 of 134  36 of 140,17 of 24  21 of 33,8 of 10  10 of 11,55 of 164  61 of 170,1 of 2  1 of 4,2 of 2  5 of 10
0,Teruto Ishihara Kyung Ho Kang,1  1,17 of 47  26 of 58,36%  44%,18 of 48  30 of 62,0 of 0  1 of 1,0%  100%,0  1,0  1,0  0,17 of 47  26 of 58,12 of 36  19 of 46,1 of 5  7 of 12,4 of 6  0 of 0,11 of 35  15 of 40,6 of 10  11 of 18,0 of 2  0 of 0
0,Callan Potter Jalin Turner,0  1,3 of 4  9 of 17,75%  52%,3 of 4  9 of 17,0 of 1  0 of 0,0%  0%,0  0,0  1,0  0,3 of 4  9 of 17,1 of 2  6 of 14,0 of 0  3 of 3,2 of 2  0 of 0,3 of 4  5 of 12,0 of 0  1 of 1,0 of 0  3 of 4
0,Wuliji Buren Jonathan Martinez,0  0,17 of 31  47 of 87,54%  54%,24 of 40  63 of 110,3 of 6  1 of 2,50%  50%,1  0,7  4,2  1,17 of 31  47 of 87,8 of 19  27 of 55,5 of 8  5 of 9,4 of 4  15 of 23,12 of 24  18 of 46,0 of 0  4 of 5,5 of 7  25 of 36
0,Raphael Assuncao Marlon Moraes,0  1,2 of 12  10 of 23,16%  43%,3 of 13  12 of 25,0 of 0  0 of 0,0%  0%,0  1,0  2,0  0,2 of 12  10 of 23,1 of 10  8 of 17,0 of 0  0 of 2,1 of 2  2 of 4,2 of 12  7 of 18,0 of 0  0 of 0,0 of 0  3 of 5
0,Jose Aldo Renato Moicano,0  0,26 of 50  24 of 53,52%  45%,26 of 50  24 of 53,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,26 of 50  24 of 53,18 of 36  17 of 40,6 of 9  1 of 4,2 of 5  6 of 9,19 of 43  24 of 53,7 of 7  0 of 0,0 of 0  0 of 0
0,Demian Maia Lyman Good,0  0,0 of 1  0 of 2,0%  0%,8 of 9  0 of 2,2 of 4  0 of 0,50%  0%,2  0,1  0,0  0,0 of 1  0 of 2,0 of 1  0 of 2,0 of 0  0 of 0,0 of 0  0 of 0,0 of 1  0 of 2,0 of 0  0 of 0,0 of 0  0 of 0
0,Charles Oliveira David Teymur,0  1,28 of 58  26 of 53,48%  49%,31 of 61  31 of 59,1 of 1  0 of 0,100%  0%,1  0,1  0,0  0,28 of 58  26 of 53,21 of 42  16 of 40,4 of 12  6 of 8,3 of 4  4 of 5,21 of 45  23 of 47,7 of 13  0 of 0,0 of 0  3 of 6
0,Johnny Walker Justin Ledet,1  0,7 of 8  0 of 4,87%  0%,7 of 8  0 of 4,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,7 of 8  0 of 4,6 of 7  0 of 4,0 of 0  0 of 0,1 of 1  0 of 0,4 of 4  0 of 4,0 of 0  0 of 0,3 of 4  0 of 0
0,Livinha Souza Sarah Frota,0  0,23 of 65  32 of 90,35%  35%,75 of 118  78 of 143,4 of 10  0 of 0,40%  0%,3  0,2  0,0  0,23 of 65  32 of 90,14 of 49  23 of 72,6 of 10  7 of 12,3 of 6  2 of 6,15 of 46  23 of 80,3 of 3  4 of 4,5 of 16  5 of 6
0,Markus Perez Anthony Hernandez,0  0,16 of 32  17 of 35,50%  48%,19 of 35  21 of 39,1 of 7  0 of 0,14%  0%,1  0,1  0,0  0,16 of 32  17 of 35,9 of 24  15 of 32,5 of 6  0 of 1,2 of 2  2 of 2,12 of 23  6 of 19,4 of 9  11 of 16,0 of 0  0 of 0
0,Mara Romero Borella Taila Santos,0  0,29 of 83  36 of 100,34%  36%,84 of 140  57 of 123,2 of 5  1 of 1,40%  100%,0  2,2  1,0  0,29 of 83  36 of 100,14 of 64  17 of 69,7 of 9  10 of 20,8 of 10  9 of 11,15 of 62  27 of 89,5 of 9  9 of 11,9 of 12  0 of 0
0,Thiago Alves Max Griffin,0  1,83 of 135  112 of 154,61%  72%,91 of 143  117 of 159,0 of 1  2 of 4,0%  50%,0  0,0  2,0  1,83 of 135  112 of 154,45 of 90  77 of 115,16 of 21  35 of 39,22 of 24  0 of 0,68 of 120  76 of 108,15 of 15  36 of 44,0 of 0  0 of 2
0,Junior Albini Jairzinho Rozenstruik,0  1,18 of 27  19 of 27,66%  70%,26 of 35  26 of 34,2 of 6  0 of 0,33%  0%,0  0,4  0,0  1,18 of 27  19 of 27,7 of 16  15 of 23,3 of 3  0 of 0,8 of 8  4 of 4,15 of 22  9 of 17,1 of 2  5 of 5,2 of 3  5 of 5
0,Geraldo de Freitas Felipe Colares,0  0,49 of 76  21 of 51,64%  41%,68 of 96  28 of 60,6 of 9  3 of 8,66%  37%,0  0,11  4,2  0,49 of 76  21 of 51,31 of 54  11 of 36,14 of 18  6 of 8,4 of 4  4 of 7,33 of 56  12 of 39,13 of 16  8 of 9,3 of 4  1 of 3
0,Ricardo Ramos Said Nurmagomedov,0  1,2 of 8  17 of 24,25%  70%,2 of 8  17 of 24,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,2 of 8  17 of 24,1 of 5  6 of 13,1 of 2  6 of 6,0 of 1  5 of 5,2 of 8  12 of 19,0 of 0  5 of 5,0 of 0  0 of 0
0,Magomed Bibulatov Rogerio Bontorin,0  0,58 of 98  40 of 77,59%  51%,66 of 107  52 of 89,4 of 8  1 of 3,50%  33%,0  2,0  2,0  1,58 of 98  40 of 77,21 of 57  27 of 62,35 of 39  11 of 12,2 of 2  2 of 3,41 of 78  33 of 70,14 of 16  6 of 6,3 of 4  1 of 1
0,Henry Cejudo TJ Dillashaw,1  0,18 of 23  1 of 3,78%  33%,18 of 23  1 of 3,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,18 of 23  1 of 3,17 of 22  0 of 1,1 of 1  0 of 0,0 of 0  1 of 2,3 of 6  1 of 3,0 of 0  0 of 0,15 of 17  0 of 0
0,Greg Hardy Allen Crowder,0  0,29 of 64  12 of 30,45%  40%,35 of 70  16 of 34,0 of 0  1 of 3,0%  33%,0  1,0  2,0  0,29 of 64  12 of 30,21 of 56  12 of 30,5 of 5  0 of 0,3 of 3  0 of 0,17 of 51  8 of 25,6 of 7  1 of 2,6 of 6  3 of 3
0,Gregor Gillespie Yancy Medeiros,0  0,51 of 71  1 of 12,71%  8%,73 of 95  1 of 12,6 of 11  0 of 0,54%  0%,0  0,7  0,1  1,51 of 71  1 of 12,38 of 58  1 of 11,10 of 10  0 of 1,3 of 3  0 of 0,1 of 11  1 of 11,6 of 9  0 of 0,44 of 51  0 of 1
0,Joseph Benavidez Dustin Ortiz,1  0,21 of 50  49 of 87,42%  56%,37 of 72  93 of 136,7 of 12  3 of 8,58%  37%,0  0,2  2,2  1,21 of 50  49 of 87,7 of 30  21 of 54,6 of 8  28 of 32,8 of 12  0 of 1,20 of 44  20 of 55,0 of 2  22 of 23,1 of 4  7 of 9
0,Paige VanZant Rachael Ostovich,0  0,17 of 27  10 of 14,62%  71%,38 of 56  13 of 18,0 of 1  4 of 4,0%  100%,2  0,1  4,0  0,17 of 27  10 of 14,13 of 23  7 of 11,1 of 1  2 of 2,3 of 3  1 of 1,5 of 13  8 of 11,0 of 0  0 of 0,12 of 14  2 of 3
0,Glover Teixeira Karl Roberson,0  1,6 of 11  24 of 30,54%  80%,20 of 26  29 of 35,1 of 3  0 of 0,33%  0%,1  0,3  2,0  0,6 of 11  24 of 30,6 of 11  22 of 28,0 of 0  2 of 2,0 of 0  0 of 0,0 of 3  1 of 3,0 of 0  6 of 6,6 of 8  17 of 21
0,Alexander Hernandez Donald Cerrone,0  1,49 of 105  80 of 162,46%  49%,54 of 110  81 of 163,0 of 2  1 of 1,0%  100%,0  0,0  0,0  0,49 of 105  80 of 162,20 of 59  58 of 136,25 of 42  18 of 22,4 of 4  4 of 4,32 of 82  52 of 124,17 of 23  14 of 22,0 of 0  14 of 16
0,Joanne Calderwood Ariane Lipski,0  0,85 of 172  53 of 154,49%  34%,121 of 213  69 of 171,1 of 3  1 of 1,33%  100%,2  0,4  1,1  0,85 of 172  53 of 154,47 of 117  29 of 115,18 of 32  19 of 26,20 of 23  5 of 13,57 of 136  42 of 140,14 of 19  10 of 13,14 of 17  1 of 1
0,Alonzo Menifield Vinicius Moreira,1  0,33 of 60  11 of 21,55%  52%,35 of 62  12 of 22,0 of 0  0 of 4,0%  0%,0  0,0  0,0  0,33 of 60  11 of 21,32 of 59  0 of 6,0 of 0  6 of 9,1 of 1  5 of 6,24 of 46  8 of 16,0 of 0  3 of 5,9 of 14  0 of 0
0,Cory Sandhagen Mario Bautista,1  0,17 of 54  9 of 30,31%  30%,17 of 55  10 of 32,1 of 2  1 of 1,50%  100%,2  0,2  0,0  0,17 of 54  9 of 30,9 of 43  4 of 22,2 of 3  3 of 4,6 of 8  2 of 4,13 of 47  9 of 29,0 of 0  0 of 1,4 of 7  0 of 0
0,Dennis Bermudez Te Edwards,0  1,63 of 122  23 of 56,51%  41%,83 of 147  24 of 57,5 of 9  0 of 0,55%  0%,2  0,8  0,0  0,63 of 122  23 of 56,42 of 96  16 of 46,12 of 13  3 of 5,9 of 13  4 of 5,27 of 64  15 of 41,3 of 10  4 of 4,33 of 48  4 of 11
0,Belal Muhammad Geoff Neal,0  2,63 of 204  71 of 190,30%  37%,64 of 205  71 of 190,0 of 7  0 of 0,0%  0%,0  0,0  0,0  0,63 of 204  71 of 190,39 of 163  61 of 178,18 of 34  8 of 10,6 of 7  2 of 2,59 of 193  55 of 162,4 of 11  11 of 18,0 of 0  5 of 10
0,Kyle Stewart Chance Rencountre,0  0,2 of 11  6 of 9,18%  66%,2 of 11  13 of 22,0 of 0  2 of 3,0%  66%,0  1,0  1,0  0,2 of 11  6 of 9,0 of 9  5 of 8,2 of 2  0 of 0,0 of 0  1 of 1,2 of 11  4 of 7,0 of 0  0 of 0,0 of 0  2 of 2
0,Jon Jones Alexander Gustafsson,0  0,59 of 102  22 of 83,57%  26%,63 of 106  24 of 85,1 of 5  0 of 0,20%  0%,0  0,3  0,0  0,59 of 102  22 of 83,26 of 52  12 of 62,15 of 22  4 of 11,18 of 28  6 of 10,40 of 81  19 of 80,7 of 8  3 of 3,12 of 13  0 of 0
0,Cris Cyborg Amanda Nunes,0  2,3 of 15  13 of 21,20%  61%,3 of 15  13 of 21,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,3 of 15  13 of 21,1 of 12  12 of 20,2 of 3  0 of 0,0 of 0  1 of 1,3 of 14  12 of 19,0 of 1  1 of 2,0 of 0  0 of 0
0,Carlos Condit Michael Chiesa,0  0,5 of 24  10 of 22,20%  45%,20 of 39  16 of 33,0 of 0  4 of 5,0%  80%,1  1,0  3,1  0,5 of 24  10 of 22,2 of 18  8 of 20,2 of 5  2 of 2,1 of 1  0 of 0,2 of 18  2 of 8,2 of 4  2 of 2,1 of 2  6 of 12
0,Ilir Latifi Corey Anderson,0  0,33 of 78  40 of 121,42%  33%,34 of 79  45 of 127,0 of 4  0 of 4,0%  0%,0  0,0  0,0  0,33 of 78  40 of 121,23 of 66  24 of 93,3 of 5  11 of 22,7 of 7  5 of 6,23 of 62  38 of 114,10 of 16  2 of 7,0 of 0  0 of 0
0,Chad Mendes Alexander Volkanovski,1  1,28 of 51  54 of 124,54%  43%,28 of 51  54 of 124,3 of 4  0 of 0,75%  0%,0  0,1  0,0  0,28 of 51  54 of 124,16 of 37  36 of 91,6 of 7  10 of 19,6 of 7  8 of 14,24 of 46  46 of 113,4 of 5  5 of 8,0 of 0  3 of 3
0,Cat Zingano Megan Anderson,0  0,3 of 6  3 of 9,50%  33%,3 of 6  3 of 9,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,3 of 6  3 of 9,0 of 1  2 of 8,0 of 0  1 of 1,3 of 5  0 of 0,3 of 6  3 of 9,0 of 0  0 of 0,0 of 0  0 of 0
0,Douglas Silva de Andrade Petr Yan,0  0,28 of 77  76 of 118,36%  64%,28 of 77  101 of 145,0 of 1  3 of 4,0%  75%,0  1,0  1,0  0,28 of 77  76 of 118,13 of 44  49 of 86,10 of 20  23 of 27,5 of 13  4 of 5,26 of 75  42 of 78,2 of 2  8 of 8,0 of 0  26 of 32
0,BJ Penn Ryan Hall,0  0,3 of 8  6 of 15,37%  40%,8 of 15  8 of 19,0 of 0  0 of 0,0%  0%,0  1,0  0,0  0,3 of 8  6 of 15,1 of 5  0 of 7,1 of 1  1 of 2,1 of 2  5 of 6,2 of 5  6 of 14,0 of 0  0 of 1,1 of 3  0 of 0
0,Nathaniel Wood Andre Ewell,1  0,61 of 114  15 of 58,53%  25%,171 of 234  18 of 62,2 of 3  0 of 0,66%  0%,1  0,4  0,0  0,61 of 114  15 of 58,32 of 71  10 of 43,16 of 17  5 of 15,13 of 26  0 of 0,28 of 72  13 of 54,4 of 5  2 of 4,29 of 37  0 of 0
0,Uriah Hall Bevon Lewis,1  0,39 of 88  68 of 157,44%  43%,42 of 91  77 of 168,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,39 of 88  68 of 157,13 of 48  27 of 100,5 of 13  4 of 9,21 of 27  37 of 48,39 of 88  56 of 139,0 of 0  12 of 18,0 of 0  0 of 0
0,Curtis Millender Siyar Bahadurzada,0  0,89 of 165  40 of 121,53%  33%,91 of 167  65 of 149,0 of 0  3 of 7,0%  42%,0  0,1  2,0  0,89 of 165  40 of 121,59 of 112  30 of 98,8 of 20  4 of 14,22 of 33  6 of 9,84 of 160  29 of 104,5 of 5  2 of 5,0 of 0  9 of 12
0,Brian Kelleher Montel Jackson,0  0,6 of 10  10 of 16,60%  62%,6 of 10  16 of 27,0 of 1  0 of 0,0%  0%,0  1,0  0,0  0,6 of 10  10 of 16,0 of 3  6 of 11,0 of 1  2 of 3,6 of 6  2 of 2,6 of 10  7 of 12,0 of 0  1 of 1,0 of 0  2 of 3
0,Kevin Lee Al Iaquinta,0  0,102 of 296  111 of 228,34%  48%,121 of 319  113 of 230,3 of 5  0 of 7,60%  0%,0  0,3  0,0  0,102 of 296  111 of 228,80 of 267  82 of 189,14 of 21  19 of 28,8 of 8  10 of 11,81 of 273  110 of 226,1 of 1  0 of 0,20 of 22  1 of 2
0,Edson Barboza Dan Hooker,1  0,126 of 226  81 of 204,55%  39%,127 of 227  111 of 234,0 of 1  0 of 1,0%  0%,0  0,0  1,0  0,126 of 226  81 of 204,71 of 160  59 of 161,36 of 43  12 of 29,19 of 23  10 of 14,117 of 215  78 of 198,9 of 11  3 of 6,0 of 0  0 of 0
0,Rob Font Sergio Pettis,0  0,111 of 247  71 of 185,44%  38%,118 of 255  88 of 206,2 of 4  1 of 2,50%  50%,1  0,2  1,1  0,111 of 247  71 of 185,79 of 212  53 of 165,25 of 28  7 of 9,7 of 7  11 of 11,102 of 227  71 of 183,1 of 1  0 of 0,8 of 19  0 of 2
0,Jim Miller Charles Oliveira,0  0,1 of 2  0 of 1,50%  0%,1 of 2  1 of 2,0 of 0  1 of 1,0%  100%,0  1,0  1,0  0,1 of 2  0 of 1,0 of 1  0 of 0,0 of 0  0 of 0,1 of 1  0 of 1,1 of 2  0 of 1,0 of 0  0 of 0,0 of 0  0 of 0
0,Zak Ottow Dwight Grant,0  0,14 of 71  25 of 84,19%  29%,22 of 82  33 of 93,1 of 6  1 of 1,16%  100%,0  0,0  0,0  0,14 of 71  25 of 84,5 of 53  15 of 71,7 of 14  7 of 9,2 of 4  3 of 4,11 of 67  19 of 77,2 of 3  5 of 6,1 of 1  1 of 1
0,Bobby Green Drakkar Klose,0  0,92 of 154  58 of 131,59%  44%,110 of 176  69 of 143,1 of 4  0 of 6,25%  0%,1  0,5  0,0  0,92 of 154  58 of 131,39 of 91  26 of 89,27 of 31  12 of 16,26 of 32  20 of 26,69 of 126  45 of 114,13 of 15  9 of 11,10 of 13  4 of 6
0,Jared Gordon Joaquim Silva,0  0,116 of 194  95 of 191,59%  49%,149 of 228  121 of 218,3 of 8  1 of 1,37%  100%,0  2,6  1,0  0,116 of 194  95 of 191,94 of 166  54 of 138,10 of 15  30 of 42,12 of 13  11 of 11,88 of 163  78 of 172,13 of 15  15 of 17,15 of 16  2 of 2
0,Gerald Meerschaert Jack Hermansson,0  0,1 of 2  41 of 59,50%  69%,1 of 2  53 of 73,0 of 2  1 of 2,0%  50%,0  1,0  9,1  0,1 of 2  41 of 59,0 of 1  37 of 54,1 of 1  3 of 4,0 of 0  1 of 1,0 of 1  1 of 1,1 of 1  2 of 3,0 of 0  38 of 55
0,Trevor Smith Zak Cummings,0  1,54 of 103  56 of 139,52%  40%,73 of 128  63 of 147,0 of 0  0 of 5,0%  0%,0  0,2  1,1  0,54 of 103  56 of 139,42 of 85  30 of 108,11 of 14  9 of 11,1 of 4  17 of 20,41 of 81  48 of 128,5 of 9  4 of 7,8 of 13  4 of 4
0,Dan Ige Jordan Griffin,0  0,56 of 107  56 of 107,52%  52%,86 of 144  71 of 123,3 of 7  0 of 2,42%  0%,0  1,7  0,1  1,56 of 107  56 of 107,46 of 95  49 of 100,7 of 8  7 of 7,3 of 4  0 of 0,20 of 53  31 of 65,4 of 4  4 of 4,32 of 50  21 of 38
0,Adam Milstead Mike Rodriguez,0  2,10 of 21  35 of 42,47%  83%,22 of 34  44 of 53,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,10 of 21  35 of 42,5 of 16  25 of 30,2 of 2  8 of 10,3 of 3  2 of 2,9 of 20  16 of 23,0 of 0  5 of 5,1 of 1  14 of 14
0,Chris de la Rocha Juan Adams,0  0,41 of 76  86 of 144,53%  59%,46 of 81  121 of 180,1 of 2  2 of 2,50%  100%,0  0,0  4,0  0,41 of 76  86 of 144,30 of 64  74 of 131,10 of 11  8 of 8,1 of 1  4 of 5,36 of 67  38 of 85,3 of 7  13 of 15,2 of 2  35 of 44
0,Max Holloway Brian Ortega,0  0,290 of 490  110 of 292,59%  37%,307 of 507  112 of 294,1 of 1  2 of 11,100%  18%,0  0,0  0,0  0,290 of 490  110 of 292,244 of 430  87 of 267,41 of 55  16 of 18,5 of 5  7 of 7,281 of 479  101 of 282,8 of 10  9 of 10,1 of 1  0 of 0
0,Valentina Shevchenko Joanna Jedrzejczyk,0  0,89 of 191  78 of 250,46%  31%,118 of 223  124 of 300,5 of 14  0 of 0,35%  0%,0  0,3  0,0  0,89 of 191  78 of 250,50 of 135  12 of 133,16 of 25  44 of 78,23 of 31  22 of 39,65 of 159  59 of 224,16 of 24  19 of 26,8 of 8  0 of 0
0,Alex Oliveira Gunnar Nelson,0  0,36 of 49  11 of 11,73%  100%,52 of 69  20 of 20,0 of 2  2 of 5,0%  40%,0  1,0  2,1  0,36 of 49  11 of 11,27 of 40  10 of 10,6 of 6  1 of 1,3 of 3  0 of 0,3 of 4  1 of 1,9 of 9  1 of 1,24 of 36  9 of 9
0,Hakeem Dawodu Kyle Bochniak,0  0,103 of 212  42 of 109,48%  38%,103 of 212  47 of 114,0 of 0  2 of 12,0%  16%,0  0,0  1,0  0,103 of 212  42 of 109,51 of 146  27 of 79,35 of 48  4 of 9,17 of 18  11 of 21,99 of 208  37 of 97,4 of 4  3 of 10,0 of 0  2 of 2
0,Jimi Manuwa Thiago Santos,0  2,27 of 42  42 of 74,64%  56%,30 of 45  65 of 97,0 of 2  1 of 3,0%  33%,0  0,0  1,0  0,27 of 42  42 of 74,15 of 30  27 of 58,12 of 12  13 of 14,0 of 0  2 of 2,8 of 20  20 of 45,17 of 19  22 of 28,2 of 3  0 of 1
0,Claudia Gadelha Nina Ansaroff,0  0,49 of 112  96 of 211,43%  45%,85 of 149  123 of 238,2 of 10  0 of 0,20%  0%,0  0,3  0,0  0,49 of 112  96 of 211,45 of 106  62 of 173,3 of 4  5 of 9,1 of 2  29 of 29,38 of 97  91 of 205,4 of 8  5 of 6,7 of 7  0 of 0
0,Olivier Aubin-Mercier Gilbert Burns,0  1,40 of 96  76 of 143,41%  53%,42 of 98  120 of 190,0 of 0  3 of 7,0%  42%,0  0,0  4,0  0,40 of 96  76 of 143,35 of 88  57 of 121,5 of 8  16 of 17,0 of 0  3 of 5,37 of 93  37 of 95,3 of 3  6 of 6,0 of 0  33 of 42
0,Katlyn Chookagian Jessica Eye,0  0,65 of 201  81 of 190,32%  42%,70 of 207  83 of 192,0 of 0  0 of 3,0%  0%,0  0,0  0,0  0,65 of 201  81 of 190,51 of 180  39 of 127,9 of 15  24 of 42,5 of 6  18 of 21,49 of 182  70 of 174,8 of 9  11 of 16,8 of 10  0 of 0
0,Elias Theodorou Eryk Anders,0  1,92 of 211  65 of 133,43%  48%,102 of 221  66 of 134,0 of 3  0 of 1,0%  0%,0  0,0  0,0  0,92 of 211  65 of 133,31 of 127  54 of 116,31 of 42  10 of 16,30 of 42  1 of 1,64 of 171  48 of 105,28 of 40  17 of 28,0 of 0  0 of 0
0,Brad Katona Matthew Lopez,0  0,76 of 158  69 of 142,48%  48%,86 of 170  79 of 155,0 of 3  4 of 6,0%  66%,0  1,0  1,0  0,76 of 158  69 of 142,40 of 106  41 of 99,12 of 26  17 of 31,24 of 26  11 of 12,67 of 146  65 of 134,4 of 6  3 of 6,5 of 6  1 of 2
0,Chad Laprise Dhiego Lima,0  1,8 of 16  5 of 25,50%  20%,8 of 16  5 of 25,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,8 of 16  5 of 25,2 of 9  4 of 23,0 of 1  1 of 1,6 of 6  0 of 1,8 of 16  5 of 25,0 of 0  0 of 0,0 of 0  0 of 0
0,Diego Ferreira Kyle Nelson,0  0,54 of 102  20 of 50,52%  40%,63 of 112  20 of 50,2 of 4  0 of 0,50%  0%,1  0,6  0,0  0,54 of 102  20 of 50,42 of 87  12 of 37,8 of 11  6 of 10,4 of 4  2 of 3,27 of 55  19 of 48,1 of 1  1 of 1,26 of 46  0 of 1
0,Devin Clark Aleksandar Rakic,1  1,19 of 31  31 of 45,61%  68%,24 of 36  33 of 47,0 of 2  0 of 1,0%  0%,0  0,0  0,0  0,19 of 31  31 of 45,15 of 26  12 of 24,0 of 1  10 of 10,4 of 4  9 of 11,3 of 13  11 of 19,9 of 10  10 of 10,7 of 8  10 of 16
0,Junior Dos Santos Tai Tuivasa,1  0,26 of 65  16 of 42,40%  38%,37 of 77  16 of 46,0 of 0  0 of 0,0%  0%,0  0,2  0,0  0,26 of 65  16 of 42,20 of 55  9 of 33,4 of 7  4 of 4,2 of 3  3 of 5,15 of 37  10 of 32,0 of 1  6 of 10,11 of 27  0 of 0
0,Mauricio Rua Tyson Pedro,1  0,30 of 56  31 of 44,53%  70%,62 of 94  36 of 49,3 of 5  0 of 1,60%  0%,0  1,3  0,0  0,30 of 56  31 of 44,23 of 45  21 of 33,2 of 3  9 of 10,5 of 8  1 of 1,12 of 26  21 of 33,1 of 2  10 of 11,17 of 28  0 of 0
0,Mark Hunt Justin Willis,0  0,19 of 60  59 of 103,31%  57%,19 of 60  59 of 103,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,19 of 60  59 of 103,3 of 37  45 of 84,11 of 18  3 of 6,5 of 5  11 of 13,19 of 60  59 of 103,0 of 0  0 of 0,0 of 0  0 of 0
0,Jake Matthews Anthony Rocco Martin,0  0,24 of 75  25 of 86,32%  29%,27 of 78  33 of 94,0 of 1  0 of 0,0%  0%,1  1,0  2,1  1,24 of 75  25 of 86,15 of 60  15 of 75,6 of 9  1 of 1,3 of 6  9 of 10,23 of 74  23 of 84,1 of 1  1 of 1,0 of 0  1 of 1
0,Suman Mokhtarian Sodiq Yusuff,0  0,5 of 9  23 of 43,55%  53%,6 of 10  44 of 66,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,5 of 9  23 of 43,1 of 5  18 of 38,3 of 3  4 of 4,1 of 1  1 of 1,3 of 7  19 of 36,2 of 2  4 of 7,0 of 0  0 of 0
