,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,Jimmy Crute Paul Craig,0  0,17 of 38  12 of 22,44%  54%,49 of 75  45 of 57,1 of 1  3 of 7,100%  42%,4  0,9  3,2  1,17 of 38  12 of 22,16 of 36  7 of 16,0 of 0  5 of 6,1 of 2  0 of 0,2 of 14  8 of 18,0 of 0  1 of 1,15 of 24  3 of 3
0,Yushin Okami Aleksei Kunchenko,0  0,10 of 56  72 of 129,17%  55%,10 of 56  141 of 203,0 of 15  0 of 0,0%  0%,0  0,0  0,0  0,10 of 56  72 of 129,7 of 52  44 of 94,2 of 3  11 of 15,1 of 1  17 of 20,10 of 56  51 of 105,0 of 0  15 of 16,0 of 0  6 of 8
0,Wilson Reis Ben Nguyen,0  0,32 of 115  39 of 111,27%  35%,41 of 126  53 of 126,7 of 17  0 of 0,41%  0%,1  0,1  0,0  0,32 of 115  39 of 111,18 of 91  31 of 97,4 of 12  7 of 12,10 of 12  1 of 2,30 of 111  37 of 108,2 of 4  2 of 3,0 of 0  0 of 0
0,Keita Nakamura Salim Touahri,1  0,41 of 97  34 of 79,42%  43%,55 of 112  42 of 87,0 of 4  0 of 0,0%  0%,0  0,0  0,0  0,41 of 97  34 of 79,32 of 82  14 of 52,2 of 6  17 of 24,7 of 9  3 of 3,36 of 89  25 of 69,5 of 8  9 of 10,0 of 0  0 of 0
0,Elias Garcia Kai Kara-France,1  1,16 of 73  86 of 178,21%  48%,20 of 77  157 of 261,1 of 7  0 of 0,14%  0%,2  0,0  5,1  1,16 of 73  86 of 178,13 of 67  74 of 163,1 of 2  9 of 11,2 of 4  3 of 4,15 of 72  33 of 82,1 of 1  0 of 0,0 of 0  53 of 96
0,Mizuto Hirota Christos Giagos,0  0,19 of 55  31 of 90,34%  34%,47 of 86  63 of 131,0 of 0  5 of 10,0%  50%,1  0,2  0,0  1,19 of 55  31 of 90,15 of 50  22 of 80,4 of 4  8 of 9,0 of 1  1 of 1,12 of 41  14 of 53,4 of 10  3 of 4,3 of 4  14 of 33
0,Alex Gorgees Damir Ismagulov,0  0,10 of 31  34 of 55,32%  61%,22 of 43  103 of 137,0 of 0  5 of 11,0%  45%,0  0,0  4,0  0,10 of 31  34 of 55,5 of 21  22 of 38,3 of 5  9 of 13,2 of 5  3 of 4,5 of 26  20 of 32,5 of 5  3 of 3,0 of 0  11 of 20
0,Rafael Dos Anjos Kamaru Usman,0  0,62 of 112  130 of 223,55%  58%,84 of 138  227 of 334,0 of 1  12 of 18,0%  66%,2  0,0  7,1  0,62 of 112  130 of 223,27 of 74  95 of 183,19 of 20  29 of 34,16 of 18  6 of 6,35 of 83  48 of 111,22 of 24  33 of 43,5 of 5  49 of 69
0,Juan Espino Justin Frazier,0  0,22 of 23  4 of 6,95%  66%,44 of 52  17 of 19,2 of 2  0 of 0,100%  0%,2  0,4  0,0  0,22 of 23  4 of 6,19 of 20  0 of 2,3 of 3  4 of 4,0 of 0  0 of 0,0 of 0  0 of 1,5 of 5  4 of 5,17 of 18  0 of 0
0,Pannie Kianzad Macy Chiasson,0  1,19 of 39  24 of 50,48%  48%,30 of 50  37 of 64,0 of 2  0 of 6,0%  0%,1  2,0  2,0  0,19 of 39  24 of 50,10 of 27  11 of 31,9 of 12  12 of 18,0 of 0  1 of 1,8 of 23  12 of 28,11 of 16  10 of 18,0 of 0  2 of 4
0,Pedro Munhoz Bryan Caraway,1  0,35 of 58  20 of 48,60%  41%,38 of 62  21 of 49,0 of 0  0 of 5,0%  0%,0  0,0  0,0  0,35 of 58  20 of 48,24 of 45  18 of 46,2 of 2  1 of 1,9 of 11  1 of 1,27 of 47  20 of 45,4 of 7  0 of 3,4 of 4  0 of 0
0,Darren Stewart Edmen Shahbazyan,0  0,34 of 71  22 of 37,47%  59%,46 of 84  27 of 43,1 of 3  8 of 21,33%  38%,0  0,0  3,0  0,34 of 71  22 of 37,29 of 63  12 of 25,4 of 6  6 of 8,1 of 2  4 of 4,11 of 40  10 of 21,12 of 16  11 of 15,11 of 15  1 of 1
0,Ji Yeon Kim Antonina Shevchenko,0  0,33 of 128  66 of 134,25%  49%,85 of 188  87 of 167,0 of 0  2 of 2,0%  100%,0  0,0  1,0  0,33 of 128  66 of 134,18 of 113  41 of 101,5 of 5  18 of 26,10 of 10  7 of 7,26 of 116  46 of 106,7 of 12  14 of 19,0 of 0  6 of 9
0,Rick Glenn Kevin Aguilar,0  1,74 of 187  86 of 168,39%  51%,77 of 190  103 of 186,0 of 4  0 of 1,0%  0%,0  0,0  2,0  0,74 of 187  86 of 168,50 of 149  47 of 124,11 of 22  33 of 38,13 of 16  6 of 6,63 of 171  62 of 134,11 of 15  11 of 18,0 of 1  13 of 16
0,Joseph Benavidez Alex Perez,0  0,35 of 72  14 of 32,48%  43%,42 of 79  14 of 32,1 of 2  1 of 1,50%  100%,0  0,0  0,0  0,35 of 72  14 of 32,20 of 48  5 of 21,11 of 17  7 of 9,4 of 7  2 of 2,19 of 50  9 of 27,1 of 2  5 of 5,15 of 20  0 of 0
0,Maurice Greene Michel Batista,0  0,9 of 15  0 of 0,60%  0%,11 of 18  4 of 10,0 of 0  1 of 2,0%  50%,1  0,0  0,0  0,9 of 15  0 of 0,6 of 11  0 of 0,1 of 2  0 of 0,2 of 2  0 of 0,4 of 10  0 of 0,5 of 5  0 of 0,0 of 0  0 of 0
0,Julija Stoliarenko Leah Letson,0  0,57 of 158  73 of 179,36%  40%,66 of 168  88 of 196,0 of 4  0 of 1,0%  0%,1  0,0  0,0  0,57 of 158  73 of 179,39 of 126  40 of 137,7 of 14  19 of 26,11 of 18  14 of 16,50 of 149  66 of 169,5 of 7  6 of 9,2 of 2  1 of 1
0,Roosevelt Roberts Darrell Horcher,0  0,16 of 35  10 of 33,45%  30%,23 of 42  19 of 43,0 of 0  0 of 1,0%  0%,1  0,0  0,0  0,16 of 35  10 of 33,10 of 28  5 of 25,4 of 5  5 of 7,2 of 2  0 of 1,15 of 33  8 of 31,1 of 2  2 of 2,0 of 0  0 of 0
0,Tim Means Ricky Rainey,0  0,19 of 32  6 of 12,59%  50%,26 of 39  6 of 12,2 of 2  0 of 0,100%  0%,0  0,0  0,0  0,19 of 32  6 of 12,17 of 30  6 of 11,1 of 1  0 of 1,1 of 1  0 of 0,5 of 14  6 of 12,0 of 0  0 of 0,14 of 18  0 of 0
0,Raoni Barcelos Chris Gutierrez,0  0,35 of 63  26 of 52,55%  50%,83 of 118  32 of 60,2 of 2  0 of 1,100%  0%,1  0,3  0,0  0,35 of 63  26 of 52,33 of 60  9 of 25,0 of 0  0 of 4,2 of 3  17 of 23,3 of 22  23 of 48,0 of 0  0 of 0,32 of 41  3 of 4
0,Curtis Blaydes Francis Ngannou,0  1,1 of 8  13 of 17,12%  76%,1 of 8  13 of 17,0 of 2  0 of 0,0%  0%,0  0,0  0,0  0,1 of 8  13 of 17,1 of 7  11 of 15,0 of 0  1 of 1,0 of 1  1 of 1,1 of 8  3 of 6,0 of 0  5 of 5,0 of 0  5 of 6
0,Alistair Overeem Sergei Pavlovich,0  0,22 of 26  13 of 32,84%  40%,26 of 31  18 of 37,1 of 2  0 of 2,50%  0%,0  0,0  0,0  0,22 of 26  13 of 32,13 of 16  9 of 25,8 of 9  3 of 6,1 of 1  1 of 1,3 of 5  8 of 22,7 of 7  5 of 10,12 of 14  0 of 0
0,Song Yadong Vince Morales,0  0,79 of 172  74 of 201,45%  36%,86 of 181  83 of 211,2 of 2  0 of 0,100%  0%,0  0,2  0,0  0,79 of 172  74 of 201,55 of 138  52 of 167,13 of 18  14 of 22,11 of 16  8 of 12,74 of 165  67 of 190,2 of 2  6 of 8,3 of 5  1 of 3
0,Jingliang Li David Zawada,1  1,89 of 222  73 of 184,40%  39%,97 of 234  74 of 185,1 of 2  0 of 4,50%  0%,0  0,2  1,0  0,89 of 222  73 of 184,59 of 183  52 of 159,10 of 11  19 of 23,20 of 28  2 of 2,81 of 204  63 of 162,3 of 12  10 of 20,5 of 6  0 of 2
0,Kenan Song Alex Morono,0  0,61 of 152  98 of 212,40%  46%,62 of 153  100 of 214,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,61 of 152  98 of 212,36 of 108  74 of 178,13 of 26  14 of 21,12 of 18  10 of 13,53 of 141  90 of 196,8 of 11  8 of 16,0 of 0  0 of 0
0,Yanan Wu Lauren Mueller,0  0,18 of 36  17 of 43,50%  39%,28 of 46  27 of 55,0 of 1  0 of 1,0%  0%,1  0,0  0,0  0,18 of 36  17 of 43,8 of 22  9 of 31,1 of 4  7 of 10,9 of 10  1 of 2,15 of 32  12 of 35,3 of 4  4 of 5,0 of 0  1 of 3
0,Hu Yaozong Rashad Coulter,0  1,92 of 174  98 of 157,52%  62%,98 of 183  108 of 167,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,92 of 174  98 of 157,33 of 99  80 of 139,24 of 29  12 of 12,35 of 46  6 of 6,70 of 141  69 of 121,22 of 33  27 of 33,0 of 0  2 of 3
0,Weili Zhang Jessica Aguilar,0  0,45 of 58  9 of 12,77%  75%,63 of 79  11 of 14,1 of 3  0 of 1,33%  0%,2  0,2  0,0  0,45 of 58  9 of 12,36 of 48  0 of 2,7 of 8  8 of 9,2 of 2  1 of 1,3 of 9  0 of 2,3 of 3  9 of 10,39 of 46  0 of 0
0,Liu Pingyuan Martin Day,1  1,55 of 133  100 of 184,41%  54%,73 of 155  127 of 218,0 of 4  1 of 1,0%  100%,2  2,2  0,0  0,55 of 133  100 of 184,41 of 111  54 of 120,9 of 17  38 of 56,5 of 5  8 of 8,47 of 118  82 of 164,4 of 8  4 of 4,4 of 7  14 of 16
0,Xiaonan Yan Syuri Kondo,0  0,150 of 331  86 of 221,45%  38%,150 of 333  86 of 221,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,150 of 331  86 of 221,115 of 276  60 of 181,9 of 13  12 of 25,26 of 42  14 of 15,146 of 324  82 of 210,4 of 7  4 of 11,0 of 0  0 of 0
0,Kevin Holland John Phillips,0  0,123 of 187  51 of 154,65%  33%,164 of 236  53 of 156,5 of 6  0 of 0,83%  0%,2  0,8  0,0  1,123 of 187  51 of 154,74 of 127  21 of 108,33 of 42  16 of 29,16 of 18  14 of 17,95 of 153  43 of 132,11 of 12  7 of 16,17 of 22  1 of 6
0,Su Mudaerji Louis Smolka,0  0,18 of 30  32 of 62,60%  51%,20 of 33  42 of 76,0 of 0  2 of 5,0%  40%,2  1,0  3,1  0,18 of 30  32 of 62,18 of 29  30 of 58,0 of 1  2 of 4,0 of 0  0 of 0,4 of 12  1 of 9,0 of 1  2 of 2,14 of 17  29 of 51
0,Neil Magny Santiago Ponzinibbio,0  2,72 of 251  79 of 177,28%  44%,72 of 251  81 of 179,0 of 2  0 of 0,0%  0%,0  0,0  0,0  0,72 of 251  79 of 177,51 of 219  51 of 144,9 of 14  7 of 10,12 of 18  21 of 23,70 of 245  74 of 172,0 of 2  2 of 2,2 of 4  3 of 3
0,Ricardo Lamas Darren Elkins,0  0,70 of 123  62 of 174,56%  35%,80 of 134  81 of 196,3 of 5  3 of 6,60%  50%,0  0,1  2,1  0,70 of 123  62 of 174,39 of 88  50 of 151,14 of 15  10 of 21,17 of 20  2 of 2,43 of 93  48 of 151,10 of 12  13 of 21,17 of 18  1 of 2
0,Khalil Rountree Jr. Johnny Walker,0  1,4 of 9  10 of 11,44%  90%,5 of 10  10 of 11,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,4 of 9  10 of 11,3 of 7  7 of 8,0 of 0  1 of 1,1 of 2  2 of 2,1 of 5  5 of 6,3 of 4  3 of 3,0 of 0  2 of 2
0,Cezar Ferreira Ian Heinisch,0  1,26 of 55  55 of 95,47%  57%,38 of 68  90 of 133,5 of 11  1 of 7,45%  14%,0  2,1  1,0  0,26 of 55  55 of 95,17 of 39  38 of 74,3 of 9  10 of 10,6 of 7  7 of 11,22 of 47  30 of 59,4 of 8  14 of 21,0 of 0  11 of 15
0,Guido Cannetti Marlon Vera,0  1,24 of 42  24 of 35,57%  68%,37 of 56  36 of 48,2 of 4  2 of 2,50%  100%,0  2,1  1,0  0,24 of 42  24 of 35,11 of 25  13 of 18,8 of 10  10 of 14,5 of 7  1 of 3,8 of 23  3 of 10,8 of 11  17 of 19,8 of 8  4 of 6
0,Cynthia Calvillo Poliana Botelho,0  0,22 of 41  6 of 20,53%  30%,35 of 54  10 of 24,2 of 3  0 of 0,66%  0%,1  0,2  0,0  0,22 of 41  6 of 20,7 of 15  1 of 11,11 of 14  1 of 4,4 of 12  4 of 5,9 of 25  5 of 16,2 of 2  0 of 3,11 of 14  1 of 1
0,Michel Prazeres Bartosz Fabinski,1  0,18 of 23  1 of 5,78%  20%,26 of 32  1 of 5,1 of 1  0 of 0,100%  0%,1  0,3  0,0  0,18 of 23  1 of 5,18 of 23  0 of 4,0 of 0  0 of 0,0 of 0  1 of 1,3 of 5  1 of 5,1 of 2  0 of 0,14 of 16  0 of 0
0,Alexandre Pantoja Ulka Sasaki,0  0,4 of 7  7 of 11,57%  63%,7 of 10  8 of 12,0 of 1  0 of 0,0%  0%,2  0,1  0,1  0,4 of 7  7 of 11,3 of 5  6 of 10,1 of 1  1 of 1,0 of 1  0 of 0,4 of 7  3 of 6,0 of 0  0 of 0,0 of 0  4 of 5
0,Humberto Bandenay Austin Arnett,0  0,30 of 85  74 of 116,35%  63%,31 of 87  95 of 139,2 of 3  1 of 6,66%  16%,0  0,0  1,0  0,30 of 85  74 of 116,12 of 59  43 of 73,10 of 15  30 of 41,8 of 11  1 of 2,24 of 76  40 of 72,6 of 9  16 of 22,0 of 0  18 of 22
0,Laureano Staropoli Hector Aldana,0  0,97 of 275  69 of 170,35%  40%,99 of 277  72 of 173,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,97 of 275  69 of 170,71 of 235  45 of 136,15 of 29  7 of 12,11 of 11  17 of 22,94 of 270  63 of 158,3 of 5  6 of 12,0 of 0  0 of 0
0,Devin Powell Jesus Pinedo,0  0,58 of 139  60 of 142,41%  42%,68 of 157  68 of 153,0 of 1  5 of 5,0%  100%,0  0,0  0,0  0,58 of 139  60 of 142,18 of 78  35 of 103,15 of 28  16 of 25,25 of 33  9 of 14,50 of 113  38 of 106,7 of 14  7 of 8,1 of 12  15 of 28
0,Nad Narimani Anderson Dos Santos,0  0,84 of 186  46 of 170,45%  27%,111 of 220  50 of 174,1 of 5  0 of 1,20%  0%,0  1,2  0,0  0,84 of 186  46 of 170,63 of 160  32 of 154,9 of 12  7 of 8,12 of 14  7 of 8,57 of 149  39 of 160,10 of 11  5 of 6,17 of 26  2 of 4
0,Chan Sung Jung Yair Rodriguez,0  1,126 of 308  119 of 271,40%  43%,130 of 312  129 of 281,0 of 5  0 of 4,0%  0%,0  0,0  0,0  0,126 of 308  119 of 271,111 of 285  59 of 190,9 of 14  24 of 38,6 of 9  36 of 43,114 of 293  113 of 262,12 of 15  6 of 9,0 of 0  0 of 0
0,Donald Cerrone Mike Perry,0  0,9 of 13  11 of 20,69%  55%,10 of 14  11 of 20,0 of 1  1 of 1,0%  100%,1  0,2  1,1  0,9 of 13  11 of 20,2 of 5  0 of 9,4 of 5  6 of 6,3 of 3  5 of 5,4 of 8  4 of 13,5 of 5  6 of 6,0 of 0  1 of 1
0,Raquel Pennington Germaine de Randamie,0  0,24 of 84  42 of 107,28%  39%,52 of 130  91 of 159,0 of 8  0 of 0,0%  0%,0  0,0  0,0  0,24 of 84  42 of 107,4 of 55  17 of 73,11 of 17  17 of 24,9 of 12  8 of 10,13 of 71  25 of 84,11 of 13  17 of 23,0 of 0  0 of 0
0,Beneil Dariush Thiago Moises,0  0,44 of 68  8 of 16,64%  50%,113 of 161  20 of 30,4 of 8  0 of 2,50%  0%,2  4,5  0,0  0,44 of 68  8 of 16,22 of 44  5 of 11,11 of 12  3 of 5,11 of 12  0 of 0,7 of 16  6 of 13,3 of 4  1 of 2,34 of 48  1 of 1
0,Maycee Barber Hannah Cifers,0  0,68 of 97  41 of 69,70%  59%,78 of 107  60 of 88,1 of 5  0 of 0,20%  0%,0  0,1  0,0  0,68 of 97  41 of 69,46 of 73  10 of 32,16 of 18  19 of 24,6 of 6  12 of 13,20 of 38  17 of 41,25 of 27  24 of 28,23 of 32  0 of 0
0,Michael Trizano Luis Pena,0  0,51 of 100  23 of 85,51%  27%,55 of 104  34 of 97,1 of 2  1 of 9,50%  11%,1  0,0  1,1  1,51 of 100  23 of 85,25 of 68  12 of 68,10 of 16  9 of 15,16 of 16  2 of 2,37 of 85  20 of 80,9 of 9  2 of 4,5 of 6  1 of 1
0,Ashley Yoder Amanda Cooper,0  0,38 of 90  51 of 105,42%  48%,59 of 113  67 of 121,1 of 2  2 of 6,50%  33%,3  2,2  3,1  0,38 of 90  51 of 105,32 of 84  28 of 75,6 of 6  9 of 14,0 of 0  14 of 16,28 of 77  38 of 88,5 of 5  2 of 4,5 of 8  11 of 13
0,Chas Skelly Bobby Moffett,0  0,30 of 60  20 of 56,50%  35%,47 of 81  21 of 57,1 of 2  1 of 1,50%  100%,0  1,2  1,1  0,30 of 60  20 of 56,26 of 55  13 of 47,3 of 4  1 of 2,1 of 1  6 of 7,15 of 44  18 of 51,15 of 16  1 of 4,0 of 0  1 of 1
0,Davi Ramos John Gunther,0  0,4 of 5  1 of 3,80%  33%,4 of 5  1 of 4,1 of 1  0 of 0,100%  0%,1  0,2  0,0  0,4 of 5  1 of 3,3 of 4  0 of 2,1 of 1  0 of 0,0 of 0  1 of 1,0 of 1  1 of 3,0 of 0  0 of 0,4 of 4  0 of 0
0,Devonte Smith Julian Erosa,1  0,13 of 19  4 of 7,68%  57%,13 of 19  4 of 7,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,13 of 19  4 of 7,9 of 15  1 of 4,2 of 2  1 of 1,2 of 2  2 of 2,9 of 13  4 of 7,0 of 0  0 of 0,4 of 6  0 of 0
0,Joseph Morales Eric Shelton,0  0,24 of 67  16 of 57,35%  28%,28 of 71  45 of 90,1 of 1  7 of 10,100%  70%,4  0,0  1,0  1,24 of 67  16 of 57,14 of 56  7 of 46,8 of 9  4 of 5,2 of 2  5 of 6,16 of 55  13 of 53,1 of 4  1 of 2,7 of 8  2 of 2
0,Mark De La Rosa Joby Sanchez,0  0,66 of 167  55 of 124,39%  44%,68 of 169  85 of 155,0 of 7  0 of 1,0%  0%,0  0,0  0,0  0,66 of 167  55 of 124,34 of 131  45 of 111,13 of 14  9 of 12,19 of 22  1 of 1,53 of 145  51 of 117,13 of 22  4 of 7,0 of 0  0 of 0
0,Daniel Cormier Derrick Lewis,0  0,19 of 25  4 of 13,76%  30%,42 of 54  5 of 14,4 of 4  0 of 0,100%  0%,1  0,4  0,0  0,19 of 25  4 of 13,16 of 22  2 of 9,2 of 2  1 of 3,1 of 1  1 of 1,4 of 6  4 of 13,1 of 1  0 of 0,14 of 18  0 of 0
0,Chris Weidman Jacare Souza,0  1,68 of 193  74 of 132,35%  56%,76 of 201  100 of 158,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,68 of 193  74 of 132,52 of 171  42 of 89,14 of 20  24 of 31,2 of 2  8 of 12,61 of 182  57 of 109,7 of 11  15 of 21,0 of 0  2 of 2
0,David Branch Jared Cannonier,0  1,10 of 25  26 of 56,40%  46%,13 of 28  31 of 61,3 of 10  0 of 0,30%  0%,0  0,0  0,0  0,10 of 25  26 of 56,8 of 21  22 of 52,0 of 1  2 of 2,2 of 3  2 of 2,8 of 21  5 of 28,1 of 1  11 of 14,1 of 3  10 of 14
0,Karl Roberson Jack Marshman,0  0,34 of 71  21 of 98,47%  21%,90 of 135  30 of 108,2 of 3  0 of 0,66%  0%,0  0,3  0,0  0,34 of 71  21 of 98,24 of 58  12 of 80,6 of 8  3 of 5,4 of 5  6 of 13,24 of 57  19 of 95,5 of 7  2 of 3,5 of 7  0 of 0
0,Derek Brunson Israel Adesanya,0  3,3 of 14  13 of 23,21%  56%,9 of 23  15 of 25,0 of 7  0 of 0,0%  0%,0  0,0  0,0  0,3 of 14  13 of 23,2 of 11  9 of 16,0 of 2  3 of 4,1 of 1  1 of 3,2 of 13  11 of 19,1 of 1  2 of 3,0 of 0  0 of 1
0,Jason Knight Jordan Rinaldi,0  0,12 of 42  20 of 40,28%  50%,62 of 93  98 of 128,0 of 0  3 of 4,0%  75%,0  2,0  8,0  1,12 of 42  20 of 40,5 of 33  12 of 29,4 of 6  2 of 5,3 of 3  6 of 6,8 of 36  9 of 18,3 of 5  0 of 0,1 of 1  11 of 22
0,Sijara Eubanks Roxanne Modafferi,1  0,57 of 175  28 of 120,32%  23%,81 of 205  73 of 174,3 of 4  1 of 4,75%  25%,0  0,2  1,0  0,57 of 175  28 of 120,44 of 157  27 of 118,9 of 14  0 of 1,4 of 4  1 of 1,44 of 151  28 of 120,3 of 4  0 of 0,10 of 20  0 of 0
0,Julio Arce Sheymon Moraes,0  2,25 of 119  32 of 102,21%  31%,46 of 145  35 of 105,1 of 5  0 of 0,20%  0%,2  0,1  0,0  0,25 of 119  32 of 102,16 of 97  22 of 83,9 of 21  9 of 18,0 of 1  1 of 1,23 of 114  16 of 69,2 of 5  9 of 13,0 of 0  7 of 20
0,Lyman Good Ben Saunders,1  0,14 of 22  12 of 23,63%  52%,17 of 25  12 of 23,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,14 of 22  12 of 23,10 of 16  2 of 8,2 of 3  10 of 15,2 of 3  0 of 0,2 of 9  5 of 12,9 of 10  7 of 11,3 of 3  0 of 0
0,Shane Burgos Kurt Holobaugh,0  1,17 of 24  21 of 51,70%  41%,17 of 24  26 of 57,0 of 0  0 of 0,0%  0%,1  0,0  0,0  0,17 of 24  21 of 51,13 of 19  14 of 40,2 of 3  1 of 2,2 of 2  6 of 9,17 of 24  19 of 48,0 of 0  1 of 2,0 of 0  1 of 1
0,Adam Wieczorek Marcos Rogerio de Lima,0  0,7 of 38  28 of 59,18%  47%,31 of 65  70 of 112,1 of 2  3 of 5,50%  60%,0  0,1  3,0  0,7 of 38  28 of 59,3 of 28  18 of 47,2 of 6  2 of 4,2 of 4  8 of 8,7 of 37  16 of 36,0 of 1  4 of 6,0 of 0  8 of 17
0,Volkan Oezdemir Anthony Smith,0  0,77 of 148  63 of 117,52%  53%,103 of 175  67 of 121,1 of 1  1 of 3,100%  33%,0  2,2  1,0  0,77 of 148  63 of 117,48 of 114  41 of 88,10 of 12  16 of 23,19 of 22  6 of 6,45 of 101  48 of 98,9 of 16  14 of 18,23 of 31  1 of 1
0,Michael Johnson Artem Lobov,0  0,99 of 219  67 of 189,45%  35%,101 of 222  67 of 189,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,99 of 219  67 of 189,46 of 147  29 of 141,35 of 51  12 of 18,18 of 21  26 of 30,98 of 216  66 of 186,0 of 1  1 of 3,1 of 2  0 of 0
0,Misha Cirkunov Patrick Cummins,0  0,11 of 18  3 of 5,61%  60%,65 of 72  6 of 8,1 of 1  0 of 3,100%  0%,2  0,1  0,0  0,11 of 18  3 of 5,2 of 6  0 of 1,9 of 12  3 of 4,0 of 0  0 of 0,1 of 5  0 of 1,9 of 12  3 of 4,1 of 1  0 of 0
0,Andre Soukhamthath Jonathan Martinez,2  0,79 of 138  71 of 111,57%  63%,98 of 157  88 of 128,3 of 3  1 of 2,100%  50%,1  0,1  1,0  0,79 of 138  71 of 111,29 of 85  36 of 67,42 of 45  27 of 33,8 of 8  8 of 11,30 of 73  24 of 59,45 of 60  18 of 19,4 of 5  29 of 33
0,Gian Villante Ed Herman,0  0,81 of 217  84 of 223,37%  37%,81 of 217  85 of 224,0 of 1  0 of 1,0%  0%,0  0,0  0,0  0,81 of 217  84 of 223,69 of 201  63 of 190,8 of 12  7 of 17,4 of 4  14 of 16,81 of 216  83 of 218,0 of 1  1 of 3,0 of 0  0 of 2
0,Alex Garcia Court McGee,0  1,27 of 60  51 of 88,45%  57%,39 of 73  111 of 154,1 of 4  2 of 6,25%  33%,0  0,2  4,0  1,27 of 60  51 of 88,17 of 50  32 of 65,4 of 4  9 of 13,6 of 6  10 of 10,14 of 41  24 of 53,10 of 13  1 of 6,3 of 6  26 of 29
0,Nordine Taleb Sean Strickland,0  1,48 of 95  65 of 177,50%  36%,49 of 96  68 of 180,0 of 0  0 of 0,0%  0%,0  0,0  1,0  0,48 of 95  65 of 177,11 of 47  60 of 172,12 of 23  4 of 4,25 of 25  1 of 1,48 of 94  51 of 152,0 of 1  3 of 5,0 of 0  11 of 20
0,Thibault Gouti Nasrat Haqparast,0  1,78 of 284  124 of 256,27%  48%,95 of 306  148 of 282,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,78 of 284  124 of 256,56 of 252  98 of 217,14 of 23  20 of 31,8 of 9  6 of 8,78 of 284  84 of 181,0 of 0  15 of 24,0 of 0  25 of 51
0,Calvin Kattar Chris Fishgold,1  0,24 of 48  20 of 75,50%  26%,29 of 56  20 of 75,0 of 0  1 of 2,0%  50%,0  0,0  0,0  0,24 of 48  20 of 75,23 of 47  14 of 62,1 of 1  1 of 4,0 of 0  5 of 9,17 of 35  19 of 70,0 of 0  1 of 5,7 of 13  0 of 0
0,Sarah Moras Talita Bernardo,0  0,37 of 95  60 of 102,38%  58%,78 of 142  86 of 130,1 of 2  2 of 6,50%  33%,0  1,3  6,0  1,37 of 95  60 of 102,36 of 92  36 of 78,1 of 3  9 of 9,0 of 0  15 of 15,26 of 79  49 of 90,3 of 6  3 of 3,8 of 10  8 of 9
0,Te Edwards Don Madge,0  2,5 of 15  21 of 31,33%  67%,6 of 16  42 of 53,1 of 1  0 of 0,100%  0%,0  1,0  0,0  0,5 of 15  21 of 31,4 of 14  14 of 23,1 of 1  6 of 7,0 of 0  1 of 1,5 of 13  12 of 22,0 of 0  3 of 3,0 of 2  6 of 6
0,Arjan Bhullar Marcelo Golm,0  0,47 of 84  43 of 87,55%  49%,99 of 140  59 of 103,1 of 2  0 of 1,50%  0%,0  0,0  0,0  0,47 of 84  43 of 87,40 of 76  17 of 57,4 of 4  10 of 13,3 of 4  16 of 17,26 of 55  34 of 77,12 of 18  9 of 10,9 of 11  0 of 0
0,Stevie Ray Jessin Ayari,0  0,75 of 174  63 of 138,43%  45%,75 of 174  64 of 139,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,75 of 174  63 of 138,23 of 107  49 of 121,6 of 11  7 of 9,46 of 56  7 of 8,72 of 171  60 of 131,3 of 3  3 of 7,0 of 0  0 of 0
0,Khabib Nurmagomedov Conor McGregor,0  0,70 of 119  51 of 81,58%  62%,104 of 157  96 of 128,3 of 7  0 of 0,42%  0%,1  0,5  0,0  0,70 of 119  51 of 81,58 of 105  34 of 60,11 of 13  16 of 19,1 of 1  1 of 2,24 of 53  35 of 65,1 of 3  10 of 10,45 of 63  6 of 6
0,Tony Ferguson Anthony Pettis,0  1,114 of 194  45 of 99,58%  45%,115 of 195  49 of 104,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,114 of 194  45 of 99,66 of 131  32 of 80,21 of 32  9 of 13,27 of 31  4 of 6,106 of 181  38 of 90,4 of 7  2 of 3,4 of 6  5 of 6
0,Ovince Saint Preux Dominick Reyes,0  1,38 of 71  94 of 142,53%  66%,39 of 72  101 of 150,1 of 9  0 of 2,11%  0%,0  0,0  0,0  0,38 of 71  94 of 142,23 of 52  48 of 87,9 of 12  21 of 28,6 of 7  25 of 27,37 of 69  67 of 111,1 of 2  27 of 31,0 of 0  0 of 0
