,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
2608,Featherweight,KO/TKO  Punches,3,4:16,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/bdcb43bf1daa790b,http://ufcstats.com/event-details/1c5879330d42255f,Frankie Edgar,BJ Penn
2609,Light Heavyweight,KO/TKO  Punches,1,1:01,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/8c5785de472dd9b2,http://ufcstats.com/event-details/1c5879330d42255f,Corey Anderson,Matt Van Buren
2610,Middleweight,KO/TKO  Punches,1,1:11,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/14a59abb3160ddaa,http://ufcstats.com/event-details/1c5879330d42255f,Eddie Gordon,Dhiego Lima
2611,Heavyweight,KO/TKO  Punches,1,3:30,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/e7081f3a0a982f9d,http://ufcstats.com/event-details/1c5879330d42255f,Derrick Lewis,Guto Inocente
2612,Flyweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/de17a01ce8a0c654,http://ufcstats.com/event-details/1c5879330d42255f,Dustin Ortiz,Justin Scoggins
2613,Lightweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/94371d1af8aab471,http://ufcstats.com/event-details/1c5879330d42255f,Kevin Lee,Jesse Ronson
2614,Bantamweight,SUB  Armbar,3,3:49,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/8fd355e482806ca7,http://ufcstats.com/event-details/1c5879330d42255f,Leandro Issa,Jumabieke Tuerxun
2615,Lightweight,KO/TKO  Punch,1,2:21,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/2f91307892d163ce,http://ufcstats.com/event-details/1c5879330d42255f,Adriano Martins,Juan Puig
2616,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/1117f90ee81e0bbf,http://ufcstats.com/event-details/1c5879330d42255f,Patrick Walsh,Daniel Spohn
2617,Catch Weight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-06,http://ufcstats.com/fight-details/e7318f41bce58b8c,http://ufcstats.com/event-details/1c5879330d42255f,Sarah Moras,Alexis Dufresne
2618,Middleweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/f966ed41316504b9,http://ufcstats.com/event-details/53adf5b845d91e4a,Chris Weidman,Lyoto Machida
2619,Women's Bantamweight,KO/TKO  Punches,1,0:16,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/5da7d95051699adb,http://ufcstats.com/event-details/53adf5b845d91e4a,Ronda Rousey,Alexis Davis
2620,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/f560035058bdb18b,http://ufcstats.com/event-details/53adf5b845d91e4a,Uriah Hall,Thiago Santos
2621,Bantamweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/9cba1f0cdf10a8e5,http://ufcstats.com/event-details/53adf5b845d91e4a,Russell Doane,Marcus Brimage
2622,Bantamweight,SUB  Rear Naked Choke,3,1:09,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/27c34f7a7e1c4d67,http://ufcstats.com/event-details/53adf5b845d91e4a,Urijah Faber,Alex Caceres
2623,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/f206143bb9347444,http://ufcstats.com/event-details/53adf5b845d91e4a,Kenny Robertson,Ildemar Alcantara
2624,Middleweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/2e8058fb2344ae3f,http://ufcstats.com/event-details/53adf5b845d91e4a,Bruno Santos,Chris Camozzi
2625,Bantamweight,KO/TKO  Punch,1,2:19,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/c576e311ea337a32,http://ufcstats.com/event-details/53adf5b845d91e4a,Rob Font,George Roop
2626,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-07-05,http://ufcstats.com/fight-details/6445b14dbd24ac25,http://ufcstats.com/event-details/53adf5b845d91e4a,Luke Zachrich,Guilherme Vasconcelos
2627,Featherweight,U-DEC,5,5:00,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/46cfb41b00cb5ad8,http://ufcstats.com/event-details/c0ed7b208197e8de,Cub Swanson,Jeremy Stephens
2628,Welterweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/0dab467898de22c6,http://ufcstats.com/event-details/c0ed7b208197e8de,Kelvin Gastelum,Nico Musoke
2629,Middleweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/12bf24fa110513d0,http://ufcstats.com/event-details/c0ed7b208197e8de,Cezar Ferreira,Andrew Craig
2630,Featherweight,U-DEC,3,5:00,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/2c8d1f5bb73a812b,http://ufcstats.com/event-details/c0ed7b208197e8de,Ricardo Lamas,Hacran Dias
2631,Middleweight,S-DEC,3,5:00,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/7d26a6b4b6845e1b,http://ufcstats.com/event-details/c0ed7b208197e8de,Clint Hester,Antonio Braga Neto
2632,Lightweight,S-DEC,3,5:00,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/9afda67fdb4d7c07,http://ufcstats.com/event-details/c0ed7b208197e8de,Joe Ellenberger,James Moontasri
2633,Lightweight,SUB  Rear Naked Choke,1,0:38,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/cbf36e02c68e7719,http://ufcstats.com/event-details/c0ed7b208197e8de,Diego Ferreira,Colton Smith
2634,Bantamweight,KO/TKO  Punch,1,0:38,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/4eae10815ebe78e3,http://ufcstats.com/event-details/c0ed7b208197e8de,Cody Gibson,Johnny Bedford
2635,Middleweight,S-DEC,3,5:00,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/47cabf79c3340581,http://ufcstats.com/event-details/c0ed7b208197e8de,Marcelo Guimaraes,Andy Enz
2636,Flyweight,SUB  Rear Naked Choke,1,2:17,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/f3fb4be38377e1e9,http://ufcstats.com/event-details/c0ed7b208197e8de,Ray Borg,Shane Howell
2637,Heavyweight,SUB  Neck Crank,1,2:18,"San Antonio, Texas, USA",2014-06-28,http://ufcstats.com/fight-details/612333aaff795989,http://ufcstats.com/event-details/c0ed7b208197e8de,Aleksei Oleinik,Anthony Hamilton
2638,Middleweight,SUB  Armbar,1,4:34,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/bfcabf1ab823942f,http://ufcstats.com/event-details/ac9521250dc1a14c,Nate Marquardt,James Te Huna
2639,Heavyweight,U-DEC,3,5:00,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/7962611f2adbacc0,http://ufcstats.com/event-details/ac9521250dc1a14c,Jared Rosholt,Soa Palelei
2640,Featherweight,SUB  Anaconda Choke,2,4:32,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/a4759c52378f9d1a,http://ufcstats.com/event-details/ac9521250dc1a14c,Charles Oliveira,Hatsu Hioki
2641,Welterweight,U-DEC,3,5:00,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/1f65f03f1225e061,http://ufcstats.com/event-details/ac9521250dc1a14c,Robert Whittaker,Mike Rhodes
2642,Lightweight,SUB  Triangle Choke,3,3:16,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/70e49c90d012de66,http://ufcstats.com/event-details/ac9521250dc1a14c,Jake Matthews,Dashon Johnson
2643,Flyweight,U-DEC,3,5:00,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/2977a9b5c30d89c1,http://ufcstats.com/event-details/ac9521250dc1a14c,Richie Vaculik,Roldan Sangcha-an
2644,Welterweight,KO/TKO  Punch,1,4:55,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/eb13a9d04dca676e,http://ufcstats.com/event-details/ac9521250dc1a14c,Vik Grujic,Chris Indich
2645,Welterweight,KO/TKO  Punch,2,2:32,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/2bb2a2652fe38809,http://ufcstats.com/event-details/ac9521250dc1a14c,Neil Magny,Rodrigo de Lima
2646,Featherweight,KO/TKO  Elbows,1,3:34,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/ee532a38a0b93127,http://ufcstats.com/event-details/ac9521250dc1a14c,Dan Hooker,Ian Entwistle
2647,Light Heavyweight,S-DEC,3,5:00,"Auckland, New Zealand",2014-06-28,http://ufcstats.com/fight-details/25a28456f684503e,http://ufcstats.com/event-details/ac9521250dc1a14c,Gian Villante,Sean O'Connell
2648,Flyweight,U-DEC,5,5:00,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/933660cfab154f1a,http://ufcstats.com/event-details/5b5307450405abf0,Demetrious Johnson,Ali Bagautinov
2649,Welterweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/de65739f00350c58,http://ufcstats.com/event-details/5b5307450405abf0,Rory MacDonald,Tyron Woodley
2650,Light Heavyweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/b72c19b80fb47ba4,http://ufcstats.com/event-details/5b5307450405abf0,Ryan Bader,Rafael Feijao
2651,Heavyweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/f3ebce624bb154ae,http://ufcstats.com/event-details/5b5307450405abf0,Andrei Arlovski,Brendan Schaub
2652,Light Heavyweight,KO/TKO,2,2:10,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/db747a157e1f264b,http://ufcstats.com/event-details/5b5307450405abf0,Ovince Saint Preux,Ryan Jimmo
2653,Welterweight,SUB  Rear Naked Choke,1,2:52,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/7767149280471f2a,http://ufcstats.com/event-details/5b5307450405abf0,Kiichi Kunimoto,Daniel Sarafian
2654,Women's Bantamweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/594ce25b9e16c7ba,http://ufcstats.com/event-details/5b5307450405abf0,Valerie Letourneau,Elizabeth Phillips
2655,Bantamweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/5fe5c8cb69d8825e,http://ufcstats.com/event-details/5b5307450405abf0,Yves Jabouin,Mike Easton
2656,Lightweight,KO/TKO  Punch,3,2:01,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/a84d032d7d217427,http://ufcstats.com/event-details/5b5307450405abf0,Tae Hyun Bang,Kajan Johnson
2657,Bantamweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/2d7ead5ad0952423,http://ufcstats.com/event-details/5b5307450405abf0,Michinori Tanaka,Roland Delorme
2658,Lightweight,KO/TKO  Punches,1,4:57,"Vancouver, British Columbia, Canada",2014-06-14,http://ufcstats.com/fight-details/357ba2f1da89031b,http://ufcstats.com/event-details/5b5307450405abf0,Jason Saggo,Josh Shockley
2659,Lightweight,SUB  Rear Naked Choke,4,1:16,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/753004dcc9c53eb6,http://ufcstats.com/event-details/1fcfc3709fe58151,Benson Henderson,Rustam Khabilov
2660,Lightweight,S-DEC,3,5:00,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/8d7ea177efadc718,http://ufcstats.com/event-details/1fcfc3709fe58151,Diego Sanchez,Ross Pearson
2661,Flyweight,KO/TKO,2,5:00,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/dbc35626d0f0576b,http://ufcstats.com/event-details/1fcfc3709fe58151,John Dodson,John Moraga
2662,Lightweight,KO/TKO  Punch,2,3:36,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/b97d2f97d109cfc8,http://ufcstats.com/event-details/1fcfc3709fe58151,Rafael Dos Anjos,Jason High
2663,Lightweight,SUB  Rear Naked Choke,3,2:31,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/6ff8fff0fe2a3cd9,http://ufcstats.com/event-details/1fcfc3709fe58151,Piotr Hallmann,Yves Edwards
2664,Bantamweight,SUB  Rear Naked Choke,2,1:52,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/410e3163827d6d3b,http://ufcstats.com/event-details/1fcfc3709fe58151,Bryan Caraway,Erik Perez
2665,Bantamweight,U-DEC,3,5:00,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/6eee347f75f223f0,http://ufcstats.com/event-details/1fcfc3709fe58151,Sergio Pettis,Yaotzin Meza
2666,Welterweight,U-DEC,3,5:00,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/6597b770486021b8,http://ufcstats.com/event-details/1fcfc3709fe58151,Lance Benoist,Bobby Voelker
2667,Flyweight,U-DEC,3,5:00,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/d02ac0447fb2a7a0,http://ufcstats.com/event-details/1fcfc3709fe58151,Scott Jorgensen,Danny Martinez
2668,Lightweight,KO/TKO  Kick,3,2:47,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/5eb07bffdc8b7acf,http://ufcstats.com/event-details/1fcfc3709fe58151,Jon Tuck,Jake Lindsey
2669,Light Heavyweight,KO/TKO  Punches,2,2:28,"Albuquerque, New Mexico, USA",2014-06-07,http://ufcstats.com/fight-details/0c2a634606639d71,http://ufcstats.com/event-details/1fcfc3709fe58151,Patrick Cummins,Roger Narvaez
2670,Heavyweight,KO/TKO  Punch,1,0:35,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/09f9849d363433a7,http://ufcstats.com/event-details/59aaf2730b84698a,Stipe Miocic,Fabio Maldonado
2671,Heavyweight,U-DEC,3,5:00,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/c16454a3205506c6,http://ufcstats.com/event-details/59aaf2730b84698a,Antonio Carlos Junior,Vitor Miranda
2672,Middleweight,SUB  Guillotine Choke,3,0:25,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/bd0497a410822291,http://ufcstats.com/event-details/59aaf2730b84698a,Warlley Alves,Marcio Alexandre Junior
2673,Welterweight,U-DEC,3,5:00,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/f9109d1e7c4ff9aa,http://ufcstats.com/event-details/59aaf2730b84698a,Demian Maia,Alexander Yakovlev
2674,Featherweight,S-DEC,3,5:00,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/a104c62f69ce47de,http://ufcstats.com/event-details/59aaf2730b84698a,Robert Peralta,Rony Jason
2675,Lightweight,U-DEC,3,5:00,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/16216dcec4a48768,http://ufcstats.com/event-details/59aaf2730b84698a,Rashid Magomedov,Rodrigo Damm
2676,Lightweight,SUB  Rear Naked Choke,3,4:21,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/4041e280dc113323,http://ufcstats.com/event-details/59aaf2730b84698a,Elias Silverio,Ernest Chavez
2677,Welterweight,U-DEC,3,5:00,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/c16b1dc7577fc31c,http://ufcstats.com/event-details/59aaf2730b84698a,Gasan Umalatov,Paulo Thiago
2678,Featherweight,KO/TKO  Punches,2,4:52,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/c556a9d615f11483,http://ufcstats.com/event-details/59aaf2730b84698a,Kevin Souza,Mark Eddiva
2679,Middleweight,SUB  Rear Naked Choke,2,1:06,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/e64310b89b54db3f,http://ufcstats.com/event-details/59aaf2730b84698a,Ricardo Abreu,Wagner Silva
2680,Heavyweight,KO/TKO  Punch,1,0:20,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/ab27a211bcb9550b,http://ufcstats.com/event-details/59aaf2730b84698a,Marcos Rogerio de Lima,Richardson Moreira
2681,Bantamweight,KO/TKO  Punches,1,2:47,"Sao Paulo, Brazil",2014-05-31,http://ufcstats.com/fight-details/f132535656f28648,http://ufcstats.com/event-details/59aaf2730b84698a,Pedro Munhoz,Matt Hobar
2682,Middleweight,SUB  Rear Naked Choke,1,3:57,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/5d7c91acbcddda2f,http://ufcstats.com/event-details/b757c73f443d4fca,Gegard Mousasi,Mark Munoz
2683,Middleweight,U-DEC,3,5:00,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/0ecbb881c74a63f5,http://ufcstats.com/event-details/b757c73f443d4fca,CB Dollaway,Francis Carmont
2684,Middleweight,S-DEC,3,5:00,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/3618e0e165190576,http://ufcstats.com/event-details/b757c73f443d4fca,Sean Strickland,Luke Barnatt
2685,Featherweight,SUB  Rear Naked Choke,1,4:15,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/0b1af005a5f25561,http://ufcstats.com/event-details/b757c73f443d4fca,Niklas Backstrom,Tom Niinimaki
2686,Lightweight,U-DEC,3,5:00,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/042fee3d05e105fa,http://ufcstats.com/event-details/b757c73f443d4fca,Nick Hein,Drew Dober
2687,Middleweight,SUB  Guillotine Choke,2,4:59,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/5b6405eeb6757637,http://ufcstats.com/event-details/b757c73f443d4fca,Magnus Cedenblad,Krzysztof Jotko
2688,Bantamweight,KO/TKO  Punch,1,0:25,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/2133f8798f089140,http://ufcstats.com/event-details/b757c73f443d4fca,Iuri Alcantara,Vaughan Lee
2689,Welterweight,U-DEC,3,5:00,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/e886e22d31bc96c1,http://ufcstats.com/event-details/b757c73f443d4fca,Peter Sobotta,Pawel Pawlak
2690,Featherweight,U-DEC,3,5:00,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/47bdfab3cdcdddfd,http://ufcstats.com/event-details/b757c73f443d4fca,Maximo Blanco,Andy Ogle
2691,Heavyweight,U-DEC,3,5:00,"Berlin, Germany",2014-05-31,http://ufcstats.com/fight-details/2baa02e0df86b566,http://ufcstats.com/event-details/b757c73f443d4fca,Ruslan Magomedov,Viktor Pesta
2692,Bantamweight,KO/TKO  Punches,5,2:26,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/edcb573f1462846e,http://ufcstats.com/event-details/9ca265dfe8323db3,TJ Dillashaw,Renan Barao
2693,Light Heavyweight,SUB  Rear Naked Choke,3,3:53,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/2f6b63e8ec62e3ca,http://ufcstats.com/event-details/9ca265dfe8323db3,Daniel Cormier,Dan Henderson
2694,Welterweight,KO/TKO  Knee,3,3:06,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/c3e3d5ef06a45616,http://ufcstats.com/event-details/9ca265dfe8323db3,Robbie Lawler,Jake Ellenberger
2695,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/f9a59f7c67fbce01,http://ufcstats.com/event-details/9ca265dfe8323db3,Takeya Mizugaki,Francisco Rivera
2696,Lightweight,KO/TKO,1,5:00,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/164eb9071caf3fe8,http://ufcstats.com/event-details/9ca265dfe8323db3,James Krause,Jamie Varner
2697,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/1789d630e31e9c77,http://ufcstats.com/event-details/9ca265dfe8323db3,Michael Chiesa,Francisco Trinaldo
2698,Lightweight,KO/TKO  Punch,1,4:06,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/002c1562708ac307,http://ufcstats.com/event-details/9ca265dfe8323db3,Tony Ferguson,Katsunori Kikuno
2699,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/ee0075e188e87e86,http://ufcstats.com/event-details/9ca265dfe8323db3,Chris Holdsworth,Chico Camus
2700,Lightweight,SUB  D'Arce Choke,2,0:57,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/4ead27d52c14697a,http://ufcstats.com/event-details/9ca265dfe8323db3,Mitch Clarke,Al Iaquinta
2701,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/11d2b546c8533c0f,http://ufcstats.com/event-details/9ca265dfe8323db3,Vinc Pichel,Anthony Njokuani
2702,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/8d98ccae1057815e,http://ufcstats.com/event-details/9ca265dfe8323db3,Sam Sicilia,Aaron Phillips
2703,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-05-24,http://ufcstats.com/fight-details/b56fd6eb7d0b6083,http://ufcstats.com/event-details/9ca265dfe8323db3,Jingliang Li,David Michaud
2704,Welterweight,KO/TKO  Punches,3,2:11,"Cincinnati, Ohio, USA",2014-05-10,http://ufcstats.com/fight-details/f8cceeabeb2afd4d,http://ufcstats.com/event-details/579fcdfcabd23a7b,Matt Brown,Erick Silva
2705,Middleweight,KO/TKO  Punch,1,3:47,"Cincinnati, Ohio, USA",2014-05-10,http://ufcstats.com/fight-details/2d14f73c374f2875,http://ufcstats.com/event-details/579fcdfcabd23a7b,Costas Philippou,Lorenz Larkin
2706,Lightweight,KO/TKO  Kick,1,3:21,"Cincinnati, Ohio, USA",2014-05-10,http://ufcstats.com/fight-details/3ee1a3216cf66b95,http://ufcstats.com/event-details/579fcdfcabd23a7b,Daron Cruickshank,Erik Koch
2707,Welterweight,U-DEC,3,5:00,"Cincinnati, Ohio, USA",2014-05-10,http://ufcstats.com/fight-details/107079f548338ac3,http://ufcstats.com/event-details/579fcdfcabd23a7b,Neil Magny,Tim Means
2708,Heavyweight,KO/TKO  Punch,1,2:20,"Cincinnati, Ohio, USA",2014-05-10,http://ufcstats.com/fight-details/4ceadad9c2dd0a87,http://ufcstats.com/event-details/579fcdfcabd23a7b,Soa Palelei,Ruan Potts
