,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
2487,Middleweight,U-DEC,3,5:00,"Stockholm, Sweden",2014-10-04,http://ufcstats.com/fight-details/5563d6de0b4c4d65,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Magnus Cedenblad,Scott Askham
2488,Welterweight,U-DEC,3,5:00,"Stockholm, Sweden",2014-10-04,http://ufcstats.com/fight-details/562d3261ca7bdf01,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Nico Musoke,Alexander Yakovlev
2489,Featherweight,U-DEC,3,5:00,"Stockholm, Sweden",2014-10-04,http://ufcstats.com/fight-details/24ac3d1bee1610ef,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Dennis Siver,Charles Rosa
2490,Welterweight,S-DEC,3,5:00,"Stockholm, Sweden",2014-10-04,http://ufcstats.com/fight-details/63e21ff20866b8fb,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Cathal Pendred,Gasan Umalatov
2491,Middleweight,U-DEC,3,5:00,"Stockholm, Sweden",2014-10-04,http://ufcstats.com/fight-details/6c62796d9b7e94a0,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Krzysztof Jotko,Tor Troeng
2492,Lightweight,KO/TKO  Punch,1,1:01,"Stockholm, Sweden",2014-10-04,http://ufcstats.com/fight-details/23692b9936363da3,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Mairbek Taisumov,Marcin Bandel
2493,Featherweight,KO/TKO  Punches,1,4:21,"Stockholm, Sweden",2014-10-04,http://ufcstats.com/fight-details/75a88258eb967e0c,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Zubaira Tukhugov,Ernest Chavez
2494,Flyweight,SUB  Kimura,2,2:29,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/79c2461046e17eba,http://ufcstats.com/event-details/3bb030257966b022,Demetrious Johnson,Chris Cariaso
2495,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/64eb4ae171613218,http://ufcstats.com/event-details/3bb030257966b022,Donald Cerrone,Eddie Alvarez
2496,Featherweight,KO/TKO  Punch,1,1:46,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/6bcea00473e43a59,http://ufcstats.com/event-details/3bb030257966b022,Conor McGregor,Dustin Poirier
2497,Middleweight,KO/TKO  Punch,3,0:58,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/3e3db8c37096c260,http://ufcstats.com/event-details/3bb030257966b022,Yoel Romero,Tim Kennedy
2498,Women's Bantamweight,KO/TKO  Punches,3,1:21,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/b1b82605646eb850,http://ufcstats.com/event-details/3bb030257966b022,Cat Zingano,Amanda Nunes
2499,Bantamweight,KO/TKO  Punches,1,1:01,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/72656e864ca1c972,http://ufcstats.com/event-details/3bb030257966b022,Dominick Cruz,Takeya Mizugaki
2500,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/65f4d4f44e6e73f7,http://ufcstats.com/event-details/3bb030257966b022,Jorge Masvidal,James Krause
2501,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/fceab09944a65840,http://ufcstats.com/event-details/3bb030257966b022,Stephen Thompson,Patrick Cote
2502,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/fc45644c62643c71,http://ufcstats.com/event-details/3bb030257966b022,Brian Ebersole,John Howard
2503,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/9c0721bd410e7a0e,http://ufcstats.com/event-details/3bb030257966b022,Kevin Lee,Jon Tuck
2504,Bantamweight,SUB  Guillotine Choke,2,4:56,"Las Vegas, Nevada, USA",2014-09-27,http://ufcstats.com/fight-details/a49706a6edb0c5c3,http://ufcstats.com/event-details/3bb030257966b022,Manvel Gamburyan,Cody Gibson
2505,Heavyweight,KO/TKO  Punch,2,3:00,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/ef3c1a2ac6510d26,http://ufcstats.com/event-details/2dea80c069847321,Mark Hunt,Roy Nelson
2506,Lightweight,KO/TKO  Punch,1,1:32,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/5ff0c4c6006f0873,http://ufcstats.com/event-details/2dea80c069847321,Myles Jury,Takanori Gomi
2507,Welterweight,U-DEC,3,5:00,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/1e797ccd275a98d0,http://ufcstats.com/event-details/2dea80c069847321,Yoshihiro Akiyama,Amir Sadollah
2508,Women's Bantamweight,U-DEC,3,5:00,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/36d9d7e331e6b589,http://ufcstats.com/event-details/2dea80c069847321,Miesha Tate,Rin Nakai
2509,Welterweight,S-DEC,3,5:00,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/26cd506de4221057,http://ufcstats.com/event-details/2dea80c069847321,Kiichi Kunimoto,Richard Walsh
2510,Flyweight,KO/TKO  Punches,1,3:48,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/c2a36e996bba3a4a,http://ufcstats.com/event-details/2dea80c069847321,Kyoji Horiguchi,Jon Delos Reyes
2511,Bantamweight,U-DEC,3,5:00,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/b516beb27416e492,http://ufcstats.com/event-details/2dea80c069847321,Masanori Kanehara,Alex Caceres
2512,Featherweight,SUB  Rear Naked Choke,2,1:38,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/7690e946d9d81f51,http://ufcstats.com/event-details/2dea80c069847321,Katsunori Kikuno,Sam Sicilia
2513,Welterweight,KO/TKO  Elbows,1,1:18,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/de2dad48d95305d7,http://ufcstats.com/event-details/2dea80c069847321,Hyun Gyu Lim,Takenori Sato
2514,Bantamweight,S-DEC,3,5:00,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/a4398b9257a93d78,http://ufcstats.com/event-details/2dea80c069847321,Kyung Ho Kang,Michinori Tanaka
2515,Lightweight,SUB  Guillotine Choke,2,2:34,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/3dd55cca2358a511,http://ufcstats.com/event-details/2dea80c069847321,Johnny Case,Kazuki Tokudome
2516,Featherweight,U-DEC,3,5:00,"Saitama, Japan",2014-09-20,http://ufcstats.com/fight-details/284e05afc9479620,http://ufcstats.com/event-details/2dea80c069847321,Maximo Blanco,Dan Hooker
2517,Heavyweight,KO/TKO  Punch,1,2:59,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/61c9bbeb2806534b,http://ufcstats.com/event-details/a71feb7ea7592a71,Andrei Arlovski,Antonio Silva
2518,Lightweight,S-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/246f38c7855a6400,http://ufcstats.com/event-details/a71feb7ea7592a71,Gleison Tibau,Piotr Hallmann
2519,Lightweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/72d2ab073f4120a4,http://ufcstats.com/event-details/a71feb7ea7592a71,Leonardo Santos,Efrain Escudero
2520,Welterweight,KO/TKO  Punches,1,1:20,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/033e4538b9014f91,http://ufcstats.com/event-details/a71feb7ea7592a71,Santiago Ponzinibbio,Wendell Oliveira
2521,Bantamweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/36c2ce10809f17b3,http://ufcstats.com/event-details/a71feb7ea7592a71,Iuri Alcantara,Russell Doane
2522,Women's Bantamweight,SUB  Guillotine Choke,1,4:33,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/2798c746fe93502a,http://ufcstats.com/event-details/a71feb7ea7592a71,Jessica Andrade,Larissa Pacheco
2523,Featherweight,SUB  Armbar,1,4:29,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/7580c93fec606442,http://ufcstats.com/event-details/a71feb7ea7592a71,Godofredo Pepey,Dashon Johnson
2524,Welterweight,KO/TKO  Punch,2,2:31,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/ebb9eeac1faf73ed,http://ufcstats.com/event-details/a71feb7ea7592a71,George Sullivan,Igor Araujo
2525,Lightweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/e79e3ee088b76d46,http://ufcstats.com/event-details/a71feb7ea7592a71,Francisco Trinaldo,Leandro Silva
2526,Welterweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/972b0643185b2570,http://ufcstats.com/event-details/a71feb7ea7592a71,Sean Spencer,Paulo Thiago
2527,Bantamweight,SUB  Kimura,2,2:04,"Brasilia, Distrito Federal, Brazil",2014-09-13,http://ufcstats.com/fight-details/6f19f24780c4f23f,http://ufcstats.com/event-details/a71feb7ea7592a71,Rani Yahya,Johnny Bedford
2528,Middleweight,SUB  Guillotine Choke,3,4:30,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/80faf0c138d20999,http://ufcstats.com/event-details/9bcfb40dbcd50568,Jacare Souza,Gegard Mousasi
2529,Heavyweight,KO/TKO  Punch,1,2:19,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/1520290d28b75b53,http://ufcstats.com/event-details/9bcfb40dbcd50568,Ben Rothwell,Alistair Overeem
2530,Heavyweight,KO/TKO  Punches,1,0:41,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/fd4d5685c2e207b5,http://ufcstats.com/event-details/9bcfb40dbcd50568,Matt Mitrione,Derrick Lewis
2531,Lightweight,KO/TKO,2,2:14,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/c9733393385105cb,http://ufcstats.com/event-details/9bcfb40dbcd50568,Joe Lauzon,Michael Chiesa
2532,Flyweight,SUB  Guillotine Choke,2,0:47,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/839c8cd7b1a32c7c,http://ufcstats.com/event-details/9bcfb40dbcd50568,John Moraga,Justin Scoggins
2533,Lightweight,KO/TKO  Elbows,3,2:26,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/1c980547431ddcef,http://ufcstats.com/event-details/9bcfb40dbcd50568,Al Iaquinta,Rodrigo Damm
2534,Middleweight,S-DEC,3,5:00,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/98e21492b6bc15d3,http://ufcstats.com/event-details/9bcfb40dbcd50568,Rafael Natal,Chris Camozzi
2535,Bantamweight,U-DEC,3,5:00,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/603b0b1fa3ab8f20,http://ufcstats.com/event-details/9bcfb40dbcd50568,Chris Beal,Tateki Matsuda
2536,Featherweight,U-DEC,3,5:00,"Ledyard, Connecticut, USA",2014-09-05,http://ufcstats.com/fight-details/7ba4a04673307cc9,http://ufcstats.com/event-details/9bcfb40dbcd50568,Chas Skelly,Sean Soriano
2537,Bantamweight,KO/TKO  Kick,5,2:20,"Sacramento, California, USA",2014-08-30,http://ufcstats.com/fight-details/e8c16b26a4bfe163,http://ufcstats.com/event-details/269d103c96a4c3a5,TJ Dillashaw,Joe Soto
2538,Lightweight,S-DEC,3,5:00,"Sacramento, California, USA",2014-08-30,http://ufcstats.com/fight-details/ae0b5ab5bc4bb6a7,http://ufcstats.com/event-details/269d103c96a4c3a5,Tony Ferguson,Danny Castillo
2539,Women's Bantamweight,KO/TKO  Punches,2,1:56,"Sacramento, California, USA",2014-08-30,http://ufcstats.com/fight-details/8452ff5ae6316931,http://ufcstats.com/event-details/269d103c96a4c3a5,Bethe Correia,Shayna Baszler
2540,Lightweight,KO/TKO  Punch,2,1:53,"Sacramento, California, USA",2014-08-30,http://ufcstats.com/fight-details/1748b2b5aabe23a5,http://ufcstats.com/event-details/269d103c96a4c3a5,Diego Ferreira,Ramsey Nijem
2541,Lightweight,SUB  Other - Choke,2,1:54,"Sacramento, California, USA",2014-08-30,http://ufcstats.com/fight-details/7cfb05c08ec91525,http://ufcstats.com/event-details/269d103c96a4c3a5,Yancy Medeiros,Damon Jackson
2542,Middleweight,U-DEC,3,5:00,"Sacramento, California, USA",2014-08-30,http://ufcstats.com/fight-details/bd83e4a6f216230f,http://ufcstats.com/event-details/269d103c96a4c3a5,Derek Brunson,Lorenz Larkin
2543,Heavyweight,KO/TKO  Punches,2,4:17,"Sacramento, California, USA",2014-08-30,http://ufcstats.com/fight-details/c303b8a07d0d06d2,http://ufcstats.com/event-details/269d103c96a4c3a5,Anthony Hamilton,Ruan Potts
2544,Lightweight,SUB  Guillotine Choke,1,1:12,"Sacramento, California, USA",2014-08-30,http://ufcstats.com/fight-details/788c4bbf925cdf40,http://ufcstats.com/event-details/269d103c96a4c3a5,Chris Wade,Cain Carrizosa
2545,Lightweight,KO/TKO  Punch,1,2:31,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/351532f2fe6804d1,http://ufcstats.com/event-details/063649e21bc9d6d5,Rafael Dos Anjos,Benson Henderson
2546,Welterweight,KO/TKO  Punch,1,1:12,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/c7765a3255701267,http://ufcstats.com/event-details/063649e21bc9d6d5,Jordan Mein,Mike Pyle
2547,Middleweight,KO/TKO  Punch,2,0:20,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/735ed861dee80d25,http://ufcstats.com/event-details/063649e21bc9d6d5,Thales Leites,Francis Carmont
2548,Catch Weight,KO/TKO  Punches,3,3:47,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/56fbc2a376569c13,http://ufcstats.com/event-details/063649e21bc9d6d5,Max Holloway,Clay Collard
2549,Lightweight,U-DEC,3,5:00,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/20f0129fc4861674,http://ufcstats.com/event-details/063649e21bc9d6d5,James Vick,Valmir Lazaro
2550,Featherweight,SUB  Rear Naked Choke,1,2:35,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/e8f6232d12d52b58,http://ufcstats.com/event-details/063649e21bc9d6d5,Chas Skelly,Tom Niinimaki
2551,Welterweight,U-DEC,3,5:00,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/954362efa4564d60,http://ufcstats.com/event-details/063649e21bc9d6d5,Neil Magny,Alex Garcia
2552,Lightweight,SUB  Arm Triangle,2,3:38,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/53fe9da9fb8d4f88,http://ufcstats.com/event-details/063649e21bc9d6d5,Beneil Dariush,Anthony Rocco Martin
2553,Bantamweight,U-DEC,3,5:00,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/b2867869d4eb98ce,http://ufcstats.com/event-details/063649e21bc9d6d5,Matt Hobar,Aaron Phillips
2554,Welterweight,SUB  Omoplata,1,2:18,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/bb9c60bc6924f373,http://ufcstats.com/event-details/063649e21bc9d6d5,Ben Saunders,Chris Heatherly
2555,Flyweight,U-DEC,3,5:00,"Tulsa, Oklahoma, USA",2014-08-23,http://ufcstats.com/fight-details/01be9ab42f1fd8e6,http://ufcstats.com/event-details/063649e21bc9d6d5,Wilson Reis,Joby Sanchez
2556,Middleweight,KO/TKO  Knee,4,0:57,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/a57b9c636ac198be,http://ufcstats.com/event-details/770b9d4813c25902,Michael Bisping,Cung Le
2557,Welterweight,KO/TKO  Punch,1,1:01,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/7cde85d46dc0bebe,http://ufcstats.com/event-details/770b9d4813c25902,Tyron Woodley,Dong Hyun Kim
2558,Lightweight,U-DEC,3,5:00,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/0067048aaa2aa2da,http://ufcstats.com/event-details/770b9d4813c25902,Zhang Lipeng,Brendan O'Reilly
2559,Featherweight,U-DEC,3,5:00,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/2c417643d6de6f04,http://ufcstats.com/event-details/770b9d4813c25902,Ning Guangyou,Jianping Yang
2560,Welterweight,U-DEC,3,5:00,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/2d323659e430bc92,http://ufcstats.com/event-details/770b9d4813c25902,Sai Wang,Danny Mitchell
2561,Welterweight,KO/TKO  Punch,1,4:17,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/d0ee52e17db605ab,http://ufcstats.com/event-details/770b9d4813c25902,Alberto Mina,Shinsho Anzai
2562,Bantamweight,SUB  Rear Naked Choke,1,1:06,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/e5cf527ed3963a0e,http://ufcstats.com/event-details/770b9d4813c25902,Ulka Sasaki,Roland Delorme
2563,Welterweight,KO/TKO  Punches,1,4:50,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/4de8b5898e1a23c8,http://ufcstats.com/event-details/770b9d4813c25902,Colby Covington,An Ying Wang
2564,Bantamweight,S-DEC,3,5:00,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/fe1130f34dea28d8,http://ufcstats.com/event-details/770b9d4813c25902,Royston Wee,Yao Zhikui
2565,Women's Bantamweight,S-DEC,3,5:00,"Macau, China",2014-08-23,http://ufcstats.com/fight-details/63e4cd10ed47f1a8,http://ufcstats.com/event-details/770b9d4813c25902,Milana Dudieva,Elizabeth Phillips
2566,Light Heavyweight,U-DEC,5,5:00,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/db209b782f35e0e6,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Ryan Bader,Ovince Saint Preux
2567,Lightweight,KO/TKO  Punch,2,1:35,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/efa3f3c8945cad0a,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Ross Pearson,Gray Maynard
2568,Middleweight,KO/TKO  Punch,2,3:18,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/852442b380088fa5,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Tim Boetsch,Brad Tavares
2569,Welterweight,KO/TKO  Punch,1,4:23,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/5df4632f6238e612,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Alan Jouban,Seth Baczynski
2570,Heavyweight,KO/TKO  Punches,3,2:03,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/2573a9a722f238f4,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Shawn Jordan,Jack May
2571,Featherweight,SUB  Rear Naked Choke,1,4:27,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/6989466d287b4a57,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Thiago Tavares,Robert Peralta
2572,Flyweight,U-DEC,3,5:00,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/a0e4f43827aa81c4,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Jussier Formiga,Zach Makovsky
2573,Women's Bantamweight,S-DEC,3,5:00,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/03ba4f9ba7c934ad,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Sara McMann,Lauren Murphy
2574,Middleweight,U-DEC,3,5:00,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/49d8fc8e4aee9b51,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Tom Watson,Sam Alvey
2575,Bantamweight,U-DEC,3,5:00,"Bangor, Maine, USA",2014-08-16,http://ufcstats.com/fight-details/99dc6aa635a9cf98,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Frankie Saenz,Nolan Ticman
2576,Welterweight,U-DEC,5,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/677910683d0fd88b,http://ufcstats.com/event-details/05fbfe628658c538,Robbie Lawler,Matt Brown
2577,Light Heavyweight,KO/TKO  Punch,1,0:44,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/1f63949591ad61bd,http://ufcstats.com/event-details/05fbfe628658c538,Anthony Johnson,Rogerio Nogueira
2578,Featherweight,SUB  Rear Naked Choke,2,2:57,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/1258b6f1cb5eed64,http://ufcstats.com/event-details/05fbfe628658c538,Dennis Bermudez,Clay Guida
2579,Lightweight,S-DEC,3,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/23124e6f3e7aa37d,http://ufcstats.com/event-details/05fbfe628658c538,Bobby Green,Josh Thomson
2580,Lightweight,U-DEC,3,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/17dc833cda860933,http://ufcstats.com/event-details/05fbfe628658c538,Jorge Masvidal,Daron Cruickshank
2581,Light Heavyweight,U-DEC,3,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/2e23e7ab6217c034,http://ufcstats.com/event-details/05fbfe628658c538,Patrick Cummins,Kyle Kingsbury
2582,Welterweight,U-DEC,3,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/35cdd5e50d30f26e,http://ufcstats.com/event-details/05fbfe628658c538,Tim Means,Hernani Perpetuo
2583,Lightweight,U-DEC,3,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/f9e672ec431fed3f,http://ufcstats.com/event-details/05fbfe628658c538,Tiago Trator,Akbarh Arreola
2584,Welterweight,U-DEC,3,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/5da651d5867cbdfe,http://ufcstats.com/event-details/05fbfe628658c538,Gilbert Burns,Andreas Stahl
2585,Women's Strawweight,U-DEC,3,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/f29ba17d818d4fac,http://ufcstats.com/event-details/05fbfe628658c538,Joanna Jedrzejczyk,Juliana Lima
2586,Featherweight,U-DEC,3,5:00,"San Jose, California, USA",2014-07-26,http://ufcstats.com/fight-details/55b3724a98c0469c,http://ufcstats.com/event-details/05fbfe628658c538,Noad Lahat,Steven Siler
2587,Featherweight,KO/TKO  Punch,1,4:05,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/1e603e6aa6d1a750,http://ufcstats.com/event-details/073eee4e62f0d988,Conor McGregor,Diego Brandao
2588,Welterweight,SUB  Rear Naked Choke,2,4:48,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/ab3820fa9944bd22,http://ufcstats.com/event-details/073eee4e62f0d988,Gunnar Nelson,Zak Cummings
2589,Flyweight,U-DEC,3,5:00,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/0836a9bdd8942bb3,http://ufcstats.com/event-details/073eee4e62f0d988,Ian McCall,Brad Pickett
2590,Lightweight,KO/TKO  Punches,2,3:41,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/611ccad0fc46ba51,http://ufcstats.com/event-details/073eee4e62f0d988,Norman Parke,Naoyuki Kotani
2591,Light Heavyweight,KO/TKO  Punch,1,2:07,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/85a58685504c63b4,http://ufcstats.com/event-details/073eee4e62f0d988,Ilir Latifi,Chris Dempsey
2592,Flyweight,U-DEC,3,5:00,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/b2457e9da89967e2,http://ufcstats.com/event-details/073eee4e62f0d988,Neil Seery,Phil Harris
2593,Middleweight,SUB  Rear Naked Choke,2,3:33,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/f3a970c83d8de1db,http://ufcstats.com/event-details/073eee4e62f0d988,Cathal Pendred,Mike King
2594,Middleweight,U-DEC,3,5:00,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/c805552171b20b68,http://ufcstats.com/event-details/073eee4e62f0d988,Trevor Smith,Tor Troeng
2595,Light Heavyweight,KO/TKO  Punches,1,4:57,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/f6d6b660e1578744,http://ufcstats.com/event-details/073eee4e62f0d988,Nikita Krylov,Cody Donovan
2596,Flyweight,SUB  Rear Naked Choke,1,3:06,"Dublin, Leinster, Ireland",2014-07-19,http://ufcstats.com/fight-details/e554e9910cb83d49,http://ufcstats.com/event-details/073eee4e62f0d988,Paddy Holohan,Joshua Sampo
2597,Lightweight,KO/TKO  Kick,2,3:31,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/c8998aa536614a5a,http://ufcstats.com/event-details/79ded75550efc139,Donald Cerrone,Jim Miller
2598,Lightweight,KO/TKO  Kick,1,3:06,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/4e7c06f8b2b8c24b,http://ufcstats.com/event-details/79ded75550efc139,Edson Barboza,Evan Dunham
2599,Welterweight,SUB  Arm Triangle,2,2:12,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/a822be2a017f329e,http://ufcstats.com/event-details/79ded75550efc139,Rick Story,Leonardo Mafra
2600,Lightweight,KO/TKO  Punch,2,3:27,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/c1bc2a42652f685c,http://ufcstats.com/event-details/79ded75550efc139,Joe Proctor,Justin Salas
2601,Flyweight,KO/TKO  Punch,3,4:51,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/3c06557ddd86f8e8,http://ufcstats.com/event-details/79ded75550efc139,John Lineker,Alptekin Ozkilic
2602,Featherweight,KO/TKO  Punch,3,2:08,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/0dff8509f6a861f1,http://ufcstats.com/event-details/79ded75550efc139,Lucas Martins,Alex White
2603,Lightweight,U-DEC,3,5:00,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/b0271fa12935bf88,http://ufcstats.com/event-details/79ded75550efc139,Gleison Tibau,Pat Healy
2604,Women's Bantamweight,KO/TKO  Punch,1,2:24,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/9fc7fcbdb6587265,http://ufcstats.com/event-details/79ded75550efc139,Leslie Smith,Jessamyn Duke
2605,Bantamweight,KO/TKO  Punches,3,3:50,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/02a183fa803a33fe,http://ufcstats.com/event-details/79ded75550efc139,Aljamain Sterling,Hugo Viana
2606,Lightweight,KO/TKO,1,5:00,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/635ee9448fe2ddaf,http://ufcstats.com/event-details/79ded75550efc139,Yosdenis Cedeno,Jerrod Sanders
2607,Women's Strawweight,U-DEC,3,5:00,"Atlantic City, New Jersey, USA",2014-07-16,http://ufcstats.com/fight-details/5c30f6535a08d598,http://ufcstats.com/event-details/79ded75550efc139,Claudia Gadelha,Tina Lahdemaki
