,f1_odds,f2_odds,fight,f1,f2
2,1.24,5.26,Eddie Wineland vs Yves Jabouin,Eddie Wineland,Yves Jabouin
2,1.54,2.8,Chico Camus vs Yaotzin Meza,Chico Camus,Yaotzin Meza
2,1.31,3.93,Hugo Viana vs Ramiro Hernandez,Hugo Viana,Ramiro Hernandez
2,1.43,3.25,Daron Cruickshank vs Mike Rio,Daron Cruickshank,Mike Rio
2,3.55,1.4,George Sullivan vs Mike Rhodes,George Sullivan,Mike Rhodes
2,4.55,1.25,Nikita Krylov vs Walt Harris,Nikita Krylov,Walt Harris
2,1.47,3.11,Tarec Saffiedine vs Hyun Gyu Lim,Tarec Saffiedine,Hyun Gyu Lim
2,1.98,2.3,Tatsuya Kawajiri vs Sean Soriano,Tatsuya Kawajiri,Sean Soriano
2,2.45,1.67,Kiichi Kunimoto vs Luiz Dutra,Kiichi Kunimoto,Luiz Dutra
2,1.33,3.95,Kyung Ho Kang vs Shunichi Shimizu,Kyung Ho Kang,Shunichi Shimizu
2,1.43,3.46,Max Holloway vs Will Chope,Max Holloway,Will Chope
2,1.61,2.7,Katsunori Kikuno vs Quinn Mulhern,Katsunori Kikuno,Quinn Mulhern
2,2.75,1.57,Royston Wee vs Dave Galera,Royston Wee,Dave Galera
2,1.31,4.2,Mairbek Taisumov vs Tae Hyun Bang,Mairbek Taisumov,Tae Hyun Bang
2,1.36,4.25,Dustin Kimura vs Jon delos Reyes,Dustin Kimura,Jon delos Reyes
2,2.15,1.83,Russell Doane vs Leandro Issa,Russell Doane,Leandro Issa
2,2.75,1.58,Chris Weidman vs Anderson Silva,Chris Weidman,Anderson Silva
2,1.17,6.55,Ronda Rousey vs Miesha Tate,Ronda Rousey,Miesha Tate
2,2.35,1.74,Travis Browne vs Josh Barnett,Travis Browne,Josh Barnett
2,1.26,4.76,Jim Miller vs Fabricio Camoes,Jim Miller,Fabricio Camoes
2,1.46,3.2,Dustin Poirier vs Diego Brandao,Dustin Poirier,Diego Brandao
2,1.38,3.96,Urijah Hall vs Chris Leben,Urijah Hall,Chris Leben
2,1.71,2.35,Michael Johnson vs Gleison Tibau,Michael Johnson,Gleison Tibau
2,1.35,3.86,Dennis Siver vs Manny Gamburyan,Dennis Siver,Manny Gamburyan
2,2.4,1.69,John Howard vs Siyar Bahadurzada,John Howard,Siyar Bahadurzada
2,2.25,1.77,William Macario vs Bobby Voelker,William Macario,Bobby Voelker
2,1.61,2.65,Robbie Peralta vs Estevan Payan,Robbie Peralta,Estevan Payan
2,2.7,1.71,Mark Hunt vs Antonio Silva,Mark Hunt,Antonio Silva
2,2.4,1.75,Mauricio Rua vs James Te Huna,Mauricio Rua,James Te Huna
2,1.21,5.65,Ryan Bader vs Anthony Perosh,Ryan Bader,Anthony Perosh
2,2.6,1.59,Soa Palelei vs Pat Barry,Soa Palelei,Pat Barry
2,2.3,1.74,Clint Hester vs Dylan Andrews,Clint Hester,Dylan Andrews
2,2.6,1.61,Bethe Correia vs Julie Kedzie,Bethe Correia,Julie Kedzie
2,1.33,4.0,Takeya Mizugaki vs Nam Phan,Takeya Mizugaki,Nam Phan
2,2.85,1.57,Caio Magalhaes vs Nick Ring,Caio Magalhaes,Nick Ring
2,1.3,4.1,Justin Scoggins vs Richie Vaculik,Justin Scoggins,Richie Vaculik
2,3.15,1.45,Krzysztof Jotko vs Bruno Santos,Krzysztof Jotko,Bruno Santos
2,1.16,6.55,Alex Garcia vs Ben Wall,Alex Garcia,Ben Wall
2,2.14,1.83,Nate Diaz vs Gray Maynard,Nate Diaz,Gray Maynard
2,1.36,3.6,Julianna Pena vs Jessica Rakoczy,Julianna Pena,Jessica Rakoczy
2,1.5,2.95,Chris Holdsworth vs Davey Grant,Chris Holdsworth,Davey Grant
2,1.43,3.25,Jessamyn Duke vs Peggy Morgan,Jessamyn Duke,Peggy Morgan
2,1.26,5.16,Raquel Pennington vs Roxanne Modafferi,Raquel Pennington,Roxanne Modafferi
2,2.77,1.55,Akira Corassani vs Maximo Blanco,Akira Corassani,Maximo Blanco
2,2.0,1.95,Tom Niinimaki vs Rani Yahya,Tom Niinimaki,Rani Yahya
2,1.45,3.5,Jared Rosholt vs Walt Harris,Jared Rosholt,Walt Harris
2,1.45,3.1,Sean Spencer vs Drew Dober,Sean Spencer,Drew Dober
2,1.87,2.05,Josh Sampo vs Ryan Benoit,Josh Sampo,Ryan Benoit
2,1.54,2.85,Georges St. Pierre vs Johny Hendricks,Georges St. Pierre,Johny Hendricks
2,1.5,3.2,Rashad Evans vs Chael Sonnen,Rashad Evans,Chael Sonnen
2,4.65,1.26,Robbie Lawler vs Rory MacDonald,Robbie Lawler,Rory MacDonald
2,1.95,2.3,Tyron Woodley vs Josh Koscheck,Tyron Woodley,Josh Koscheck
2,2.5,1.67,Ali Bagautinov vs Tim Elliott,Ali Bagautinov,Tim Elliott
2,1.87,2.15,Donald Cerrone vs Evan Dunham,Donald Cerrone,Evan Dunham
2,1.61,2.71,Thales Leites vs Ed Herman,Thales Leites,Ed Herman
2,1.49,3.01,Rick Story vs Brian Ebersole,Rick Story,Brian Ebersole
2,1.24,4.78,Erik Perez vs Edwin Figueroa,Erik Perez,Edwin Figueroa
2,1.32,3.9,Jason High vs Anthony Lapsley,Jason High,Anthony Lapsley
2,1.26,4.55,Sergio Pettis vs Will Campuzano,Sergio Pettis,Will Campuzano
2,1.31,4.1,Gian Villante vs Cody Donovan,Gian Villante,Cody Donovan
2,2.55,1.67,Chael Sonnen vs Mauricio Rua,Chael Sonnen,Mauricio Rua
2,2.7,1.67,Travis Browne vs Alistair Overeem,Travis Browne,Alistair Overeem
2,1.47,3.05,Urijah Faber vs Yuri Alcantara,Urijah Faber,Yuri Alcantara
2,1.8,2.3,Matt Brown vs Mike Pyle,Matt Brown,Mike Pyle
2,5.2,1.22,John Howard vs Urijah Hall,John Howard,Urijah Hall
2,3.6,1.42,Michael Johnson vs Joe Lauzon,Michael Johnson,Joe Lauzon
2,1.33,4.05,Michael McDonald vs Brad Pickett,Michael McDonald,Brad Pickett
2,1.42,3.85,Conor McGregor vs Max Holloway,Conor McGregor,Max Holloway
2,2.9,1.5,Steven Siler vs Mike Brown,Steven Siler,Mike Brown
2,1.57,3.0,Diego Brandao vs Daniel Pineda,Diego Brandao,Daniel Pineda
2,1.8,2.31,Manny Gamburyan vs Cole Miller,Manny Gamburyan,Cole Miller
2,1.31,4.63,Ovince St Preux vs Cody Donovan,Ovince St Preux,Cody Donovan
2,2.75,1.57,James Vick vs Ramsey Nijem,James Vick,Ramsey Nijem
2,1.15,8.05,Jose Aldo vs Chan Sung Jung,Jose Aldo,Chan Sung Jung
2,1.4,4.05,Phil Davis vs Lyoto Machida,Phil Davis,Lyoto Machida
2,1.22,5.1,Cezar Ferreira vs Thiago Santos,Cezar Ferreira,Thiago Santos
2,1.69,2.5,Thales Leites vs Tom Watson,Thales Leites,Tom Watson
2,1.27,4.55,John Lineker vs Jose Maria Tome,John Lineker,Jose Maria Tome
2,5.35,1.22,Anthony Perosh vs Vinny Magalhaes,Anthony Perosh,Vinny Magalhaes
2,1.51,3.0,Amanda Nunes vs Sheila Gaff,Amanda Nunes,Sheila Gaff
2,1.72,2.51,Sergio Moraes vs Neil Magny,Sergio Moraes,Neil Magny
2,1.22,5.05,Ian McCall vs Iliarde Santos,Ian McCall,Iliarde Santos
2,1.13,9.17,Rani Yahya vs Josh Clopton,Rani Yahya,Josh Clopton
2,2.4,1.83,Francimar Barroso vs Ednaldo Oliveira,Francimar Barroso,Ednaldo Oliveira
2,1.57,2.77,Viscardi Andrade vs Bristol Marunde,Viscardi Andrade,Bristol Marunde
2,1.25,4.75,Demetrious Johnson vs John Moraga,Demetrious Johnson,John Moraga
2,1.43,3.14,Rory MacDonald vs Jake Ellenberger,Rory MacDonald,Jake Ellenberger
2,1.29,4.15,Robbie Lawler vs Bobby Voelker,Robbie Lawler,Bobby Voelker
2,1.2,5.75,Liz Carmouche vs Jessica Andrade,Liz Carmouche,Jessica Andrade
2,1.4,3.55,Jorge Masvidal vs Michael Chiesa,Jorge Masvidal,Michael Chiesa
2,1.5,3.45,Danny Castillo vs Tim Means,Danny Castillo,Tim Means
2,1.91,2.45,Melvin Guillard vs Mac Danzig,Melvin Guillard,Mac Danzig
2,1.67,2.75,Daron Cruickshank vs Yves Edwards,Daron Cruickshank,Yves Edwards
2,1.57,3.0,Ed Herman vs Trevor Smith,Ed Herman,Trevor Smith
2,1.63,2.7,Germaine de Randamie vs Julie Kedzie,Germaine de Randamie,Julie Kedzie
2,1.45,3.2,Justin Salas vs Aaron Riley,Justin Salas,Aaron Riley
2,3.3,1.47,Yaotzin Meza vs John Albert,Yaotzin Meza,John Albert
2,1.16,6.75,Cain Velasquez vs Antonio Silva,Cain Velasquez,Antonio Silva
2,1.25,5.25,Junior dos Santos vs Mark Hunt,Junior dos Santos,Mark Hunt
2,1.33,4.75,Glover Teixeira vs James Te Huna,Glover Teixeira,James Te Huna
2,2.65,1.74,T.J. Grant vs Gray Maynard,T.J. Grant,Gray Maynard
2,1.37,3.48,Donald Cerrone vs K.J. Noons,Donald Cerrone,K.J. Noons
2,2.5,1.67,Mike Pyle vs Rick Story,Mike Pyle,Rick Story
2,1.4,3.65,Dennis Bermudez vs Max Holloway,Dennis Bermudez,Max Holloway
2,2.75,1.71,Robert Whittaker vs Colton Smith,Robert Whittaker,Colton Smith
2,1.4,3.75,Khabib Nurmagomedov vs Abel Trujillo,Khabib Nurmagomedov,Abel Trujillo
2,1.63,2.65,Stephen Thompson vs Nah-Shon Burrell,Stephen Thompson,Nah-Shon Burrell
2,3.66,1.36,George Roop vs Brian Bowles,George Roop,Brian Bowles
2,1.6,2.9,Jeremy Stephens vs Estevan Payan,Jeremy Stephens,Estevan Payan
2,1.95,2.04,Vitor Belfort vs Luke Rockhold,Vitor Belfort,Luke Rockhold
2,1.17,6.0,Ronaldo Souza vs Chris Camozzi,Ronaldo Souza,Chris Camozzi
2,1.5,2.91,Rafael dos Anjos vs Evan Dunham,Rafael dos Anjos,Evan Dunham
2,1.36,3.7,Rafael Natal vs Joao Zeferino,Rafael Natal,Joao Zeferino
2,1.99,2.1,Nik Lentz vs Hacran Dias,Nik Lentz,Hacran Dias
2,1.33,3.9,Francisco Trinaldo vs Mike Rio,Francisco Trinaldo,Mike Rio
2,1.42,3.35,Gleison Tibau vs John Cholish,Gleison Tibau,John Cholish
2,1.57,2.76,Paulo Thiago vs Michel Prazeres,Paulo Thiago,Michel Prazeres
2,1.2,5.5,Yuri Alcantara vs Iliarde Santos,Yuri Alcantara,Iliarde Santos
2,1.38,3.45,Fabio Maldonado vs Roger Hollett,Fabio Maldonado,Roger Hollett
2,2.1,1.87,John Lineker vs Azamat Gashimov,John Lineker,Azamat Gashimov
2,1.65,2.55,Jussier Formiga vs Chris Cariaso,Jussier Formiga,Chris Cariaso
2,1.33,3.85,Lucas Martins vs Jeremy Larsen,Lucas Martins,Jeremy Larsen
2,1.13,9.0,Jon Jones vs Chael Sonnen,Jon Jones,Chael Sonnen
2,1.57,4.5,Michael Bisping vs Alan Belcher,Michael Bisping,Alan Belcher
2,1.43,3.2,Roy Nelson vs Cheick Kongo,Roy Nelson,Cheick Kongo
2,1.36,3.55,Phil Davis vs Vinny Magalhaes,Phil Davis,Vinny Magalhaes
2,3.4,1.4,Pat Healy vs Jim Miller,Pat Healy,Jim Miller
2,1.54,3.4,Rustam Khabilov vs Yancy Medeiros,Rustam Khabilov,Yancy Medeiros
2,1.69,2.4,Ovince St Preux vs Gian Villante,Ovince St Preux,Gian Villante
2,1.18,5.8,Sara McMann vs Sheila Gaff,Sara McMann,Sheila Gaff
