,Fighter,W_L_FIGHTERS,KD_Win,KD_lose,Sig_str_land_win,Sig_str_att_win,Sig_str_land_lose,Sig_str_att_lose,Sig_str_%_win,Sig_str_%_lose,Tot_str_land_win,Tot_str_att_win,Tot_str_land_lose,Tot_str_att_lose,Td_land_win,Td_att_win,Td_land_lose,Td_att_lose,Td_%_win,Td_%_lose,Sub_att_win,Sub_att_lose,Pass_win,Pass_lose,Rev_win,Rev_lose,Head_land_win,Head_att_win,Head_land_lose,Head_att_lose,Body_land_win,Body_att_win,Body_land_lose,Body_att_lose,Leg_land_win,Leg_att_win,Leg_land_lose,Leg_att_lose,Dist_land_win,Dist_att_win,Dist_land_lose,Dist_att_lose,Clinch_land_win,Clinch_att_win,Clinch_land_lose,Clinch_att_lose,Ground_land_win,Ground_att_win,Ground_land_lose,Ground_att_lose
1581,ChadLapriseThibaultGouti,ChadLapriseThibaultGouti,2, 0,17,35,4,16,48%, 25%,22,40,4,16,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,14,31,2,14,0,1,0,0,3,3,2,2,10,21,4,16,2,5,0,0,5,9,0,0
1582,JeremyKennedyAlessandroRicci,JeremyKennedyAlessandroRicci,0, 0,27,71,28,60,38%, 46%,43,94,83,118,5,14,0,2,35%, 0%,0, 0,0, 0,0, 0,16,51,7,25,8,15,16,28,3,5,5,7,15,45,13,37,11,23,15,22,1,3,0,1
1583,NateDiazConorMcGregor,ConorMcGregorNateDiaz, 3,0,164,286,166,343, 57%,48%,197,322,252,435,0,1,1,7, 0%,14%, 0,0, 0,0, 0,0,98,212,107,256,26,29,50,71,40,45,9,16,137,253,88,227,27,32,77,112,0,1,1,4
1584,AnthonyJohnsonGloverTeixeira,AnthonyJohnsonGloverTeixeira,1, 0,4,8,1,3,50%, 33%,4,8,1,3,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,4,8,1,3,0,0,0,0,0,0,0,0,2,6,1,3,0,0,0,0,2,2,0,0
1585,RickStoryDonaldCerrone,DonaldCerroneRickStory, 1,0,45,73,17,51, 61%,33%,48,76,19,54,1,1,1,5, 100%,20%, 1,0, 0,0, 0,0,22,48,6,35,12,13,5,10,11,12,6,6,37,63,13,46,3,4,2,2,5,6,2,3
1586,HyunGyuLimMikePerry,MikePerryHyunGyuLim, 3,0,31,50,8,29, 62%,27%,50,69,8,29,0,0,0,0, 0%,0%, 0,0, 3,0, 0,0,21,38,8,28,3,5,0,1,7,7,0,0,16,27,8,29,0,1,0,0,15,22,0,0
1587,TimMeansSabahHomasi,TimMeansSabahHomasi,0, 0,71,118,33,80,60%, 41%,82,130,38,88,0,0,2,2,0%, 100%,0, 0,0, 0,0, 0,57,101,25,70,12,15,4,5,2,2,4,5,54,92,28,73,17,26,5,6,0,0,0,1
1588,CodyGarbrandtTakeyaMizugaki,CodyGarbrandtTakeyaMizugaki,1, 0,12,27,4,9,44%, 44%,13,28,6,11,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,10,25,3,7,0,0,0,0,2,2,1,2,6,15,4,9,1,1,0,0,5,11,0,0
1589,RaquelPenningtonElizabethPhillips,RaquelPenningtonElizabethPhillips,0, 0,33,50,15,34,66%, 44%,81,102,34,58,3,5,1,5,60%, 20%,1, 0,2, 2,0, 1,18,33,5,19,12,14,3,8,3,3,7,7,6,20,9,27,19,22,6,7,8,8,0,0
1590,ArtemLobovChrisAvila,ArtemLobovChrisAvila,0, 0,53,117,42,128,45%, 32%,63,128,63,150,0,1,0,1,0%, 0%,0, 0,0, 0,0, 0,15,69,27,104,11,19,6,15,27,29,9,9,48,108,36,114,5,9,5,12,0,0,1,2
1591,RandaMarkosCortneyCasey,CortneyCaseyRandaMarkos, 0,0,21,36,4,17, 58%,23%,29,44,38,51,0,0,1,1, 0%,100%, 1,0, 1,1, 1,1,16,30,4,16,1,2,0,1,4,4,0,0,9,21,3,16,1,1,1,1,11,14,0,0
1592,NeilMagnyLorenzLarkin,LorenzLarkinNeilMagny, 1,0,32,48,8,23, 66%,34%,34,50,13,29,0,0,0,5, 0%,0%, 0,0, 0,0, 0,0,13,25,5,20,6,7,1,1,13,16,2,2,22,38,6,21,10,10,2,2,0,0,0,0
1593,ColbyCovingtonMaxGriffin,ColbyCovingtonMaxGriffin,0, 0,26,46,13,35,56%, 37%,161,216,33,58,6,9,0,0,66%, 0%,0, 1,12, 0,0, 1,19,38,9,31,6,7,2,2,1,1,2,2,14,28,11,32,1,1,1,1,11,17,1,2
1594,AlbertoUdaMarvinVettori,MarvinVettoriAlbertoUda, 0,0,10,14,4,9, 71%,44%,50,68,21,27,1,1,1,2, 100%,50%, 1,0, 0,0, 0,0,10,14,3,8,0,0,1,1,0,0,0,0,2,4,1,5,0,0,0,0,8,10,3,4
1595,YairRodriguezAlexCaceres,YairRodriguezAlexCaceres,0, 0,120,338,62,196,35%, 31%,124,343,65,202,1,2,1,1,50%, 100%,0, 0,0, 1,0, 0,63,267,46,170,17,26,9,14,40,45,7,12,106,315,57,187,6,8,4,7,8,15,1,2
1596,DennisBermudezRonyJason,DennisBermudezRonyJason,0, 0,48,95,9,41,50%, 21%,77,127,16,48,5,10,0,0,50%, 0%,0, 0,1, 1,1, 0,29,67,6,32,5,14,3,8,14,14,0,1,21,59,7,39,2,2,2,2,25,34,0,0
1597,ThalesLeitesChrisCamozzi,ThalesLeitesChrisCamozzi,0, 0,36,53,8,15,67%, 53%,58,82,11,18,5,11,0,0,45%, 0%,1, 0,7, 0,0, 0,36,53,5,12,0,0,1,1,0,0,2,2,0,7,6,13,14,20,1,1,22,26,1,1
1598,SantiagoPonzinibbioZakCummings,SantiagoPonzinibbioZakCummings,0, 0,58,126,35,152,46%, 23%,60,128,35,152,0,0,1,5,0%, 20%,0, 0,0, 0,0, 0,50,117,23,135,2,2,8,12,6,7,4,5,55,123,35,151,3,3,0,1,0,0,0,0
1599,TrevorSmithJoeGigliotti,TrevorSmithJoeGigliotti,1, 0,42,69,15,31,60%, 48%,105,137,24,40,4,6,1,1,66%, 100%,2, 1,10, 0,0, 0,38,63,10,26,2,4,5,5,2,2,0,0,3,17,6,19,10,13,8,10,29,39,1,2
1600,MarynaMorozDanielleTaylor,MarynaMorozDanielleTaylor,0, 0,17,251,17,102,6%, 16%,17,251,17,102,0,0,1,1,0%, 100%,0, 0,0, 0,0, 0,13,238,7,84,1,7,0,3,3,6,10,15,17,251,17,102,0,0,0,0,0,0,0,0
1601,CourtMcGeeDominiqueSteele,CourtMcGeeDominiqueSteele,0, 0,15,39,23,65,38%, 35%,55,82,45,88,4,15,0,1,26%, 0%,1, 0,2, 0,0, 0,9,28,18,56,4,9,5,9,2,2,0,0,7,30,15,52,8,9,8,13,0,0,0,0
1602,ViktorPestaMarcinTybura,MarcinTyburaViktorPesta, 1,0,15,62,3,42, 24%,7%,20,67,4,43,0,0,0,2, 0%,0%, 0,0, 0,0, 0,0,11,54,2,41,2,5,1,1,2,3,0,0,14,59,3,41,1,3,0,1,0,0,0,0
1603,DavidTeymurJasonNovelli,DavidTeymurJasonNovelli,1, 0,26,61,8,28,42%, 28%,26,61,9,29,0,1,0,0,0%, 0%,0, 0,0, 0,0, 0,10,40,3,18,5,6,2,5,11,15,3,5,26,58,7,25,0,3,1,3,0,0,0,0
1604,TerutoIshiharaHoracioGutierrez,TerutoIshiharaHoracioGutierrez,1, 0,13,25,5,18,52%, 27%,13,25,5,18,0,1,0,0,0%, 0%,0, 0,0, 0,0, 0,7,17,1,14,3,5,0,0,3,3,4,4,8,19,5,18,0,0,0,0,5,6,0,0
1605,CubSwansonTatsuyaKawajiri,CubSwansonTatsuyaKawajiri,0, 0,67,109,23,101,61%, 22%,91,133,51,132,1,1,3,12,100%, 25%,1, 0,3, 3,0, 1,51,92,12,82,10,11,2,8,6,6,9,11,38,77,19,85,8,9,2,3,21,23,2,13
1606,ChaseShermanJustinLedet,JustinLedetChaseSherman, 0,0,113,230,59,166, 49%,35%,114,231,60,167,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,111,228,26,120,2,2,7,14,0,0,26,32,110,226,58,164,3,4,1,2,0,0,0,0
1607,RobbieLawlerTyronWoodley,TyronWoodleyRobbieLawler, 1,0,8,11,3,6, 72%,50%,8,11,4,7,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,7,9,0,1,1,2,3,5,0,0,0,0,3,6,2,5,0,0,1,1,5,5,0,0
1608,RoseNamajunasKarolinaKowalkiewicz,KarolinaKowalkiewiczRoseNamajunas, 0,0,84,242,70,145, 34%,48%,128,293,74,149,0,0,2,6, 0%,33%, 0,0, 2,1, 0,0,44,185,52,123,29,38,10,13,11,19,8,9,36,174,50,116,41,56,16,25,7,12,4,4
1609,MattBrownJakeEllenberger,JakeEllenbergerMattBrown, 2,0,21,34,7,17, 61%,41%,29,43,7,17,0,0,0,1, 0%,0%, 0,0, 0,0, 0,0,18,31,5,15,2,2,2,2,1,1,0,0,7,15,5,15,0,0,2,2,14,19,0,0
1610,FranciscoRiveraErikPerez,ErikPerezFranciscoRivera, 0,0,54,156,55,158, 34%,34%,147,259,59,163,2,6,0,0, 33%,0%, 0,0, 1,0, 0,0,20,115,39,138,23,30,8,12,11,11,8,8,37,134,52,151,4,8,2,5,13,14,1,2
1611,RyanBenoitFredySerrano,RyanBenoitFredySerrano,1, 0,31,58,22,60,53%, 36%,45,76,67,116,0,1,5,14,0%, 35%,0, 0,1, 4,0, 0,15,38,14,50,8,9,8,8,8,11,0,2,21,40,18,52,8,12,2,6,2,6,2,2
1612,NikitaKrylovEdHerman,NikitaKrylovEdHerman,1, 0,60,118,26,55,50%, 47%,70,128,36,65,0,0,1,1,0%, 100%,0, 0,0, 1,0, 0,35,80,20,47,15,26,4,6,10,12,2,2,50,106,20,43,10,12,6,12,0,0,0,0
1613,RossPearsonJorgeMasvidal,JorgeMasvidalRossPearson, 1,0,113,256,52,138, 44%,37%,130,277,53,139,1,1,2,2, 100%,100%, 0,0, 0,0, 0,0,84,219,14,79,18,23,19,35,11,14,19,24,92,221,51,136,8,10,1,2,13,25,0,0
1614,AnthonyHamiltonDamianGrabowski,AnthonyHamiltonDamianGrabowski,1, 0,9,16,1,3,56%, 33%,11,18,2,4,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,8,15,1,3,1,1,0,0,0,0,0,0,3,6,0,2,6,10,1,1,0,0,0,0
1615,WilsonReisHectorSandoval,WilsonReisHectorSandoval,0, 0,4,8,5,13,50%, 38%,12,17,8,16,3,5,0,0,60%, 0%,1, 0,3, 1,0, 1,3,7,3,11,0,0,1,1,1,1,1,1,4,8,5,11,0,0,0,2,0,0,0,0
1616,CesarArzamendiaDamienBrown,DamienBrownCesarArzamendia, 2,0,22,42,17,27, 52%,62%,25,46,17,27,0,0,0,0, 0%,0%, 0,1, 1,0, 0,0,20,40,11,21,1,1,5,5,1,1,1,1,8,19,14,23,2,4,3,4,12,19,0,0
1617,HollyHolmValentinaShevchenko,ValentinaShevchenkoHollyHolm, 0,0,87,185,54,211, 47%,25%,119,217,73,231,3,7,0,0, 42%,0%, 0,0, 1,0, 0,0,44,120,20,139,3,13,11,29,40,52,23,43,83,178,50,207,1,3,4,4,3,4,0,0
1618,EdsonBarbozaGilbertMelendez,EdsonBarbozaGilbertMelendez,0, 0,56,136,39,129,41%, 30%,63,144,42,135,1,1,0,5,100%, 0%,0, 0,0, 0,0, 0,23,84,35,120,10,22,3,7,23,30,1,2,52,127,36,125,0,0,1,2,4,9,2,2
1619,FrancisNgannouBojanMihajlovic,FrancisNgannouBojanMihajlovic,0, 0,8,20,3,6,40%, 50%,9,21,3,6,0,0,0,1,0%, 0%,0, 0,0, 0,0, 0,5,17,0,1,3,3,1,1,0,0,2,4,3,6,3,6,0,1,0,0,5,13,0,0
1620,FeliceHerrigKailinCurran,FeliceHerrigKailinCurran,0, 0,13,30,5,17,43%, 29%,15,32,7,19,1,1,0,0,100%, 0%,1, 0,2, 0,0, 0,5,19,4,16,5,7,1,1,3,4,0,0,13,30,5,17,0,0,0,0,0,0,0,0
1621,FrankieSaenzEddieWineland,EddieWinelandFrankieSaenz, 1,0,42,129,45,116, 32%,38%,52,139,59,132,0,1,1,4, 0%,25%, 0,0, 0,1, 0,0,35,119,27,82,7,10,2,14,0,0,16,20,38,123,43,113,1,2,0,0,3,4,2,3
1622,DarrenElkinsGodofredoPepey,DarrenElkinsGodofredoPepey,0, 0,33,57,20,38,57%, 52%,206,256,67,99,5,6,0,0,83%, 0%,0, 2,0, 1,0, 1,32,54,18,36,1,3,2,2,0,0,0,0,3,17,4,16,0,0,3,3,30,40,13,19
1623,KamaruUsmanAlexanderYakovlev,KamaruUsmanAlexanderYakovlev,0, 0,41,67,8,15,61%, 53%,155,195,11,18,5,9,0,0,55%, 0%,0, 0,8, 0,0, 0,26,46,1,5,10,15,6,9,5,6,1,1,0,21,5,11,1,2,3,4,40,44,0,0
1624,MichelPrazeresJCCottrell,MichelPrazeresJCCottrell,0, 0,48,77,14,53,62%, 26%,70,101,39,78,7,14,0,0,50%, 0%,1, 0,4, 0,1, 1,31,56,9,47,14,17,1,1,3,4,4,5,40,67,14,52,2,4,0,1,6,6,0,0
1625,AlexOliveiraJamesMoontasri,AlexOliveiraJamesMoontasri,0, 0,58,78,12,26,74%, 46%,156,196,30,48,2,8,0,1,25%, 0%,0, 0,1, 0,0, 0,28,45,6,17,28,31,1,3,2,2,5,6,5,12,3,14,15,21,9,12,38,45,0,0
1626,JimAlersJasonKnight,JasonKnightJimAlers, 0,0,76,225,41,100, 33%,41%,95,245,49,110,1,2,4,10, 50%,40%, 0,0, 0,1, 0,0,40,179,32,87,11,15,2,4,25,31,7,9,69,215,39,95,2,4,0,3,5,6,2,2
1627,LuisHenriqueDmitriiSmoliakov,LuisHenriqueDmitriiSmoliakov,0, 0,20,43,14,34,46%, 41%,77,141,66,95,1,7,0,1,14%, 0%,1, 0,2, 0,0, 0,16,39,8,26,4,4,4,5,0,0,2,3,4,15,6,22,4,9,7,11,12,19,1,1
1628,MichaelMcDonaldJohnLineker,JohnLinekerMichaelMcDonald, 2,0,26,55,14,30, 47%,46%,28,57,14,30,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,18,43,13,29,7,10,1,1,1,2,0,0,15,38,12,27,5,9,2,3,6,8,0,0
1629,TonyFergusonLandoVannata,TonyFergusonLandoVannata,0, 1,66,119,40,110,55%, 36%,69,122,42,112,0,0,0,2,0%, 0%,3, 0,0, 0,0, 0,42,92,26,82,17,20,9,18,7,7,5,10,66,119,34,96,0,0,2,6,0,0,4,8
1630,TimBoetschJoshSamman,TimBoetschJoshSamman,0, 0,38,58,17,39,65%, 43%,98,119,23,47,2,2,0,3,100%, 0%,0, 0,3, 0,0, 0,28,46,7,23,9,11,5,11,1,1,5,5,6,16,13,26,8,11,4,13,24,31,0,0
1631,AlekseiOleinikDanielOmielanczuk,DanielOmielanczukAlekseiOleinik, 0,0,26,37,8,28, 70%,28%,100,111,60,84,1,1,4,7, 100%,57%, 0,2, 1,5, 2,1,22,32,6,25,4,5,1,1,0,0,1,2,10,17,2,19,2,5,1,1,14,15,5,8
1632,KyleNokeKeitaNakamura,KeitaNakamuraKyleNoke, 1,0,41,113,44,77, 36%,57%,45,117,48,81,0,2,2,2, 0%,100%, 1,0, 3,0, 0,0,33,99,19,47,5,8,8,11,3,6,17,19,31,94,41,74,1,1,2,2,9,18,1,1
1633,LouisSmolkaBenNguyen,LouisSmolkaBenNguyen,0, 0,82,113,4,8,72%, 50%,138,178,8,12,3,6,0,0,50%, 0%,7, 1,7, 1,3, 2,75,106,2,6,7,7,1,1,0,0,1,1,3,5,2,6,0,0,1,1,79,108,1,1
1634,LaurenMurphyKatlynChookagian,KatlynChookagianLaurenMurphy, 0,0,45,139,38,143, 32%,26%,67,162,87,200,0,1,1,4, 0%,25%, 0,0, 0,0, 0,0,27,114,28,129,8,14,3,5,10,11,7,9,42,133,29,133,3,6,4,4,0,0,5,6
1635,EricSpicelySamAlvey,SamAlveyEricSpicely, 0,0,8,15,7,9, 53%,77%,13,20,8,10,0,0,0,4, 0%,0%, 1,0, 0,0, 0,0,6,13,4,5,2,2,2,3,0,0,1,1,5,10,6,8,3,4,1,1,0,1,0,0
1636,CortneyCaseyCristinaStanciu,CortneyCaseyCristinaStanciu,0, 0,19,28,5,12,67%, 41%,31,42,5,12,2,2,0,0,100%, 0%,0, 0,3, 0,0, 0,18,26,2,8,0,0,1,1,1,2,2,3,3,10,4,11,0,0,1,1,16,18,0,0
1637,ScottHoltzmanCodyPfister,ScottHoltzmanCodyPfister,1, 0,53,99,28,93,53%, 30%,120,177,55,124,3,3,1,9,100%, 11%,1, 0,5, 1,1, 2,34,78,24,88,13,15,4,5,6,6,0,0,29,69,17,75,12,14,7,12,12,16,4,6
1638,RaniYahyaMatthewLopez,RaniYahyaMatthewLopez,0, 0,40,75,14,34,53%, 41%,109,148,26,46,3,6,1,1,50%, 100%,1, 2,5, 0,0, 1,28,61,7,27,6,8,3,3,6,6,4,4,25,53,13,32,1,2,0,1,14,20,1,1
1639,DevinClarkAlexNicholson,AlexNicholsonDevinClark, 1,1,18,31,14,20, 58%,70%,20,33,30,37,0,0,1,1, 0%,100%, 0,1, 0,2, 0,0,6,18,7,13,5,5,7,7,7,8,0,0,12,24,8,12,3,4,3,4,3,3,3,4
1640,MieshaTateAmandaNunes,AmandaNunesMieshaTate, 0,0,40,63,3,15, 63%,20%,40,63,3,15,0,0,0,5, 0%,0%, 1,0, 1,0, 0,0,35,54,2,12,3,5,1,2,2,4,0,1,30,50,3,14,3,5,0,1,7,8,0,0
1641,DanielCormierAndersonSilva,DanielCormierAndersonSilva,0, 0,33,64,17,43,51%, 39%,153,208,30,56,3,3,0,0,100%, 0%,0, 0,3, 0,0, 0,27,56,9,30,2,4,4,7,4,4,4,6,15,38,16,42,0,0,1,1,18,26,0,0
1642,JoseAldoFrankieEdgar,JoseAldoFrankieEdgar,0, 0,80,192,79,264,41%, 29%,81,193,81,267,0,0,0,11,0%, 0%,0, 0,0, 0,0, 0,68,174,42,213,8,14,14,25,4,4,23,26,79,190,72,254,1,2,7,10,0,0,0,0
1643,CainVelasquezTravisBrowne,CainVelasquezTravisBrowne,1, 0,50,79,6,27,63%, 22%,90,124,6,27,1,3,0,0,33%, 0%,0, 0,1, 0,0, 0,35,63,5,26,5,6,1,1,10,10,0,0,28,49,6,27,5,8,0,0,17,22,0,0
1644,CatZinganoJuliannaPena,JuliannaPenaCatZingano, 0,0,12,21,11,23, 57%,47%,129,150,23,37,2,3,3,4, 66%,75%, 1,0, 6,2, 1,2,8,17,6,18,4,4,4,4,0,0,1,1,1,7,3,12,2,3,2,3,9,11,6,8
1645,JohnyHendricksKelvinGastelum,KelvinGastelumJohnyHendricks, 0,0,124,249,70,157, 49%,44%,134,259,90,177,0,1,1,5, 0%,20%, 0,0, 0,0, 0,0,89,211,51,134,19,22,5,7,16,16,14,16,114,235,58,135,10,14,12,22,0,0,0,0
1646,TJDillashawRaphaelAssuncao,TJDillashawRaphaelAssuncao,0, 0,64,195,49,140,32%, 35%,72,205,52,143,1,5,0,2,20%, 0%,0, 0,1, 0,0, 0,33,152,25,101,10,16,11,17,21,27,13,22,61,190,46,128,2,4,3,12,1,1,0,0
1647,SageNorthcuttEnriqueMarin,SageNorthcuttEnriqueMarin,0, 0,41,66,16,36,62%, 44%,106,135,26,48,0,2,4,10,0%, 40%,1, 2,2, 4,1, 0,36,59,12,32,3,5,2,2,2,2,2,2,14,33,12,31,13,17,2,3,14,16,2,2
1648,DiegoSanchezJoeLauzon,JoeLauzonDiegoSanchez, 1,0,22,33,6,10, 66%,60%,28,40,7,11,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,22,33,3,7,0,0,2,2,0,0,1,1,6,10,5,8,14,19,1,2,2,4,0,0
1649,GegardMousasiThiagoSantos,GegardMousasiThiagoSantos,1, 0,21,34,5,13,61%, 38%,39,55,5,13,2,2,0,0,100%, 0%,0, 0,2, 0,0, 0,16,28,3,7,3,3,0,2,2,3,2,4,8,19,4,12,3,4,0,0,10,11,1,1
1650,JimMillerTakanoriGomi,JimMillerTakanoriGomi,0, 0,8,26,1,5,30%, 20%,13,32,1,5,1,1,0,0,100%, 0%,0, 0,1, 0,0, 0,8,26,0,4,0,0,0,0,0,0,1,1,1,8,1,5,0,0,0,0,7,18,0,0
1651,JoannaJedrzejczykClaudiaGadelha,JoannaJedrzejczykClaudiaGadelha,0, 1,176,330,63,150,53%, 42%,194,351,101,191,1,2,4,13,50%, 30%,0, 0,0, 5,0, 0,112,256,57,136,35,39,5,11,29,35,1,3,146,291,46,126,28,37,10,15,2,2,7,9
1652,AndrewSanchezKhalilRountreeJr.,AndrewSanchezKhalilRountreeJr.,0, 0,31,43,14,27,72%, 51%,118,159,58,76,6,12,0,0,50%, 0%,0, 0,5, 0,0, 0,23,33,13,25,5,7,1,2,3,3,0,0,10,18,5,18,0,0,3,3,21,25,6,6
1653,TatianaSuarezAmandaCooper,TatianaSuarezAmandaCooper,0, 0,16,19,1,4,84%, 25%,38,43,4,7,3,3,0,0,100%, 0%,1, 2,0, 0,0, 1,15,18,1,4,1,1,0,0,0,0,0,0,1,2,1,4,0,0,0,0,15,17,0,0
1654,RossPearsonWillBrooks,WillBrooksRossPearson, 0,0,80,150,54,115, 53%,46%,116,190,76,140,1,6,0,2, 16%,0%, 0,0, 1,0, 0,0,36,99,15,65,32,38,29,39,12,13,10,11,43,106,31,87,32,38,23,27,5,6,0,1
1655,DoohoChoiThiagoTavares,DoohoChoiThiagoTavares,1, 0,4,7,2,5,57%, 40%,6,11,13,17,0,0,2,2,0%, 100%,0, 0,0, 0,0, 0,4,7,0,2,0,0,1,2,0,0,1,1,3,6,0,3,0,0,2,2,1,1,0,0
1656,JoaquimSilvaAndrewHolbrook,JoaquimSilvaAndrewHolbrook,1, 0,6,8,2,3,75%, 66%,6,8,2,3,0,1,0,0,0%, 0%,0, 0,0, 0,0, 0,6,8,1,2,0,0,1,1,0,0,0,0,1,3,1,2,0,0,1,1,5,5,0,0
1657,GrayMaynardFernandoBruno,GrayMaynardFernandoBruno,0, 0,30,71,32,101,42%, 31%,42,85,47,119,3,7,2,7,42%, 28%,1, 1,3, 0,1, 0,18,58,26,85,8,9,6,16,4,4,0,0,13,41,27,83,9,19,5,18,8,11,0,0
1658,JohnMoragaMatheusNicolau,MatheusNicolauJohnMoraga, 0,0,41,85,31,113, 48%,27%,53,98,33,115,0,1,0,2, 0%,0%, 0,0, 1,0, 0,0,13,46,19,95,12,21,2,6,16,18,10,12,41,85,31,113,0,0,0,0,0,0,0,0
1659,CoryHendricksJoshStansbury,JoshStansburyCoryHendricks, 0,0,61,107,47,118, 57%,39%,153,203,52,124,0,2,0,2, 0%,0%, 0,0, 5,0, 0,0,47,89,23,83,7,11,17,26,7,7,7,9,37,74,37,103,9,11,10,14,15,22,0,1
1660,CezarFerreiraAnthonySmith,CezarFerreiraAnthonySmith,0, 0,30,51,33,63,58%, 52%,120,148,41,71,6,6,0,0,100%, 0%,0, 1,3, 0,0, 0,17,35,22,45,6,8,6,13,7,8,5,5,23,41,26,54,1,1,6,7,6,9,1,2
1661,JakeMatthewsKevinLee,KevinLeeJakeMatthews, 0,0,24,38,5,13, 63%,38%,36,51,5,13,1,2,0,0, 50%,0%, 0,0, 2,0, 0,0,21,35,4,11,3,3,1,2,0,0,0,0,2,6,4,11,2,3,1,2,20,29,0,0
1662,JingliangLiAntonZafir,JingliangLiAntonZafir,0, 0,6,15,5,9,40%, 55%,11,20,15,19,1,1,2,2,100%, 100%,0, 0,1, 1,1, 0,5,13,1,5,0,1,1,1,1,1,3,3,1,10,4,8,0,0,1,1,5,5,0,0
1663,RafaelDosAnjosEddieAlvarez,EddieAlvarezRafaelDosAnjos, 0,0,45,78,12,41, 57%,29%,49,83,12,41,1,3,0,1, 33%,0%, 0,0, 0,0, 0,0,34,67,9,38,8,8,2,2,3,3,1,1,20,45,10,38,22,30,2,3,3,3,0,0
1664,RoyNelsonDerrickLewis,DerrickLewisRoyNelson, 0,0,37,73,4,19, 50%,21%,39,75,66,89,0,0,7,10, 0%,70%, 0,0, 0,5, 0,0,25,60,3,18,11,12,0,0,1,1,1,1,16,46,2,15,21,27,2,3,0,0,0,1
1665,AlanJoubanBelalMuhammad,AlanJoubanBelalMuhammad,3, 0,86,169,77,199,50%, 38%,105,191,108,239,0,0,2,8,0%, 25%,0, 0,2, 0,0, 0,46,120,71,190,20,26,3,3,20,23,3,6,65,136,69,185,5,6,5,9,16,27,3,5
1666,JoeDuffyMitchClarke,JoeDuffyMitchClarke,1, 0,3,7,1,4,42%, 25%,3,7,1,4,0,0,0,0,0%, 0%,1, 0,2, 0,0, 0,3,7,0,2,0,0,0,0,0,0,1,2,1,2,1,4,0,0,0,0,2,5,0,0
1667,MikePyleAlbertoMina,AlbertoMinaMikePyle, 1,0,16,43,2,12, 37%,16%,27,57,5,15,2,2,0,0, 100%,0%, 0,1, 0,0, 0,0,12,36,0,9,1,3,0,0,3,4,2,3,7,24,2,9,0,0,0,3,9,19,0,0
1668,JohnMakdessiMehdiBaghdad,JohnMakdessiMehdiBaghdad,0, 1,84,152,60,193,55%, 31%,110,182,64,197,0,1,0,1,0%, 0%,0, 0,0, 0,0, 0,31,85,32,151,27,37,8,19,26,30,20,23,79,136,54,182,3,10,3,8,2,6,3,3
1669,AnthonyBirchakDilenoLopes,AnthonyBirchakDilenoLopes,0, 0,41,112,25,87,36%, 28%,101,175,35,98,0,0,2,12,0%, 16%,0, 0,0, 2,0, 0,16,74,22,74,18,29,2,10,7,9,1,3,30,86,18,75,9,21,7,12,2,5,0,0
1670,RussellDoanePedroMunhoz,PedroMunhozRussellDoane, 0,0,14,25,18,41, 56%,43%,14,25,18,41,1,2,0,0, 50%,0%, 1,0, 0,0, 0,0,8,16,11,30,3,5,6,10,3,4,1,1,14,24,17,40,0,1,1,1,0,0,0,0
1671,FelipeArantesJerrodSanders,FelipeArantesJerrodSanders,0, 0,3,9,6,10,33%, 60%,5,11,32,50,0,0,1,3,0%, 33%,1, 0,0, 1,0, 1,1,6,6,10,0,1,0,0,2,2,0,0,3,8,0,1,0,0,0,0,0,1,6,9
1672,GilbertBurnsLukaszSajewski,GilbertBurnsLukaszSajewski,0, 0,13,30,14,30,43%, 46%,16,34,15,31,1,5,0,1,20%, 0%,1, 0,1, 0,0, 0,8,23,8,21,5,7,5,8,0,0,1,1,6,21,12,25,4,5,2,5,3,4,0,0
1673,MarcoBeltranReginaldoVieira,MarcoBeltranReginaldoVieira,1, 0,20,48,20,56,41%, 35%,31,60,35,72,0,0,3,4,0%, 75%,1, 0,1, 0,0, 0,15,40,10,43,4,6,8,10,1,2,2,3,7,30,10,43,11,14,6,7,2,4,4,6
1674,VicenteLuqueAlvaroHerrera,VicenteLuqueAlvaroHerrera,0, 0,25,54,12,26,46%, 46%,51,87,13,27,4,5,0,0,80%, 0%,1, 0,4, 0,0, 0,14,38,8,21,3,6,3,4,8,10,1,1,13,31,9,23,2,3,3,3,10,20,0,0
1675,RoryMacDonaldStephenThompson,StephenThompsonRoryMacDonald, 0,0,110,259,61,152, 42%,40%,124,274,62,153,0,0,0,2, 0%,0%, 0,0, 0,0, 0,0,71,208,50,137,23,34,10,14,16,17,1,1,97,242,47,135,8,12,11,13,5,5,3,4
1676,DonaldCerronePatrickCote,DonaldCerronePatrickCote,3, 0,73,119,46,93,61%, 49%,92,140,57,111,2,3,0,2,66%, 0%,1, 0,2, 0,0, 0,42,83,17,54,14,18,17,25,17,18,12,14,48,86,45,91,8,13,1,2,17,20,0,0
